detected_tool,fraction,ready,request_index,source,step,text
,0.0,False,0,ar_prefix,0,
,0.043478260869565216,False,0,ar_prefix,1,TOOL: sq
sql_query,0.08695652173913043,False,0,ar_prefix,2,"TOOL: sql_query
"
sql_query,0.13043478260869565,False,0,ar_prefix,3,"TOOL: sql_query
ARGS: ta"
sql_query,0.17391304347826086,False,0,ar_prefix,4,"TOOL: sql_query
ARGS: table=flig"
sql_query,0.21739130434782608,False,0,ar_prefix,5,"TOOL: sql_query
ARGS: table=flights; sel"
sql_query,0.2608695652173913,False,0,ar_prefix,6,"TOOL: sql_query
ARGS: table=flights; select=flig"
sql_query,0.30434782608695654,False,0,ar_prefix,7,"TOOL: sql_query
ARGS: table=flights; select=flight_numbe"
sql_query,0.34782608695652173,False,0,ar_prefix,8,"TOOL: sql_query
ARGS: table=flights; select=flight_number, depa"
sql_query,0.391304347826087,False,0,ar_prefix,9,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_ti"
sql_query,0.43478260869565216,False,0,ar_prefix,10,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; wher"
sql_query,0.4782608695652174,False,0,ar_prefix,11,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin"
sql_query,0.5217391304347826,False,0,ar_prefix,12,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' A"
sql_query,0.5652173913043478,False,0,ar_prefix,13,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND desti"
sql_query,0.6086956521739131,False,0,ar_prefix,14,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='"
sql_query,0.6521739130434783,False,0,ar_prefix,15,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND"
sql_query,0.6956521739130435,False,0,ar_prefix,16,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND depart"
sql_query,0.7391304347826086,False,0,ar_prefix,17,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date"
sql_query,0.782608695652174,False,0,ar_prefix,18,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date='2026-0"
sql_query,0.8260869565217391,False,0,ar_prefix,19,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date='2026-09-14'; o"
sql_query,0.8695652173913043,False,0,ar_prefix,20,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date='2026-09-14'; order_by="
sql_query,0.9130434782608695,False,0,ar_prefix,21,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date='2026-09-14'; order_by=departur"
sql_query,0.9565217391304348,False,0,ar_prefix,22,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date='2026-09-14'; order_by=departure_time; "
sql_query,1.0,True,0,ar_prefix,23,"TOOL: sql_query
ARGS: table=flights; select=flight_number, departure_time; where=origin='SFO' AND destination='ICN' AND departure_date='2026-09-14'; order_by=departure_time; limit=5"
,0.0,False,1,dllm,0,
sql_query,0.05,False,1,dllm,1,"TOOL: sql_query
:"
sql_query,0.1,False,1,dllm,2,"TOOL: sql_query
ARGS: tableoices"
sql_query,0.15,False,1,dllm,3,"TOOL: sql_query
ARGS: table=invoices; select"
sql_query,0.2,False,1,dllm,4,"TOOL: sql_query
ARGS: table=invoices; selectinvoice_id, amount; where"
sql_query,0.25,False,1,dllm,5,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where"
sql_query,0.3,False,1,dllm,6,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; whereaccount"
sql_query,0.35,False,1,dllm,7,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; whereaccount_id"
sql_query,0.4,False,1,dllm,8,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id"
sql_query,0.45,False,1,dllm,9,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id7"
sql_query,0.5,False,1,dllm,10,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17'"
sql_query,0.55,False,1,dllm,11,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND"
sql_query,0.6,False,1,dllm,12,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status"
sql_query,0.65,False,1,dllm,13,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='"
sql_query,0.7,False,1,dllm,14,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND00"
sql_query,0.75,False,1,dllm,15,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount00 order"
sql_query,0.8,True,1,dllm,16,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date"
sql_query,0.85,True,1,dllm,17,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date;="
sql_query,0.9,True,1,dllm,18,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date; limit=10"
sql_query,0.95,True,1,dllm,19,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date; limit=10"
sql_query,1.0,True,1,dllm,20,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date; limit=10"
,0.0,False,1,ar_prefix,0,
,0.05,False,1,ar_prefix,1,TOOL: sq
sql_query,0.1,False,1,ar_prefix,2,"TOOL: sql_query
"
sql_query,0.15,False,1,ar_prefix,3,"TOOL: sql_query
ARGS: ta"
sql_query,0.2,False,1,ar_prefix,4,"TOOL: sql_query
ARGS: table=inv"
sql_query,0.25,False,1,ar_prefix,5,"TOOL: sql_query
ARGS: table=invoices; s"
sql_query,0.3,False,1,ar_prefix,6,"TOOL: sql_query
ARGS: table=invoices; select=in"
sql_query,0.35,False,1,ar_prefix,7,"TOOL: sql_query
ARGS: table=invoices; select=invoice_i"
sql_query,0.4,False,1,ar_prefix,8,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amoun"
sql_query,0.45,False,1,ar_prefix,9,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where"
sql_query,0.5,False,1,ar_prefix,10,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=accoun"
sql_query,0.55,False,1,ar_prefix,11,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A1"
sql_query,0.6,False,1,ar_prefix,12,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND s"
sql_query,0.65,False,1,ar_prefix,13,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='u"
sql_query,0.7,False,1,ar_prefix,14,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' "
sql_query,0.75,False,1,ar_prefix,15,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amou"
sql_query,0.8,False,1,ar_prefix,16,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 100"
sql_query,0.85,False,1,ar_prefix,17,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; orde"
sql_query,0.9,False,1,ar_prefix,18,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due"
sql_query,0.95,True,1,ar_prefix,19,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date; l"
sql_query,1.0,True,1,ar_prefix,20,"TOOL: sql_query
ARGS: table=invoices; select=invoice_id, amount; where=account_id='A17' AND status='unpaid' AND amount > 1000; order_by=due_date; limit=10"
,0.0,False,2,dllm,0,
sql_query,0.047619047619047616,False,2,dllm,1,"TOOL: sql_query
: table"
sql_query,0.09523809523809523,False,2,dllm,2,"TOOL: sql_query
ARGS: table"
sql_query,0.14285714285714285,False,2,dllm,3,"TOOL: sql_query
ARGS: table select"
sql_query,0.19047619047619047,False,2,dllm,4,"TOOL: sql_query
ARGS: table_logins selectuser_id, timestamp"
sql_query,0.23809523809523808,False,2,dllm,5,"TOOL: sql_query
ARGS: tablefailed_logins; selectuser_id, timestamp; where"
sql_query,0.2857142857142857,False,2,dllm,6,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where="
sql_query,0.3333333333333333,False,2,dllm,7,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip"
sql_query,0.38095238095238093,False,2,dllm,8,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address"
sql_query,0.42857142857142855,False,2,dllm,9,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address0"
sql_query,0.47619047619047616,False,2,dllm,10,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4"
sql_query,0.5238095238095238,False,2,dllm,11,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7'"
sql_query,0.5714285714285714,False,2,dllm,12,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND"
sql_query,0.6190476190476191,False,2,dllm,13,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND"
sql_query,0.6666666666666666,False,2,dllm,14,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND order"
sql_query,0.7142857142857143,False,2,dllm,15,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND2026-08-01'; order_by=timestamp"
sql_query,0.7619047619047619,False,2,dllm,16,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp2026-08-01'; order_by=timestamp;"
sql_query,0.8095238095238095,False,2,dllm,17,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp2026-08-01'; order_by=timestamp; limit=20"
sql_query,0.8571428571428571,False,2,dllm,18,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp='2026-08-01'; order_by=timestamp; limit=20"
sql_query,0.9047619047619048,False,2,dllm,19,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_by=timestamp; limit=20"
sql_query,0.9523809523809523,False,2,dllm,20,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_by=timestamp; limit=20"
sql_query,1.0,False,2,dllm,21,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_by=timestamp; limit=20"
,0.0,False,2,ar_prefix,0,
,0.047619047619047616,False,2,ar_prefix,1,TOOL: sq
sql_query,0.09523809523809523,False,2,ar_prefix,2,TOOL: sql_query
sql_query,0.14285714285714285,False,2,ar_prefix,3,"TOOL: sql_query
ARGS: t"
sql_query,0.19047619047619047,False,2,ar_prefix,4,"TOOL: sql_query
ARGS: table=fa"
sql_query,0.23809523809523808,False,2,ar_prefix,5,"TOOL: sql_query
ARGS: table=failed_lo"
sql_query,0.2857142857142857,False,2,ar_prefix,6,"TOOL: sql_query
ARGS: table=failed_logins; se"
sql_query,0.3333333333333333,False,2,ar_prefix,7,"TOOL: sql_query
ARGS: table=failed_logins; select=us"
sql_query,0.38095238095238093,False,2,ar_prefix,8,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, t"
sql_query,0.42857142857142855,False,2,ar_prefix,9,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestam"
sql_query,0.47619047619047616,False,2,ar_prefix,10,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; wher"
sql_query,0.5238095238095238,False,2,ar_prefix,11,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_add"
sql_query,0.5714285714285714,False,2,ar_prefix,12,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='1"
sql_query,0.6190476190476191,False,2,ar_prefix,13,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7"
sql_query,0.6666666666666666,False,2,ar_prefix,14,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND ti"
sql_query,0.7142857142857143,False,2,ar_prefix,15,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp"
sql_query,0.7619047619047619,False,2,ar_prefix,16,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-"
sql_query,0.8095238095238095,False,2,ar_prefix,17,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01';"
sql_query,0.8571428571428571,False,2,ar_prefix,18,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_"
sql_query,0.9047619047619048,False,2,ar_prefix,19,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_by=times"
sql_query,0.9523809523809523,False,2,ar_prefix,20,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_by=timestamp; l"
sql_query,1.0,False,2,ar_prefix,21,"TOOL: sql_query
ARGS: table=failed_logins; select=user_id, timestamp; where=ip_address='10.0.4.7' AND timestamp>='2026-08-01'; order_by=timestamp; limit=20"
,0.0,False,3,dllm,0,
sql_query,0.034482758620689655,False,3,dllm,1,"TOOL: sql_query
:"
sql_query,0.06896551724137931,False,3,dllm,2,"TOOL: sql_query
ARGS: table"
sql_query,0.10344827586206896,False,3,dllm,3,"TOOL: sql_query
ARGS: tablesupport"
sql_query,0.13793103448275862,False,3,dllm,4,"TOOL: sql_query
ARGS: table=support_tickets select"
sql_query,0.1724137931034483,False,3,dllm,5,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id,; where"
sql_query,0.20689655172413793,False,3,dllm,6,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where"
sql_query,0.2413793103448276,False,3,dllm,7,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where="
sql_query,0.27586206896551724,False,3,dllm,8,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status"
sql_query,0.3103448275862069,False,3,dllm,9,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='"
sql_query,0.3448275862068966,False,3,dllm,10,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open"
sql_query,0.3793103448275862,False,3,dllm,11,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open'"
sql_query,0.41379310344827586,False,3,dllm,12,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND"
sql_query,0.4482758620689655,False,3,dllm,13,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND='"
sql_query,0.4827586206896552,False,3,dllm,14,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND='0"
sql_query,0.5172413793103449,False,3,dllm,15,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND='P0"
sql_query,0.5517241379310345,False,3,dllm,16,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0"
sql_query,0.5862068965517241,False,3,dllm,17,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND"
sql_query,0.6206896551724138,False,3,dllm,18,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND"
sql_query,0.6551724137931034,False,3,dllm,19,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND"
sql_query,0.6896551724137931,False,3,dllm,20,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND"
sql_query,0.7241379310344828,False,3,dllm,21,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND';"
sql_query,0.7586206896551724,False,3,dllm,22,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND'; order_by=created_at"
sql_query,0.7931034482758621,False,3,dllm,23,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND'; order_by=created_at; limit=15"
sql_query,0.8275862068965517,False,3,dllm,24,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND=''; order_by=created_at; limit=15"
sql_query,0.8620689655172413,True,3,dllm,25,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND='team'; order_by=created_at; limit=15"
sql_query,0.896551724137931,True,3,dllm,26,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND='team storage'; order_by=created_at; limit=15"
sql_query,0.9310344827586207,True,3,dllm,27,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=created_at; limit=15"
sql_query,0.9655172413793104,True,3,dllm,28,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=created_at; limit=15"
sql_query,1.0,True,3,dllm,29,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=created_at; limit=15"
,0.0,False,3,ar_prefix,0,
,0.034482758620689655,False,3,ar_prefix,1,TOOL: 
,0.06896551724137931,False,3,ar_prefix,2,TOOL: sql_qu
sql_query,0.10344827586206896,False,3,ar_prefix,3,"TOOL: sql_query
A"
sql_query,0.13793103448275862,False,3,ar_prefix,4,"TOOL: sql_query
ARGS: t"
sql_query,0.1724137931034483,False,3,ar_prefix,5,"TOOL: sql_query
ARGS: table="
sql_query,0.20689655172413793,False,3,ar_prefix,6,"TOOL: sql_query
ARGS: table=suppor"
sql_query,0.2413793103448276,False,3,ar_prefix,7,"TOOL: sql_query
ARGS: table=support_tick"
sql_query,0.27586206896551724,False,3,ar_prefix,8,"TOOL: sql_query
ARGS: table=support_tickets; "
sql_query,0.3103448275862069,False,3,ar_prefix,9,"TOOL: sql_query
ARGS: table=support_tickets; select"
sql_query,0.3448275862068966,False,3,ar_prefix,10,"TOOL: sql_query
ARGS: table=support_tickets; select=tick"
sql_query,0.3793103448275862,False,3,ar_prefix,11,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id,"
sql_query,0.41379310344827586,False,3,ar_prefix,12,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner"
sql_query,0.4482758620689655,False,3,ar_prefix,13,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; whe"
sql_query,0.4827586206896552,False,3,ar_prefix,14,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=sta"
sql_query,0.5172413793103449,False,3,ar_prefix,15,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='"
sql_query,0.5517241379310345,False,3,ar_prefix,16,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' "
sql_query,0.5862068965517241,False,3,ar_prefix,17,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND p"
sql_query,0.6206896551724138,False,3,ar_prefix,18,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priorit"
sql_query,0.6551724137931034,False,3,ar_prefix,19,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0'"
sql_query,0.6896551724137931,False,3,ar_prefix,20,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND "
sql_query,0.7241379310344828,False,3,ar_prefix,21,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='"
sql_query,0.7586206896551724,False,3,ar_prefix,22,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team "
sql_query,0.7931034482758621,False,3,ar_prefix,23,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storag"
sql_query,0.8275862068965517,False,3,ar_prefix,24,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; or"
sql_query,0.8620689655172413,False,3,ar_prefix,25,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_b"
sql_query,0.896551724137931,False,3,ar_prefix,26,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=crea"
sql_query,0.9310344827586207,False,3,ar_prefix,27,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=created_a"
sql_query,0.9655172413793104,False,3,ar_prefix,28,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=created_at; lim"
sql_query,1.0,True,3,ar_prefix,29,"TOOL: sql_query
ARGS: table=support_tickets; select=ticket_id, owner; where=status='open' AND priority='P0' AND team='team storage'; order_by=created_at; limit=15"
,0.0,False,4,dllm,0,
sql_query,0.05263157894736842,False,4,dllm,1,"TOOL: sql_query
: table"
sql_query,0.10526315789473684,False,4,dllm,2,"TOOL: sql_query
ARGS: table select"
sql_query,0.15789473684210525,False,4,dllm,3,"TOOL: sql_query
ARGS: table_nodes select_id"
sql_query,0.21052631578947367,False,4,dllm,4,"TOOL: sql_query
ARGS: table_nodes selectnode_id, memory_utilization wherememory"
sql_query,0.2631578947368421,False,4,dllm,5,"TOOL: sql_query
ARGS: table_nodes selectnode_id, memory_utilization wherememory_utilization >9"
sql_query,0.3157894736842105,False,4,dllm,6,"TOOL: sql_query
ARGS: table_nodes selectnode_id, memory_utilization wherememory_utilization > 90"
sql_query,0.3684210526315789,False,4,dllm,7,"TOOL: sql_query
ARGS: table_nodes selectnode_id, memory_utilization where=memory_utilization > 90"
sql_query,0.42105263157894735,False,4,dllm,8,"TOOL: sql_query
ARGS: table_nodes select=node_id, memory_utilization where=memory_utilization > 90"
sql_query,0.47368421052631576,False,4,dllm,9,"TOOL: sql_query
ARGS: table_nodes select=node_id, memory_utilization; where=memory_utilization > 90"
sql_query,0.5263157894736842,False,4,dllm,10,"TOOL: sql_query
ARGS: table_nodes; select=node_id, memory_utilization; where=memory_utilization > 90"
