detected_tool,fraction,ready,request_index,source,step,text
flight_search,0.2222222222222222,False,8,dllm,2,"TOOL: flight_search
ARGS: originATLCO"
flight_search,0.3333333333333333,False,8,dllm,3,"TOOL: flight_search
ARGS: originATLFCO22"
flight_search,0.4444444444444444,True,8,dllm,4,"TOOL: flight_search
ARGS: originATLFCO2026-08-30"
flight_search,0.5555555555555556,True,8,dllm,5,"TOOL: flight_search
ARGS: originATL=""FCO2026-08-30"
flight_search,0.6666666666666666,True,8,dllm,6,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; date=""2026-08-30"""
flight_search,0.7777777777777778,True,8,dllm,7,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; date=""2026-08-30"""
flight_search,0.8888888888888888,True,8,dllm,8,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; date=""2026-08-30"""
flight_search,1.0,True,8,dllm,9,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; date=""2026-08-30"""
,0.0,False,8,ar_prefix,0,
,0.1111111111111111,False,8,ar_prefix,1,TOOL: fli
flight_search,0.2222222222222222,False,8,ar_prefix,2,TOOL: flight_sear
flight_search,0.3333333333333333,False,8,ar_prefix,3,"TOOL: flight_search
ARGS: "
flight_search,0.4444444444444444,False,8,ar_prefix,4,"TOOL: flight_search
ARGS: origin="""
flight_search,0.5555555555555556,False,8,ar_prefix,5,"TOOL: flight_search
ARGS: origin=""ATL""; des"
flight_search,0.6666666666666666,False,8,ar_prefix,6,"TOOL: flight_search
ARGS: origin=""ATL""; destination"
flight_search,0.7777777777777778,False,8,ar_prefix,7,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; d"
flight_search,0.8888888888888888,False,8,ar_prefix,8,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; date=""202"
flight_search,1.0,True,8,ar_prefix,9,"TOOL: flight_search
ARGS: origin=""ATL""; destination=""FCO""; date=""2026-08-30"""
,0.0,False,9,dllm,0,
flight_search,0.14285714285714285,False,9,dllm,1,"TOOL: flight_search
ARGS: origin"
flight_search,0.2857142857142857,False,9,dllm,2,"TOOL: flight_search
ARGS: origin=D"
flight_search,0.42857142857142855,False,9,dllm,3,"TOOL: flight_search
ARGS: origin=DEN; destination="
flight_search,0.5714285714285714,True,9,dllm,4,"TOOL: flight_search
ARGS: origin=DEN; destination=FRA; date=2027-04-09"
flight_search,0.7142857142857143,True,9,dllm,5,"TOOL: flight_search
ARGS: origin=DEN; destination=FRA; date=2027-04-09"
flight_search,0.8571428571428571,True,9,dllm,6,"TOOL: flight_search
ARGS: origin=DEN; destination=FRA; date=2027-04-09"
flight_search,1.0,True,9,dllm,7,"TOOL: flight_search
ARGS: origin=DEN; destination=FRA; date=2027-04-09"
,0.0,False,9,ar_prefix,0,
,0.14285714285714285,False,9,ar_prefix,1,TOOL: flig
flight_search,0.2857142857142857,False,9,ar_prefix,2,"TOOL: flight_search
"
flight_search,0.42857142857142855,False,9,ar_prefix,3,"TOOL: flight_search
ARGS: orig"
flight_search,0.5714285714285714,False,9,ar_prefix,4,"TOOL: flight_search
ARGS: origin=DEN; de"
flight_search,0.7142857142857143,False,9,ar_prefix,5,"TOOL: flight_search
ARGS: origin=DEN; destination="
flight_search,0.8571428571428571,False,9,ar_prefix,6,"TOOL: flight_search
ARGS: origin=DEN; destination=FRA; date="
flight_search,1.0,True,9,ar_prefix,7,"TOOL: flight_search
ARGS: origin=DEN; destination=FRA; date=2027-04-09"
,0.0,False,10,dllm,0,
flight_search,0.14285714285714285,False,10,dllm,1,"TOOL: flight_search
: origin"
flight_search,0.2857142857142857,False,10,dllm,2,"TOOL: flight_search
ARGS: origin"
flight_search,0.42857142857142855,False,10,dllm,3,"TOOL: flight_search
ARGS: origin=S"
flight_search,0.5714285714285714,True,10,dllm,4,"TOOL: flight_search
ARGS: origin=SJC; destination=TPE; date=2026-09-25"
flight_search,0.7142857142857143,True,10,dllm,5,"TOOL: flight_search
ARGS: origin=SJC; destination=TPE; date=2026-09-25"
flight_search,0.8571428571428571,True,10,dllm,6,"TOOL: flight_search
ARGS: origin=SJC; destination=TPE; date=2026-09-25"
flight_search,1.0,True,10,dllm,7,"TOOL: flight_search
ARGS: origin=SJC; destination=TPE; date=2026-09-25"
,0.0,False,10,ar_prefix,0,
,0.14285714285714285,False,10,ar_prefix,1,TOOL: flig
flight_search,0.2857142857142857,False,10,ar_prefix,2,"TOOL: flight_search
"
flight_search,0.42857142857142855,False,10,ar_prefix,3,"TOOL: flight_search
ARGS: orig"
flight_search,0.5714285714285714,False,10,ar_prefix,4,"TOOL: flight_search
ARGS: origin=SJC; de"
flight_search,0.7142857142857143,False,10,ar_prefix,5,"TOOL: flight_search
ARGS: origin=SJC; destination="
flight_search,0.8571428571428571,False,10,ar_prefix,6,"TOOL: flight_search
ARGS: origin=SJC; destination=TPE; date="
flight_search,1.0,True,10,ar_prefix,7,"TOOL: flight_search
ARGS: origin=SJC; destination=TPE; date=2026-09-25"
,0.0,False,11,dllm,0,
flight_search,0.14285714285714285,False,11,dllm,1,"TOOL: flight_search
ARGS: originAD"
flight_search,0.2857142857142857,False,11,dllm,2,"TOOL: flight_search
ARGS: originIAD destinationDXB date202-06-16"
flight_search,0.42857142857142855,True,11,dllm,3,"TOOL: flight_search
ARGS: origin=IAD; destinationDXB date=2027-06-16"
flight_search,0.5714285714285714,True,11,dllm,4,"TOOL: flight_search
ARGS: origin=IAD; destination=DXB; date=2027-06-16"
flight_search,0.7142857142857143,True,11,dllm,5,"TOOL: flight_search
ARGS: origin=IAD; destination=DXB; date=2027-06-16"
flight_search,0.8571428571428571,True,11,dllm,6,"TOOL: flight_search
ARGS: origin=IAD; destination=DXB; date=2027-06-16"
flight_search,1.0,True,11,dllm,7,"TOOL: flight_search
ARGS: origin=IAD; destination=DXB; date=2027-06-16"
,0.0,False,11,ar_prefix,0,
,0.14285714285714285,False,11,ar_prefix,1,TOOL: flig
flight_search,0.2857142857142857,False,11,ar_prefix,2,"TOOL: flight_search
"
flight_search,0.42857142857142855,False,11,ar_prefix,3,"TOOL: flight_search
ARGS: orig"
flight_search,0.5714285714285714,False,11,ar_prefix,4,"TOOL: flight_search
ARGS: origin=IAD; de"
flight_search,0.7142857142857143,False,11,ar_prefix,5,"TOOL: flight_search
ARGS: origin=IAD; destination="
flight_search,0.8571428571428571,False,11,ar_prefix,6,"TOOL: flight_search
ARGS: origin=IAD; destination=DXB; date="
flight_search,1.0,True,11,ar_prefix,7,"TOOL: flight_search
ARGS: origin=IAD; destination=DXB; date=2027-06-16"
,0.0,False,12,dllm,0,
flight_search,0.125,False,12,dllm,1,"TOOL: flight_search
ARGS: origin"
flight_search,0.25,False,12,dllm,2,"TOOL: flight_search
ARGS: origin"
flight_search,0.375,False,12,dllm,3,"TOOL: flight_search
ARGS: origin;"
flight_search,0.5,False,12,dllm,4,"TOOL: flight_search
ARGS: origin=EWR; destination=Z; date=2026-12-21"
flight_search,0.625,True,12,dllm,5,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH; date=2026-12-21"
flight_search,0.75,True,12,dllm,6,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH; date=2026-12-21"
flight_search,0.875,True,12,dllm,7,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH; date=2026-12-21"
flight_search,1.0,True,12,dllm,8,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH; date=2026-12-21"
,0.0,False,12,ar_prefix,0,
,0.125,False,12,ar_prefix,1,TOOL: fli
flight_search,0.25,False,12,ar_prefix,2,TOOL: flight_searc
flight_search,0.375,False,12,ar_prefix,3,"TOOL: flight_search
ARGS: o"
flight_search,0.5,False,12,ar_prefix,4,"TOOL: flight_search
ARGS: origin=EW"
flight_search,0.625,False,12,ar_prefix,5,"TOOL: flight_search
ARGS: origin=EWR; destin"
flight_search,0.75,False,12,ar_prefix,6,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH"
flight_search,0.875,False,12,ar_prefix,7,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH; date=20"
flight_search,1.0,True,12,ar_prefix,8,"TOOL: flight_search
ARGS: origin=EWR; destination=ZRH; date=2026-12-21"
,0.0,False,13,dllm,0,
flight_search,0.14285714285714285,False,13,dllm,1,"TOOL: flight_search
ARGS: originX"
flight_search,0.2857142857142857,False,13,dllm,2,"TOOL: flight_search
ARGS: origin=PDX; destination="
flight_search,0.42857142857142855,False,13,dllm,3,"TOOL: flight_search
ARGS: origin=PDX; destination=;=-"
flight_search,0.5714285714285714,True,13,dllm,4,"TOOL: flight_search
ARGS: origin=PDX; destination=YYZ; date=2027-01-27"
flight_search,0.7142857142857143,True,13,dllm,5,"TOOL: flight_search
ARGS: origin=PDX; destination=YYZ; date=2027-01-27"
flight_search,0.8571428571428571,True,13,dllm,6,"TOOL: flight_search
ARGS: origin=PDX; destination=YYZ; date=2027-01-27"
flight_search,1.0,True,13,dllm,7,"TOOL: flight_search
ARGS: origin=PDX; destination=YYZ; date=2027-01-27"
,0.0,False,13,ar_prefix,0,
,0.14285714285714285,False,13,ar_prefix,1,TOOL: flig
flight_search,0.2857142857142857,False,13,ar_prefix,2,"TOOL: flight_search
"
flight_search,0.42857142857142855,False,13,ar_prefix,3,"TOOL: flight_search
ARGS: orig"
flight_search,0.5714285714285714,False,13,ar_prefix,4,"TOOL: flight_search
ARGS: origin=PDX; de"
flight_search,0.7142857142857143,False,13,ar_prefix,5,"TOOL: flight_search
ARGS: origin=PDX; destination="
flight_search,0.8571428571428571,False,13,ar_prefix,6,"TOOL: flight_search
ARGS: origin=PDX; destination=YYZ; date="
flight_search,1.0,True,13,ar_prefix,7,"TOOL: flight_search
ARGS: origin=PDX; destination=YYZ; date=2027-01-27"
,0.0,False,14,dllm,0,
flight_search,0.125,False,14,dllm,1,"TOOL: flight_search
ARGS: origin"
flight_search,0.25,False,14,dllm,2,"TOOL: flight_search
ARGS: origin;"
flight_search,0.375,False,14,dllm,3,"TOOL: flight_search
ARGS: origin; destination=MEX;=2"
flight_search,0.5,False,14,dllm,4,"TOOL: flight_search
ARGS: originAN; destination=MEX; date=2026-10-11"
flight_search,0.625,True,14,dllm,5,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX; date=2026-10-11"
flight_search,0.75,True,14,dllm,6,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX; date=2026-10-11"
flight_search,0.875,True,14,dllm,7,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX; date=2026-10-11"
flight_search,1.0,True,14,dllm,8,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX; date=2026-10-11"
,0.0,False,14,ar_prefix,0,
,0.125,False,14,ar_prefix,1,TOOL: fli
flight_search,0.25,False,14,ar_prefix,2,TOOL: flight_searc
flight_search,0.375,False,14,ar_prefix,3,"TOOL: flight_search
ARGS: o"
flight_search,0.5,False,14,ar_prefix,4,"TOOL: flight_search
ARGS: origin=SA"
flight_search,0.625,False,14,ar_prefix,5,"TOOL: flight_search
ARGS: origin=SAN; destin"
flight_search,0.75,False,14,ar_prefix,6,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX"
flight_search,0.875,False,14,ar_prefix,7,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX; date=20"
flight_search,1.0,True,14,ar_prefix,8,"TOOL: flight_search
ARGS: origin=SAN; destination=MEX; date=2026-10-11"
,0.0,False,15,dllm,0,
weather,0.16666666666666666,False,15,dllm,1,"TOOL: weather
: location"
weather,0.3333333333333333,False,15,dllm,2,"TOOL: weather
ARGS: locationTokyo; date=20"
weather,0.5,True,15,dllm,3,"TOOL: weather
ARGS: location=Tokyo; date=2026-09-14"
weather,0.6666666666666666,True,15,dllm,4,"TOOL: weather
ARGS: location=Tokyo; date=2026-09-14"
weather,0.8333333333333334,True,15,dllm,5,"TOOL: weather
ARGS: location=Tokyo; date=2026-09-14"
weather,1.0,True,15,dllm,6,"TOOL: weather
ARGS: location=Tokyo; date=2026-09-14"
,0.0,False,15,ar_prefix,0,
,0.16666666666666666,False,15,ar_prefix,1,TOOL: wea
weather,0.3333333333333333,False,15,ar_prefix,2,"TOOL: weather
ARG"
weather,0.5,False,15,ar_prefix,3,"TOOL: weather
ARGS: locati"
weather,0.6666666666666666,False,15,ar_prefix,4,"TOOL: weather
ARGS: location=Tokyo"
weather,0.8333333333333334,False,15,ar_prefix,5,"TOOL: weather
ARGS: location=Tokyo; date=20"
weather,1.0,True,15,ar_prefix,6,"TOOL: weather
ARGS: location=Tokyo; date=2026-09-14"
,0.0,False,16,dllm,0,
weather,0.16666666666666666,False,16,dllm,1,"TOOL: weather
: location"
weather,0.3333333333333333,False,16,dllm,2,"TOOL: weather
ARGS: locationSeattle; date=202-12-"
weather,0.5,True,16,dllm,3,"TOOL: weather
ARGS: location=Seattle; date=2026-12-03"
weather,0.6666666666666666,True,16,dllm,4,"TOOL: weather
ARGS: location=Seattle; date=2026-12-03"
weather,0.8333333333333334,True,16,dllm,5,"TOOL: weather
ARGS: location=Seattle; date=2026-12-03"
weather,1.0,True,16,dllm,6,"TOOL: weather
ARGS: location=Seattle; date=2026-12-03"
,0.0,False,16,ar_prefix,0,
,0.16666666666666666,False,16,ar_prefix,1,TOOL: wea
weather,0.3333333333333333,False,16,ar_prefix,2,"TOOL: weather
ARGS"
weather,0.5,False,16,ar_prefix,3,"TOOL: weather
ARGS: locatio"
weather,0.6666666666666666,False,16,ar_prefix,4,"TOOL: weather
ARGS: location=Seattle"
weather,0.8333333333333334,False,16,ar_prefix,5,"TOOL: weather
ARGS: location=Seattle; date=20"
weather,1.0,True,16,ar_prefix,6,"TOOL: weather
ARGS: location=Seattle; date=2026-12-03"
,0.0,False,17,dllm,0,
weather,0.16666666666666666,False,17,dllm,1,"TOOL: weather
: location"
weather,0.3333333333333333,False,17,dllm,2,"TOOL: weather
ARGS: location=Paris; date=202-01-8"
weather,0.5,True,17,dllm,3,"TOOL: weather
ARGS: location=Paris; date=2027-01-08"
weather,0.6666666666666666,True,17,dllm,4,"TOOL: weather
ARGS: location=Paris; date=2027-01-08"
weather,0.8333333333333334,True,17,dllm,5,"TOOL: weather
ARGS: location=Paris; date=2027-01-08"
weather,1.0,True,17,dllm,6,"TOOL: weather
ARGS: location=Paris; date=2027-01-08"
,0.0,False,17,ar_prefix,0,
,0.16666666666666666,False,17,ar_prefix,1,TOOL: wea
