cache_mode,schedule_mode,progress,state_component,required,reconstructable,bytes,evidence
none,quota,0.0078125,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.0078125,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.0078125,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.0078125,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.015625,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.015625,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.015625,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.015625,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.015625,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.015625,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.015625,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.015625,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.0234375,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.0234375,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.0234375,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.0234375,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.0234375,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.0234375,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.0234375,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.0234375,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.09375,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.09375,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.09375,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.09375,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.09375,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.09375,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.09375,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.09375,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.25,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.25,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.25,current_schedule,False,True,0,component absent at this checkpoint
none,quota,0.25,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.25,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.25,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.25,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.25,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.2578125,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.2578125,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.2578125,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.2578125,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.2578125,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.2578125,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.2578125,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.2578125,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.265625,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.265625,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.265625,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.265625,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.265625,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.265625,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.265625,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.265625,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.2734375,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.2734375,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.2734375,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.2734375,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.2734375,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.2734375,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.2734375,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.2734375,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.5,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.5,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.5,current_schedule,False,True,0,component absent at this checkpoint
none,quota,0.5,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.5,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.5,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.5,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.5,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.75,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.75,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.75,current_schedule,False,True,0,component absent at this checkpoint
none,quota,0.75,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.75,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.75,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.75,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.75,request_metadata_and_config,False,True,0,reused from immutable original request/config
none,quota,0.9921875,x,True,False,1224,semantic canvas; removal is not a valid continuation
none,quota,0.9921875,attention_mask,False,True,1224,removal preserved exact trajectory
none,quota,0.9921875,current_schedule,False,True,256,removal preserved exact trajectory
none,quota,0.9921875,block_index,False,True,8,removal preserved exact trajectory
none,quota,0.9921875,inner_step,False,True,8,removal preserved exact trajectory
none,quota,0.9921875,past_key_values,False,True,0,component absent at this checkpoint
none,quota,0.9921875,replace_position,False,True,0,component absent at this checkpoint
none,quota,0.9921875,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.0,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.0,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.0,current_schedule,False,True,0,component absent at this checkpoint
prefix,threshold,0.0,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.0,inner_step,False,True,8,removal preserved exact trajectory
prefix,threshold,0.0,past_key_values,False,True,0,component absent at this checkpoint
prefix,threshold,0.0,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.0,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.00847457627118644,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.00847457627118644,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.00847457627118644,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.00847457627118644,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.00847457627118644,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.00847457627118644,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,threshold,0.00847457627118644,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.00847457627118644,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.01694915254237288,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.01694915254237288,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.01694915254237288,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.01694915254237288,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.01694915254237288,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.01694915254237288,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,threshold,0.01694915254237288,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.01694915254237288,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.025423728813559324,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.025423728813559324,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.025423728813559324,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.025423728813559324,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.025423728813559324,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.025423728813559324,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,threshold,0.025423728813559324,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.025423728813559324,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.09322033898305085,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.09322033898305085,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.09322033898305085,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.09322033898305085,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.09322033898305085,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.09322033898305085,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,threshold,0.09322033898305085,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.09322033898305085,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.2288135593220339,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.2288135593220339,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.2288135593220339,current_schedule,False,True,0,component absent at this checkpoint
prefix,threshold,0.2288135593220339,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.2288135593220339,inner_step,False,True,8,removal preserved exact trajectory
prefix,threshold,0.2288135593220339,past_key_values,False,True,0,component absent at this checkpoint
prefix,threshold,0.2288135593220339,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.2288135593220339,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.23728813559322035,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.23728813559322035,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.23728813559322035,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.23728813559322035,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.23728813559322035,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.23728813559322035,past_key_values,False,True,29884416,removal preserved exact trajectory
prefix,threshold,0.23728813559322035,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.23728813559322035,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.2457627118644068,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.2457627118644068,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.2457627118644068,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.2457627118644068,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.2457627118644068,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.2457627118644068,past_key_values,False,True,29884416,removal preserved exact trajectory
prefix,threshold,0.2457627118644068,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.2457627118644068,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.2542372881355932,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.2542372881355932,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.2542372881355932,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.2542372881355932,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.2542372881355932,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.2542372881355932,past_key_values,False,True,29884416,removal preserved exact trajectory
prefix,threshold,0.2542372881355932,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.2542372881355932,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.5,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.5,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.5,current_schedule,False,True,0,component absent at this checkpoint
prefix,threshold,0.5,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.5,inner_step,False,True,8,removal preserved exact trajectory
prefix,threshold,0.5,past_key_values,False,True,0,component absent at this checkpoint
prefix,threshold,0.5,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.5,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.7457627118644068,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.7457627118644068,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.7457627118644068,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.7457627118644068,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.7457627118644068,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.7457627118644068,past_key_values,False,True,46661632,removal preserved exact trajectory
prefix,threshold,0.7457627118644068,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.7457627118644068,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,threshold,0.9915254237288136,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,threshold,0.9915254237288136,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,threshold,0.9915254237288136,current_schedule,False,True,256,removal preserved exact trajectory
prefix,threshold,0.9915254237288136,block_index,False,True,8,removal preserved exact trajectory
prefix,threshold,0.9915254237288136,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.9915254237288136,past_key_values,False,True,63438848,removal preserved exact trajectory
prefix,threshold,0.9915254237288136,replace_position,False,True,0,component absent at this checkpoint
prefix,threshold,0.9915254237288136,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.0,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.0,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.0,current_schedule,False,True,0,component absent at this checkpoint
prefix,quota,0.0,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.0,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.0,past_key_values,False,True,0,component absent at this checkpoint
prefix,quota,0.0,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.0,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.0078125,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.0078125,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.0078125,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.0078125,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.0078125,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.0078125,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,quota,0.0078125,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.0078125,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.015625,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.015625,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.015625,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.015625,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.015625,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.015625,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,quota,0.015625,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.015625,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.0234375,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.0234375,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.0234375,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.0234375,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.0234375,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.0234375,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,quota,0.0234375,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.0234375,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.09375,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.09375,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.09375,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.09375,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.09375,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.09375,past_key_values,False,True,13107200,removal preserved exact trajectory
prefix,quota,0.09375,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.09375,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.25,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.25,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.25,current_schedule,False,True,0,component absent at this checkpoint
prefix,quota,0.25,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.25,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.25,past_key_values,False,True,0,component absent at this checkpoint
prefix,quota,0.25,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.25,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.2578125,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.2578125,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.2578125,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.2578125,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.2578125,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.2578125,past_key_values,False,True,29884416,removal preserved exact trajectory
prefix,quota,0.2578125,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.2578125,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.265625,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.265625,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.265625,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.265625,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.265625,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.265625,past_key_values,False,True,29884416,removal preserved exact trajectory
prefix,quota,0.265625,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.265625,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.2734375,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.2734375,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.2734375,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.2734375,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.2734375,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.2734375,past_key_values,False,True,29884416,removal preserved exact trajectory
prefix,quota,0.2734375,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.2734375,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.5,x,True,False,1224,semantic canvas; removal is not a valid continuation
