request_index,cache_mode,phase,block_index,layer_index,step_index,model_call_index,block_start,block_end,block_token_count,mask_count,layer_latency_ms,block_input_norm,block_output_norm,block_delta_norm,block_delta_cosine,inter_step_output_delta_norm,inter_step_output_cosine
0,prefix,refine,0,14,1,1,0,32,32,30,42.32226125895977,467.0439147949219,470.0308532714844,119.84342193603516,0.9673023223876953,165.74046325683594,0.9373177289962769
0,prefix,refine,0,15,1,1,0,32,32,30,34.8000330850482,470.0308532714844,467.4324035644531,121.62122344970703,0.9663481116294861,183.88400268554688,0.9215899705886841
0,prefix,refine,0,16,1,1,0,32,32,30,29.2625417932868,467.4324035644531,517.75927734375,159.78175354003906,0.9524838924407959,220.56639099121094,0.9083288311958313
0,prefix,refine,0,17,1,1,0,32,32,30,40.93118291348219,517.75927734375,534.5524291992188,161.993408203125,0.9530973434448242,245.370361328125,0.8928562998771667
0,prefix,refine,0,18,1,1,0,32,32,30,49.00593589991331,534.5524291992188,561.6795654296875,170.7848663330078,0.9526461958885193,264.1604309082031,0.8867777585983276
0,prefix,refine,0,19,1,1,0,32,32,30,54.205927066504955,561.6795654296875,583.9290161132812,175.4084014892578,0.9538412094116211,280.78887939453125,0.8813328742980957
0,prefix,refine,0,20,1,1,0,32,32,30,48.276267014443874,583.9290161132812,609.0088500976562,190.67420959472656,0.9497575163841248,301.41156005859375,0.8749293684959412
0,prefix,refine,0,21,1,1,0,32,32,30,51.07044521719217,609.0088500976562,650.7534790039062,221.0107421875,0.9405646324157715,334.4490966796875,0.8635036945343018
0,prefix,refine,0,22,1,1,0,32,32,30,52.9201989993453,650.7534790039062,662.3216552734375,221.78746032714844,0.9430840611457825,352.0199279785156,0.8541246056556702
0,prefix,refine,0,23,1,1,0,32,32,30,57.38321878015995,662.3216552734375,688.2163696289062,251.25265502929688,0.9314821362495422,363.39337158203125,0.8542998433113098
0,prefix,refine,0,24,1,1,0,32,32,30,60.94026658684015,688.2163696289062,695.4061889648438,276.4061279296875,0.9202284812927246,380.6513671875,0.8421952724456787
0,prefix,refine,0,25,1,1,0,32,32,30,29.119261540472507,695.4061889648438,805.4303588867188,352.64849853515625,0.8997815847396851,425.6397399902344,0.8531305193901062
0,prefix,refine,0,26,1,1,0,32,32,30,34.324172884225845,805.4303588867188,943.9111328125,364.7880859375,0.9250863790512085,474.5755310058594,0.8678030967712402
0,prefix,refine,0,27,1,1,0,32,32,30,46.15661408752203,943.9111328125,1248.1861572265625,553.9430541992188,0.9090603590011597,555.8391723632812,0.8966029286384583
0,prefix,refine,0,28,1,1,0,32,32,30,50.04442762583494,1248.1861572265625,1837.1917724609375,837.258544921875,0.9227913022041321,654.47216796875,0.9351941347122192
0,prefix,refine,0,29,1,1,0,32,32,30,70.66917419433594,1837.1917724609375,2212.841796875,853.836181640625,0.9276872873306274,744.691162109375,0.9422804117202759
0,prefix,refine,0,30,1,1,0,32,32,30,30.25147132575512,2212.841796875,2932.82080078125,1324.3843994140625,0.9047999382019043,862.7544555664062,0.9564817547798157
0,prefix,refine,0,31,1,1,0,32,32,30,24.29059147834778,2932.82080078125,3928.057373046875,2648.7587890625,0.7384867072105408,1025.4287109375,0.9667258262634277
0,prefix,refine,0,0,2,2,0,32,32,29,14.22578003257513,40.745182037353516,149.7428741455078,149.59495544433594,0.13967755436897278,21.514034271240234,0.989716649055481
0,prefix,refine,0,1,2,2,0,32,32,29,11.443625204265118,149.7428741455078,190.3671417236328,58.95763397216797,0.9679824113845825,26.094308853149414,0.9907097816467285
0,prefix,refine,0,2,2,2,0,32,32,29,12.340269051492214,190.3671417236328,204.87989807128906,30.984577178955078,0.990395188331604,31.639328002929688,0.9880452156066895
0,prefix,refine,0,3,2,2,0,32,32,29,14.576512388885021,204.87989807128906,239.80859375,52.54633712768555,0.9843205213546753,38.12308120727539,0.9872965812683105
0,prefix,refine,0,4,2,2,0,32,32,29,12.864679098129272,239.80859375,278.22418212890625,58.75881576538086,0.9851893782615662,47.9879150390625,0.985112190246582
0,prefix,refine,0,5,2,2,0,32,32,29,67.18200724571943,278.22418212890625,307.6704406738281,56.19363021850586,0.9866222143173218,55.80452346801758,0.9834955930709839
0,prefix,refine,0,6,2,2,0,32,32,29,40.17404280602932,307.6704406738281,332.44964599609375,53.24734115600586,0.9891451597213745,64.77641296386719,0.9808851480484009
0,prefix,refine,0,7,2,2,0,32,32,29,48.24430588632822,332.44964599609375,336.1518249511719,50.96519470214844,0.9884449243545532,69.7677993774414,0.9782295823097229
0,prefix,refine,0,8,2,2,0,32,32,29,48.00134804099798,336.1518249511719,356.8541259765625,69.08203125,0.9818992614746094,81.54476928710938,0.9735556840896606
0,prefix,refine,0,9,2,2,0,32,32,29,54.82072941958904,356.8541259765625,382.6769714355469,78.76637268066406,0.9797264933586121,95.12864685058594,0.968626856803894
0,prefix,refine,0,10,2,2,0,32,32,29,32.013357616961,382.6769714355469,413.07220458984375,90.35626983642578,0.9770954847335815,105.12234497070312,0.9670881628990173
0,prefix,refine,0,11,2,2,0,32,32,29,21.03730570524931,413.07220458984375,439.4277648925781,100.9254379272461,0.9738521575927734,119.17864990234375,0.9625170230865479
0,prefix,refine,0,12,2,2,0,32,32,29,18.231457099318504,439.4277648925781,460.22528076171875,108.7051010131836,0.9718505144119263,133.56333923339844,0.9569597244262695
0,prefix,refine,0,13,2,2,0,32,32,29,54.22894097864628,460.22528076171875,484.4695739746094,129.52830505371094,0.9636905193328857,146.6676788330078,0.9531320333480835
0,prefix,refine,0,14,2,2,0,32,32,29,25.41471552103758,484.4695739746094,487.2267150878906,122.8268814086914,0.9680559635162354,150.9347381591797,0.9509046077728271
0,prefix,refine,0,15,2,2,0,32,32,29,22.272138856351376,487.2267150878906,487.1978454589844,127.92875671386719,0.9655240178108215,166.12863159179688,0.9402597546577454
0,prefix,refine,0,16,2,2,0,32,32,29,40.033827535808086,487.1978454589844,533.7769775390625,164.57144165039062,0.9520943760871887,184.66021728515625,0.9387683272361755
0,prefix,refine,0,17,2,2,0,32,32,29,65.42103178799152,533.7769775390625,551.3865966796875,166.85894775390625,0.9532201290130615,202.67185974121094,0.9307926297187805
0,prefix,refine,0,18,2,2,0,32,32,29,31.103190034627914,551.3865966796875,585.1153564453125,179.160400390625,0.9520084857940674,226.33827209472656,0.9228885769844055
0,prefix,refine,0,19,2,2,0,32,32,29,53.6852041259408,585.1153564453125,611.6710205078125,185.51800537109375,0.9528964757919312,247.7744903564453,0.9151288270950317
0,prefix,refine,0,20,2,2,0,32,32,29,34.628598019480705,611.6710205078125,640.9991455078125,201.2394561767578,0.9494455456733704,273.8002624511719,0.9052836298942566
0,prefix,refine,0,21,2,2,0,32,32,29,40.101115591824055,640.9991455078125,678.8222045898438,229.51795959472656,0.9411036968231201,316.7960205078125,0.8872924447059631
0,prefix,refine,0,22,2,2,0,32,32,29,31.99591487646103,678.8222045898438,691.3093872070312,232.68472290039062,0.942471444606781,347.3146667480469,0.8691851496696472
0,prefix,refine,0,23,2,2,0,32,32,29,33.59104972332716,691.3093872070312,710.985107421875,258.5576171875,0.932379424571991,357.3407897949219,0.8700437545776367
0,prefix,refine,0,24,2,2,0,32,32,29,34.87106692045927,710.985107421875,716.3192138671875,291.78863525390625,0.9164342880249023,379.6250915527344,0.8557775020599365
0,prefix,refine,0,25,2,2,0,32,32,29,28.244049288332462,716.3192138671875,833.1423950195312,381.0234680175781,0.889795184135437,438.2122497558594,0.8574797511100769
0,prefix,refine,0,26,2,2,0,32,32,29,23.362518288195133,833.1423950195312,981.2412719726562,402.3919982910156,0.9143746495246887,505.409423828125,0.8628479242324829
0,prefix,refine,0,27,2,2,0,32,32,29,35.96421144902706,981.2412719726562,1295.6463623046875,591.08935546875,0.901460587978363,613.9961547851562,0.8841348886489868
0,prefix,refine,0,28,2,2,0,32,32,29,37.429770454764366,1295.6463623046875,1851.3653564453125,841.5343627929688,0.9167493581771851,754.1065063476562,0.9164257049560547
0,prefix,refine,0,29,2,2,0,32,32,29,25.796204805374146,1851.3653564453125,2215.973388671875,872.7366333007812,0.9233680963516235,855.6361694335938,0.9253463745117188
0,prefix,refine,0,30,2,2,0,32,32,29,21.00315224379301,2215.973388671875,2910.760986328125,1325.19677734375,0.9012829065322876,999.541259765625,0.9415048360824585
0,prefix,refine,0,31,2,2,0,32,32,29,9.775735437870026,2910.760986328125,3906.231201171875,2617.132568359375,0.7423761487007141,1177.761962890625,0.9548147320747375
0,prefix,refine,0,0,3,3,0,32,32,28,8.013315498828888,41.34952163696289,150.2410888671875,149.79612731933594,0.1483549028635025,19.453462600708008,0.9915995001792908
0,prefix,refine,0,1,3,3,0,32,32,28,5.910853855311871,150.2410888671875,191.73802185058594,59.74237060546875,0.9679428935050964,22.520719528198242,0.9930814504623413
0,prefix,refine,0,2,3,3,0,32,32,28,9.313642047345638,191.73802185058594,206.94937133789062,31.77072525024414,0.9901992082595825,25.059072494506836,0.9926471710205078
0,prefix,refine,0,3,3,3,0,32,32,28,4.94037102907896,206.94937133789062,243.5739288330078,54.676090240478516,0.983655571937561,32.116661071777344,0.9912961721420288
0,prefix,refine,0,4,3,3,0,32,32,28,4.8852479085326195,243.5739288330078,282.56011962890625,59.95945739746094,0.9849274158477783,41.00062561035156,0.9894306659698486
0,prefix,refine,0,5,3,3,0,32,32,28,4.3645137920975685,282.56011962890625,314.6629333496094,59.21566390991211,0.9860808849334717,46.95266342163086,0.9888703227043152
0,prefix,refine,0,6,3,3,0,32,32,28,5.1312921568751335,314.6629333496094,337.9546813964844,52.73943328857422,0.9894772171974182,51.299503326416016,0.9884276390075684
0,prefix,refine,0,7,3,3,0,32,32,28,4.898953251540661,337.9546813964844,341.9878845214844,52.48255920410156,0.9881566762924194,54.65198516845703,0.987160325050354
0,prefix,refine,0,8,3,3,0,32,32,28,5.049798637628555,341.9878845214844,363.68389892578125,70.44119262695312,0.9819475412368774,60.18817901611328,0.9862270355224609
0,prefix,refine,0,9,3,3,0,32,32,28,4.359033890068531,363.68389892578125,388.9207763671875,78.98757934570312,0.9801979064941406,65.70597076416016,0.9856249094009399
0,prefix,refine,0,10,3,3,0,32,32,28,4.106286913156509,388.9207763671875,420.54949951171875,92.77275848388672,0.9767441749572754,77.86363220214844,0.9827068448066711
0,prefix,refine,0,11,3,3,0,32,32,28,4.115454852581024,420.54949951171875,444.3017272949219,99.42484283447266,0.9750534892082214,81.59459686279297,0.9830076694488525
0,prefix,refine,0,12,3,3,0,32,32,28,3.799055702984333,444.3017272949219,466.1000671386719,109.07666015625,0.9724182486534119,90.91714477539062,0.9808101058006287
0,prefix,refine,0,13,3,3,0,32,32,28,4.0877507999539375,466.1000671386719,495.8248291015625,136.33152770996094,0.9616977572441101,103.83365631103516,0.9778240323066711
0,prefix,refine,0,14,3,3,0,32,32,28,3.8672545924782753,495.8248291015625,499.96746826171875,127.64373016357422,0.9671698212623596,106.23674774169922,0.9771639704704285
0,prefix,refine,0,15,3,3,0,32,32,28,4.014693200588226,499.96746826171875,503.01373291015625,130.50889587402344,0.9661514163017273,117.36479187011719,0.9724025130271912
0,prefix,refine,0,16,3,3,0,32,32,28,4.129771143198013,503.01373291015625,546.361572265625,165.13514709472656,0.9538015127182007,127.89137268066406,0.972223162651062
0,prefix,refine,0,17,3,3,0,32,32,28,3.5456474870443344,546.361572265625,562.841064453125,165.1734619140625,0.95607590675354,139.9842071533203,0.9686318635940552
0,prefix,refine,0,18,3,3,0,32,32,28,4.023680463433266,562.841064453125,600.8790283203125,183.1565704345703,0.952536404132843,150.85226440429688,0.9679832458496094
0,prefix,refine,0,19,3,3,0,32,32,28,4.440656863152981,600.8790283203125,624.068359375,187.8544464111328,0.9536551833152771,166.2587127685547,0.9639872312545776
0,prefix,refine,0,20,3,3,0,32,32,28,3.994746133685112,624.068359375,655.6119995117188,204.3067169189453,0.9501988291740417,181.7410125732422,0.960949182510376
0,prefix,refine,0,21,3,3,0,32,32,28,3.9998050779104233,655.6119995117188,698.79541015625,238.97265625,0.9397015571594238,203.72494506835938,0.9566646814346313
0,prefix,refine,0,22,3,3,0,32,32,28,4.42057941108942,698.79541015625,719.57373046875,244.34365844726562,0.9410539269447327,233.68283081054688,0.9459073543548584
0,prefix,refine,0,23,3,3,0,32,32,28,5.628451704978943,719.57373046875,741.4174194335938,276.8301696777344,0.9286181330680847,251.75889587402344,0.9407511353492737
0,prefix,refine,0,24,3,3,0,32,32,28,7.912695407867432,741.4174194335938,743.806396484375,304.4222412109375,0.9159752130508423,278.5530700683594,0.9278876185417175
0,prefix,refine,0,25,3,3,0,32,32,28,34.48338434100151,743.806396484375,869.1638793945312,390.3619079589844,0.8942909836769104,338.9969482421875,0.9215375185012817
0,prefix,refine,0,26,3,3,0,32,32,28,46.87111359089613,869.1638793945312,1023.1722412109375,405.2638854980469,0.920984148979187,395.6557922363281,0.9229046702384949
0,prefix,refine,0,27,3,3,0,32,32,28,53.14327962696552,1023.1722412109375,1353.3402099609375,603.1378173828125,0.9079988598823547,477.6452941894531,0.9358837604522705
0,prefix,refine,0,28,3,3,0,32,32,28,33.18981174379587,1353.3402099609375,1895.876220703125,831.5797119140625,0.9225931167602539,593.1317749023438,0.9501596689224243
0,prefix,refine,0,29,3,3,0,32,32,28,43.437447398900986,1895.876220703125,2247.234130859375,851.3727416992188,0.9294178485870361,685.4415893554688,0.9529209136962891
0,prefix,refine,0,30,3,3,0,32,32,28,45.83841282874346,2247.234130859375,2910.216552734375,1299.3018798828125,0.9045332074165344,816.1316528320312,0.9606781005859375
0,prefix,refine,0,31,3,3,0,32,32,28,35.243249498307705,2910.216552734375,3855.6884765625,2598.117919921875,0.7390457391738892,1002.8536987304688,0.9666972160339355
0,prefix,refine,0,0,4,4,0,32,32,25,27.737241238355637,43.35453414916992,152.76910400390625,151.140625,0.1792566180229187,35.83013916015625,0.9721763730049133
0,prefix,refine,0,1,4,4,0,32,32,25,45.77211569994688,152.76910400390625,194.87501525878906,65.16661071777344,0.9584556818008423,42.398292541503906,0.9760796427726746
0,prefix,refine,0,2,4,4,0,32,32,25,52.73198336362839,194.87501525878906,211.76626586914062,38.68495559692383,0.9853253960609436,47.442378997802734,0.9745866060256958
0,prefix,refine,0,3,4,4,0,32,32,25,46.48688714951277,211.76626586914062,249.33230590820312,57.689727783203125,0.981849193572998,56.347190856933594,0.974136233329773
0,prefix,refine,0,4,4,4,0,32,32,25,55.61581999063492,249.33230590820312,286.79107666015625,59.86838912963867,0.9847526550292969,66.81275939941406,0.9725710153579712
0,prefix,refine,0,5,4,4,0,32,32,25,52.00930871069431,286.79107666015625,317.9626159667969,59.945735931396484,0.9856277704238892,76.5535888671875,0.9707720279693604
0,prefix,refine,0,6,4,4,0,32,32,25,57.95649066567421,317.9626159667969,340.6678161621094,53.85841369628906,0.9889947175979614,83.59333801269531,0.9696897864341736
0,prefix,refine,0,7,4,4,0,32,32,25,43.95865090191364,340.6678161621094,345.0751037597656,54.11329650878906,0.9876325130462646,87.39257049560547,0.967684268951416
0,prefix,refine,0,8,4,4,0,32,32,25,48.34355413913727,345.0751037597656,364.53900146484375,69.99524688720703,0.9820342659950256,92.68365478515625,0.9676083326339722
0,prefix,refine,0,9,4,4,0,32,32,25,65.84132555872202,364.53900146484375,387.7813415527344,79.4662857055664,0.9795761108398438,101.3005142211914,0.9659837484359741
0,prefix,refine,0,10,4,4,0,32,32,25,19.30510438978672,387.7813415527344,425.77667236328125,103.6551284790039,0.9718335866928101,113.03531646728516,0.964394211769104
0,prefix,refine,0,11,4,4,0,32,32,25,22.76038099080324,425.77667236328125,455.0938415527344,109.71342468261719,0.9711561799049377,127.06248474121094,0.9603636264801025
0,prefix,refine,0,12,4,4,0,32,32,25,19.491586834192276,455.0938415527344,479.0170593261719,113.94792938232422,0.97153240442276,141.79505920410156,0.9553470015525818
0,prefix,refine,0,13,4,4,0,32,32,25,17.169540748000145,479.0170593261719,506.3802185058594,141.21824645996094,0.9604353904724121,160.51339721679688,0.9489134550094604
0,prefix,refine,0,14,4,4,0,32,32,25,12.257802300155163,506.3802185058594,510.9855041503906,136.234375,0.9641739130020142,172.92689514160156,0.9417092204093933
0,prefix,refine,0,15,4,4,0,32,32,25,16.559538431465626,510.9855041503906,519.548095703125,141.42637634277344,0.9624636769294739,194.0222625732422,0.9284974336624146
0,prefix,refine,0,16,4,4,0,32,32,25,8.480559103190899,519.548095703125,561.001220703125,166.84019470214844,0.9551926255226135,214.48146057128906,0.9253023862838745
0,prefix,refine,0,17,4,4,0,32,32,25,7.148503325879574,561.001220703125,577.7312622070312,166.4045867919922,0.9577078819274902,230.17454528808594,0.9188689589500427
0,prefix,refine,0,18,4,4,0,32,32,25,7.329805754125118,577.7312622070312,611.8189697265625,182.4448699951172,0.954551100730896,258.14208984375,0.9095240235328674
0,prefix,refine,0,19,4,4,0,32,32,25,5.655962973833084,611.8189697265625,638.6381225585938,190.036865234375,0.9546974301338196,276.0384826660156,0.9046644568443298
0,prefix,refine,0,20,4,4,0,32,32,25,10.307099670171738,638.6381225585938,668.2806396484375,202.04608154296875,0.9531953930854797,297.7477722167969,0.8990057706832886
0,prefix,refine,0,21,4,4,0,32,32,25,6.928035989403725,668.2806396484375,710.5797119140625,232.07858276367188,0.9451660513877869,336.80059814453125,0.8859111070632935
0,prefix,refine,0,22,4,4,0,32,32,25,7.049656473100185,710.5797119140625,731.7412109375,235.49722290039062,0.9470939040184021,357.5448913574219,0.8787415623664856
0,prefix,refine,0,23,4,4,0,32,32,25,7.502811960875988,731.7412109375,755.1702880859375,267.72515869140625,0.9356344938278198,365.9686279296875,0.8805580139160156
0,prefix,refine,0,24,4,4,0,32,32,25,9.715932421386242,755.1702880859375,768.816162109375,290.7564392089844,0.9273465871810913,377.9342041015625,0.8756513595581055
0,prefix,refine,0,25,4,4,0,32,32,25,13.486463576555252,768.816162109375,908.4055786132812,392.0093994140625,0.9039216041564941,429.2029724121094,0.8843058943748474
0,prefix,refine,0,26,4,4,0,32,32,25,11.221395805478096,908.4055786132812,1064.031005859375,409.16302490234375,0.9259153604507446,473.8450622558594,0.8976378440856934
0,prefix,refine,0,27,4,4,0,32,32,25,6.764517165720463,1064.031005859375,1410.7596435546875,618.4005126953125,0.9126557111740112,556.320068359375,0.9198030233383179
0,prefix,refine,0,28,4,4,0,32,32,25,6.385019980370998,1410.7596435546875,1932.47412109375,824.8490600585938,0.9251283407211304,642.1898803710938,0.9438920617103577
0,prefix,refine,0,29,4,4,0,32,32,25,5.636726506054401,1932.47412109375,2266.777099609375,845.818603515625,0.9310907125473022,722.2903442382812,0.9488250017166138
0,prefix,refine,0,30,4,4,0,32,32,25,8.04485660046339,2266.777099609375,2894.3916015625,1275.4124755859375,0.9060462117195129,845.2718505859375,0.9575970768928528
0,prefix,refine,0,31,4,4,0,32,32,25,10.89530996978283,2894.3916015625,3787.77685546875,2575.318115234375,0.7339263558387756,985.45068359375,0.9669121503829956
0,prefix,refine,0,0,5,5,0,32,32,24,7.981886155903339,43.921573638916016,152.98907470703125,151.087890625,0.18656113743782043,18.66537094116211,0.992550790309906
0,prefix,refine,0,1,5,5,0,32,32,24,6.430004723370075,152.98907470703125,194.8789520263672,64.63873291015625,0.9593591094017029,23.261369705200195,0.9928760528564453
0,prefix,refine,0,2,5,5,0,32,32,24,28.726330026984215,194.8789520263672,212.3715362548828,39.098915100097656,0.9852283000946045,26.783733367919922,0.9920293092727661
0,prefix,refine,0,3,5,5,0,32,32,24,30.799275264143944,212.3715362548828,251.4813232421875,59.9548454284668,0.9806678295135498,34.82640838623047,0.9903656244277954
0,prefix,refine,0,4,5,5,0,32,32,24,40.94590060412884,251.4813232421875,290.6453552246094,61.61405563354492,0.9845253825187683,42.05563735961914,0.9894840717315674
0,prefix,refine,0,5,5,5,0,32,32,24,23.393817245960236,290.6453552246094,321.7109375,60.56045913696289,0.9855531454086304,47.79130935668945,0.9889081716537476
0,prefix,refine,0,6,5,5,0,32,32,24,35.515714436769485,321.7109375,345.2321472167969,54.75331497192383,0.9889990091323853,54.04419708251953,0.9876768589019775
0,prefix,refine,0,7,5,5,0,32,32,24,36.45106125622988,345.2321472167969,350.66363525390625,55.411895751953125,0.9874446392059326,58.62619400024414,0.9859306216239929
0,prefix,refine,0,8,5,5,0,32,32,24,51.6698369756341,350.66363525390625,373.5987243652344,74.80685424804688,0.9806516170501709,72.5374755859375,0.9809846878051758
0,prefix,refine,0,9,5,5,0,32,32,24,44.832621701061726,373.5987243652344,398.21905517578125,80.87992095947266,0.9800505638122559,80.21168518066406,0.9795198440551758
0,prefix,refine,0,10,5,5,0,32,32,24,31.773805618286133,398.21905517578125,432.6626281738281,104.94017028808594,0.9714823961257935,87.00408172607422,0.9795810580253601
0,prefix,refine,0,11,5,5,0,32,32,24,30.638781376183033,432.6626281738281,464.0437927246094,113.83173370361328,0.970182478427887,100.68580627441406,0.9761878848075867
