base_request_id,field_correct,generation_ms,hard_stage,mode,observed,ready,ready_count,request,request_index,required_count,stage_index,steps,variant
0,"{'airport': True, 'sla': True, 'date': True}",1590.9074689261615,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,128,low_stage_0
0,{'dispatch': True},1496.499809087254,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,128,low_stage_0
0,"{'city': True, 'date': True, 'priority': True}",1463.4930089814588,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,128,low_stage_1
0,"{'airport': True, 'sla': True, 'date': True}",317.54546996671706,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,8,low_stage_1
0,{'dispatch': True},1497.805783059448,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,128,low_stage_1
0,"{'city': True, 'date': True, 'priority': True}",1463.7365790549666,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,128,low_stage_2
0,"{'airport': True, 'sla': True, 'date': True}",1592.5163039937615,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,128,low_stage_2
0,{'dispatch': True},274.792184936814,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,8,low_stage_2
1,"{'city': True, 'date': True, 'priority': True}",1467.7057400112972,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,128,all_high
1,"{'airport': True, 'sla': True, 'date': True}",1594.5322859333828,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,128,all_high
1,{'dispatch': True},1501.2121780309826,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,128,all_high
1,"{'city': True, 'date': True, 'priority': True}",250.58434309903532,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,8,all_low
1,"{'airport': True, 'sla': True, 'date': True}",318.7330539803952,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,8,all_low
1,{'dispatch': True},274.71142809372395,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,8,all_low
1,"{'city': True, 'date': True, 'priority': True}",250.75085705611855,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,8,low_stage_0
1,"{'airport': True, 'sla': True, 'date': True}",1595.7717740675434,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,128,low_stage_0
1,{'dispatch': True},1501.5759950038046,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,128,low_stage_0
1,"{'city': True, 'date': True, 'priority': True}",1468.53805903811,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,128,low_stage_1
1,"{'airport': True, 'sla': True, 'date': True}",318.57442494947463,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,8,low_stage_1
1,{'dispatch': True},1502.0859370706603,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,128,low_stage_1
1,"{'city': True, 'date': True, 'priority': True}",1469.7998489718884,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,128,low_stage_2
1,"{'airport': True, 'sla': True, 'date': True}",1596.6297819977626,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,128,low_stage_2
1,{'dispatch': True},276.935733971186,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,8,low_stage_2
1,"{'city': True, 'date': True, 'priority': True}",1469.5847040275112,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,128,all_high
1,"{'airport': True, 'sla': True, 'date': True}",1597.4094129633158,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,128,all_high
1,{'dispatch': True},1503.367635072209,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,128,all_high
1,"{'city': True, 'date': True, 'priority': True}",250.45210297685117,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,8,all_low
1,"{'airport': True, 'sla': True, 'date': True}",320.13529899995774,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,8,all_low
1,{'dispatch': True},275.8365710033104,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,8,all_low
1,"{'city': True, 'date': True, 'priority': True}",250.97517995163798,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,8,low_stage_0
1,"{'airport': True, 'sla': True, 'date': True}",1600.5525729851797,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,128,low_stage_0
1,{'dispatch': True},1503.3191029215232,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,128,low_stage_0
1,"{'city': True, 'date': True, 'priority': True}",1470.1049060095102,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,128,low_stage_1
1,"{'airport': True, 'sla': True, 'date': True}",319.7359660407528,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,8,low_stage_1
1,{'dispatch': True},1504.6769350301474,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,128,low_stage_1
1,"{'city': True, 'date': True, 'priority': True}",1470.3682019608095,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,128,low_stage_2
1,"{'airport': True, 'sla': True, 'date': True}",1598.1685949955136,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,128,low_stage_2
1,{'dispatch': True},277.0512730348855,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,8,low_stage_2
1,"{'city': True, 'date': True, 'priority': True}",1473.850081092678,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,128,all_high
1,"{'airport': True, 'sla': True, 'date': True}",1598.1235299259424,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,128,all_high
1,{'dispatch': True},1504.5110519276932,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,128,all_high
1,"{'city': True, 'date': True, 'priority': True}",250.58138696476817,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,8,all_low
1,"{'airport': True, 'sla': True, 'date': True}",320.1623799977824,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,8,all_low
1,{'dispatch': True},275.74180206283927,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,8,all_low
1,"{'city': True, 'date': True, 'priority': True}",251.23769510537386,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,8,low_stage_0
1,"{'airport': True, 'sla': True, 'date': True}",1599.5509419590235,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,128,low_stage_0
1,{'dispatch': True},1504.795698914677,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,128,low_stage_0
1,"{'city': True, 'date': True, 'priority': True}",1471.0781410103664,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,128,low_stage_1
1,"{'airport': True, 'sla': True, 'date': True}",320.47261495608836,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,8,low_stage_1
1,{'dispatch': True},1506.317861028947,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,128,low_stage_1
1,"{'city': True, 'date': True, 'priority': True}",1471.0881100036204,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,128,low_stage_2
1,"{'airport': True, 'sla': True, 'date': True}",1599.4621759746224,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,128,low_stage_2
1,{'dispatch': True},276.5358800534159,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,8,low_stage_2
2,"{'city': True, 'date': True, 'priority': True}",1470.0415369588882,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,128,all_high
2,"{'airport': True, 'sla': True, 'date': True}",1599.439701065421,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,128,all_high
2,{'dispatch': True},1505.120171001181,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,128,all_high
2,"{'city': True, 'date': True, 'priority': True}",250.4660669947043,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,8,all_low
2,"{'airport': True, 'sla': True, 'date': True}",320.9924598922953,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,8,all_low
2,{'dispatch': False},276.2297230074182,0,chained,"{""dispatch"": ""CDG-261611-S3""}",False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,8,all_low
2,"{'city': True, 'date': True, 'priority': True}",250.6903309840709,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,8,low_stage_0
2,"{'airport': True, 'sla': True, 'date': True}",1600.5936280125752,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,128,low_stage_0
2,{'dispatch': True},1505.2560369949788,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,128,low_stage_0
2,"{'city': True, 'date': True, 'priority': True}",1474.951151991263,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,128,low_stage_1
2,"{'airport': True, 'sla': True, 'date': True}",320.2057359740138,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,8,low_stage_1
2,{'dispatch': True},1507.0352939656004,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,128,low_stage_1
2,"{'city': True, 'date': True, 'priority': True}",1471.8032020609826,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,128,low_stage_2
2,"{'airport': True, 'sla': True, 'date': True}",1603.4051430178806,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,128,low_stage_2
2,{'dispatch': False},276.9922020379454,0,chained,"{""dispatch"": ""CDG-261611-S3""}",False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,8,low_stage_2
2,"{'city': True, 'date': True, 'priority': True}",1472.0844520488754,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,128,all_high
2,"{'airport': True, 'sla': True, 'date': True}",1601.8181890249252,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,128,all_high
2,{'dispatch': True},1513.1757709896192,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,128,all_high
2,"{'city': True, 'date': True, 'priority': True}",250.34035090357065,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,8,all_low
2,"{'airport': True, 'sla': True, 'date': True}",320.7256469177082,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,8,all_low
2,{'dispatch': False},276.5522819245234,1,chained,"{""dispatch"": ""CDG-261611-S3""}",False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,8,all_low
2,"{'city': True, 'date': True, 'priority': True}",251.00366200786084,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,8,low_stage_0
2,"{'airport': True, 'sla': True, 'date': True}",1602.3250060388818,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,128,low_stage_0
2,{'dispatch': True},1507.9460439737886,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,128,low_stage_0
2,"{'city': True, 'date': True, 'priority': True}",1472.394107026048,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,128,low_stage_1
2,"{'airport': True, 'sla': True, 'date': True}",321.24195201322436,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,8,low_stage_1
2,{'dispatch': True},1508.5867519956082,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,128,low_stage_1
2,"{'city': True, 'date': True, 'priority': True}",1471.595910959877,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,128,low_stage_2
2,"{'airport': True, 'sla': True, 'date': True}",1603.5528120119125,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,128,low_stage_2
2,{'dispatch': False},277.6260379469022,1,chained,"{""dispatch"": ""CDG-261611-S3""}",False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,8,low_stage_2
2,"{'city': True, 'date': True, 'priority': True}",1473.258938989602,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,0,128,all_high
2,"{'airport': True, 'sla': True, 'date': True}",1603.0351949157193,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,1,128,all_high
