base_request_id,field_correct,generation_ms,hard_stage,mode,observed,ready,ready_count,request,request_index,required_count,stage_index,steps
2,{'dispatch': True},1507.5944899581373,2,isolated,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,1,2,128
2,{'dispatch': False},276.9776349887252,2,isolated,"{""dispatch"": ""CDG-261611-S3""}",False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,1,2,8
3,"{'city': True, 'date': True, 'priority': True}",1474.0274290088564,0,isolated,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,9,3,0,128
3,"{'city': True, 'date': True, 'priority': True}",251.0782330064103,0,isolated,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,9,3,0,8
3,"{'airport': True, 'sla': True, 'date': True}",1603.6217029904947,0,isolated,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,9,3,1,128
3,"{'airport': True, 'sla': True, 'date': True}",321.13598100841045,0,isolated,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,9,3,1,8
3,{'dispatch': True},1508.8733959710225,0,isolated,"{""dispatch"": ""AUS-20270422-S3""}",True,1,Open a economy trip ticket to Austin for 2027-04-22.,9,1,2,128
3,{'dispatch': False},277.16503490228206,0,isolated,"{""dispatch"": ""AUS-272422-S3""}",False,0,Open a economy trip ticket to Austin for 2027-04-22.,9,1,2,8
3,"{'city': True, 'date': True, 'priority': True}",1473.4422879992053,1,isolated,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,10,3,0,128
3,"{'city': True, 'date': True, 'priority': True}",251.40493304934353,1,isolated,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,10,3,0,8
3,"{'airport': True, 'sla': True, 'date': True}",1603.3507470274344,1,isolated,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,10,3,1,128
3,"{'airport': True, 'sla': True, 'date': True}",322.13734195102006,1,isolated,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,10,3,1,8
3,{'dispatch': True},1508.4473149618134,1,isolated,"{""dispatch"": ""AUS-20270422-S3""}",True,1,Open a economy trip ticket to Austin for 2027-04-22.,10,1,2,128
3,{'dispatch': False},276.8107069423422,1,isolated,"{""dispatch"": ""AUS-272422-S3""}",False,0,Open a economy trip ticket to Austin for 2027-04-22.,10,1,2,8
3,"{'city': True, 'date': True, 'priority': True}",1477.7718579862267,2,isolated,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,11,3,0,128
3,"{'city': True, 'date': True, 'priority': True}",251.18667201604694,2,isolated,"{""city"": ""Austin"", ""date"": ""2027-04-22"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,11,3,0,8
3,"{'airport': True, 'sla': True, 'date': True}",1603.3089170232415,2,isolated,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,11,3,1,128
3,"{'airport': True, 'sla': True, 'date': True}",322.2980659920722,2,isolated,"{""airport"": ""AUS"", ""date"": ""2027-04-22"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Austin for 2027-04-22.,11,3,1,8
3,{'dispatch': True},1507.4118509655818,2,isolated,"{""dispatch"": ""AUS-20270422-S3""}",True,1,Open a economy trip ticket to Austin for 2027-04-22.,11,1,2,128
3,{'dispatch': False},276.9155150745064,2,isolated,"{""dispatch"": ""AUS-272422-S3""}",False,0,Open a economy trip ticket to Austin for 2027-04-22.,11,1,2,8
4,"{'city': True, 'date': True, 'priority': True}",1472.2765279002488,0,isolated,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,12,3,0,128
4,"{'city': True, 'date': True, 'priority': True}",251.30757899023592,0,isolated,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,12,3,0,8
4,"{'airport': True, 'sla': True, 'date': True}",1603.1841021031141,0,isolated,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,12,3,1,128
4,"{'airport': True, 'sla': True, 'date': True}",321.7058680020273,0,isolated,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,12,3,1,8
4,{'dispatch': True},1507.4498930480331,0,isolated,"{""dispatch"": ""LHR-20260905-S3""}",True,1,Create a economy travel dispatch for London on 2026-09-05.,12,1,2,128
4,{'dispatch': True},276.6678670886904,0,isolated,"{""dispatch"": ""LHR-20260905-S3""}",True,1,Create a economy travel dispatch for London on 2026-09-05.,12,1,2,8
4,"{'city': True, 'date': True, 'priority': True}",1472.8699020342901,1,isolated,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,13,3,0,128
4,"{'city': True, 'date': True, 'priority': True}",251.31801702082157,1,isolated,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,13,3,0,8
4,"{'airport': True, 'sla': True, 'date': True}",1603.6395699484274,1,isolated,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,13,3,1,128
4,"{'airport': True, 'sla': True, 'date': True}",322.1315009286627,1,isolated,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,13,3,1,8
4,{'dispatch': True},1509.2100360197946,1,isolated,"{""dispatch"": ""LHR-20260905-S3""}",True,1,Create a economy travel dispatch for London on 2026-09-05.,13,1,2,128
4,{'dispatch': True},276.64433396421373,1,isolated,"{""dispatch"": ""LHR-20260905-S3""}",True,1,Create a economy travel dispatch for London on 2026-09-05.,13,1,2,8
4,"{'city': True, 'date': True, 'priority': True}",1472.8843600023538,2,isolated,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,14,3,0,128
4,"{'city': True, 'date': True, 'priority': True}",251.3593949843198,2,isolated,"{""city"": ""London"", ""date"": ""2026-09-05"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,14,3,0,8
4,"{'airport': True, 'sla': True, 'date': True}",1601.6431929310784,2,isolated,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,14,3,1,128
4,"{'airport': True, 'sla': True, 'date': True}",321.6876130318269,2,isolated,"{""airport"": ""LHR"", ""date"": ""2026-09-05"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for London on 2026-09-05.,14,3,1,8
4,{'dispatch': True},1507.5098170200363,2,isolated,"{""dispatch"": ""LHR-20260905-S3""}",True,1,Create a economy travel dispatch for London on 2026-09-05.,14,1,2,128
4,{'dispatch': True},277.0575740141794,2,isolated,"{""dispatch"": ""LHR-20260905-S3""}",True,1,Create a economy travel dispatch for London on 2026-09-05.,14,1,2,8
5,"{'city': True, 'date': True, 'priority': True}",1473.9575939020142,0,isolated,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,0,128
5,"{'city': True, 'date': True, 'priority': True}",251.37652701232582,0,isolated,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,0,8
5,"{'airport': True, 'sla': True, 'date': True}",1603.2116620335728,0,isolated,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,1,128
5,"{'airport': True, 'sla': True, 'date': True}",321.87548803631216,0,isolated,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,1,8
5,{'dispatch': True},1507.0931809023023,0,isolated,"{""dispatch"": ""AMS-20270212-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,1,2,128
5,{'dispatch': True},276.5135879162699,0,isolated,"{""dispatch"": ""AMS-20270212-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,1,2,8
5,"{'city': True, 'date': True, 'priority': True}",1478.6783809540793,1,isolated,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,0,128
5,"{'city': True, 'date': True, 'priority': True}",251.21012900490314,1,isolated,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,0,8
5,"{'airport': True, 'sla': True, 'date': True}",1601.7024029279128,1,isolated,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,1,128
5,"{'airport': True, 'sla': True, 'date': True}",321.34241005405784,1,isolated,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,1,8
5,{'dispatch': True},1507.0498780114576,1,isolated,"{""dispatch"": ""AMS-20270212-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,1,2,128
5,{'dispatch': True},276.7368950881064,1,isolated,"{""dispatch"": ""AMS-20270212-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,1,2,8
5,"{'city': True, 'date': True, 'priority': True}",1473.5587259056047,2,isolated,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,0,128
5,"{'city': True, 'date': True, 'priority': True}",251.49603898171335,2,isolated,"{""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,0,8
5,"{'airport': True, 'sla': True, 'date': True}",1602.1413609851152,2,isolated,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,1,128
5,"{'airport': True, 'sla': True, 'date': True}",321.5433299774304,2,isolated,"{""airport"": ""AMS"", ""date"": ""2027-02-12"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,1,8
5,{'dispatch': True},1507.2305189678445,2,isolated,"{""dispatch"": ""AMS-20270212-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,1,2,128
5,{'dispatch': True},276.5166580211371,2,isolated,"{""dispatch"": ""AMS-20270212-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,1,2,8
6,"{'city': True, 'date': True, 'priority': True}",1471.8301719985902,0,isolated,"{""city"": ""Madrid"", ""date"": ""2026-07-19"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,0,128
6,"{'city': True, 'date': True, 'priority': True}",251.23941397760063,0,isolated,"{""city"": ""Madrid"", ""date"": ""2026-07-19"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,0,8
6,"{'airport': True, 'sla': True, 'date': True}",1602.7795870322734,0,isolated,"{""airport"": ""MAD"", ""date"": ""2026-07-19"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,1,128
6,"{'airport': True, 'sla': True, 'date': True}",322.14086793828756,0,isolated,"{""airport"": ""MAD"", ""date"": ""2026-07-19"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,1,8
6,{'dispatch': True},1510.8184419805184,0,isolated,"{""dispatch"": ""MAD-20260719-S1""}",True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,1,2,128
6,{'dispatch': True},276.4390429947525,0,isolated,"{""dispatch"": ""MAD-20260719-S1""}",True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,1,2,8
6,"{'city': True, 'date': True, 'priority': True}",1471.805754932575,1,isolated,"{""city"": ""Madrid"", ""date"": ""2026-07-19"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,0,128
6,"{'city': True, 'date': True, 'priority': True}",250.94370497390628,1,isolated,"{""city"": ""Madrid"", ""date"": ""2026-07-19"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,0,8
6,"{'airport': True, 'sla': True, 'date': True}",1603.1437549972907,1,isolated,"{""airport"": ""MAD"", ""date"": ""2026-07-19"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,1,128
6,"{'airport': True, 'sla': True, 'date': True}",321.18214399088174,1,isolated,"{""airport"": ""MAD"", ""date"": ""2026-07-19"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,1,8
6,{'dispatch': True},1506.9601560244337,1,isolated,"{""dispatch"": ""MAD-20260719-S1""}",True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,1,2,128
6,{'dispatch': True},276.9733159802854,1,isolated,"{""dispatch"": ""MAD-20260719-S1""}",True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,1,2,8
6,"{'city': True, 'date': True, 'priority': True}",1471.5815220260993,2,isolated,"{""city"": ""Madrid"", ""date"": ""2026-07-19"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,20,3,0,128
6,"{'city': True, 'date': True, 'priority': True}",251.08027399983257,2,isolated,"{""city"": ""Madrid"", ""date"": ""2026-07-19"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,20,3,0,8
6,"{'airport': True, 'sla': True, 'date': True}",1602.244155947119,2,isolated,"{""airport"": ""MAD"", ""date"": ""2026-07-19"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,20,3,1,128
6,"{'airport': True, 'sla': True, 'date': True}",320.7150110974908,2,isolated,"{""airport"": ""MAD"", ""date"": ""2026-07-19"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,20,3,1,8
6,{'dispatch': True},1507.3269880376756,2,isolated,"{""dispatch"": ""MAD-20260719-S1""}",True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,20,1,2,128
6,{'dispatch': True},277.1301029715687,2,isolated,"{""dispatch"": ""MAD-20260719-S1""}",True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,20,1,2,8
7,"{'city': True, 'date': True, 'priority': True}",1472.6377059705555,0,isolated,"{""city"": ""Rome"", ""date"": ""2027-12-02"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-02.,21,3,0,128
7,"{'city': True, 'date': True, 'priority': True}",251.200329978019,0,isolated,"{""city"": ""Rome"", ""date"": ""2027-12-02"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-02.,21,3,0,8
