base_request_id,field_correct,generation_ms,hard_stage,mode,observed,ready,ready_count,request,request_index,required_count,stage_index,steps,variant
0,"{'airport': True, 'sla': True, 'date': True}",564.4316230900586,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,1,16,low_stage_1
0,{'dispatch': True},1486.9791270466521,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,0,1,2,128,low_stage_1
0,"{'city': True, 'date': True, 'priority': True}",1453.5662129055709,0,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,0,128,low_stage_2
0,"{'airport': True, 'sla': True, 'date': True}",1579.685851931572,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,0,3,1,128,low_stage_2
0,{'dispatch': True},513.7430939357728,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,0,1,2,16,low_stage_2
0,"{'city': True, 'date': True, 'priority': True}",1457.3651240207255,1,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,128,all_high
0,"{'airport': True, 'sla': True, 'date': True}",1583.8808100670576,1,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,128,all_high
0,{'dispatch': True},1492.7322219591588,1,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,128,all_high
0,"{'city': True, 'date': True, 'priority': True}",488.3956490084529,1,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,16,all_low
0,"{'airport': True, 'sla': True, 'date': True}",566.205941955559,1,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,16,all_low
0,{'dispatch': True},514.4208850106224,1,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,16,all_low
0,"{'city': True, 'date': True, 'priority': True}",487.74641496129334,1,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,16,low_stage_0
0,"{'airport': True, 'sla': True, 'date': True}",1588.5096379788592,1,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,128,low_stage_0
0,{'dispatch': True},1494.6109110023826,1,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,128,low_stage_0
0,"{'city': True, 'date': True, 'priority': True}",1461.8047690019011,1,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,128,low_stage_1
0,"{'airport': True, 'sla': True, 'date': True}",568.3998479507864,1,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,16,low_stage_1
0,{'dispatch': True},1494.3465699907392,1,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,128,low_stage_1
0,"{'city': True, 'date': True, 'priority': True}",1473.5711459070444,1,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,0,128,low_stage_2
0,"{'airport': True, 'sla': True, 'date': True}",1590.225416002795,1,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,1,3,1,128,low_stage_2
0,{'dispatch': True},516.0900900373235,1,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,1,1,2,16,low_stage_2
0,"{'city': True, 'date': True, 'priority': True}",1464.3795189913362,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,128,all_high
0,"{'airport': True, 'sla': True, 'date': True}",1593.2084599044174,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,128,all_high
0,{'dispatch': True},1499.1805370664224,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,128,all_high
0,"{'city': True, 'date': True, 'priority': True}",490.0681939907372,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,16,all_low
0,"{'airport': True, 'sla': True, 'date': True}",569.7706169448793,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,16,all_low
0,{'dispatch': True},516.4557649986818,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,16,all_low
0,"{'city': True, 'date': True, 'priority': True}",494.10059198271483,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,16,low_stage_0
0,"{'airport': True, 'sla': True, 'date': True}",1593.9610509667546,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,128,low_stage_0
0,{'dispatch': True},1498.8757809624076,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,128,low_stage_0
0,"{'city': True, 'date': True, 'priority': True}",1467.5243030069396,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,128,low_stage_1
0,"{'airport': True, 'sla': True, 'date': True}",572.114618960768,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,16,low_stage_1
0,{'dispatch': True},1499.337532906793,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,128,low_stage_1
0,"{'city': True, 'date': True, 'priority': True}",1465.6253500143066,2,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,0,128,low_stage_2
0,"{'airport': True, 'sla': True, 'date': True}",1594.2916739732027,2,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,1,128,low_stage_2
0,{'dispatch': True},518.9110180363059,2,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,2,1,2,16,low_stage_2
1,"{'city': True, 'date': True, 'priority': True}",1469.5048509165645,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,128,all_high
1,"{'airport': True, 'sla': True, 'date': True}",1597.1323440317065,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,128,all_high
1,{'dispatch': True},1503.4192140446976,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,128,all_high
1,"{'city': True, 'date': True, 'priority': True}",492.4450289690867,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,16,all_low
1,"{'airport': True, 'sla': True, 'date': True}",571.571053005755,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,16,all_low
1,{'dispatch': True},518.8098968937993,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,16,all_low
1,"{'city': True, 'date': True, 'priority': True}",492.0040559954941,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,16,low_stage_0
1,"{'airport': True, 'sla': True, 'date': True}",1598.281944054179,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,128,low_stage_0
1,{'dispatch': True},1504.1046990081668,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,128,low_stage_0
1,"{'city': True, 'date': True, 'priority': True}",1470.882641035132,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,128,low_stage_1
1,"{'airport': True, 'sla': True, 'date': True}",573.1803299859166,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,16,low_stage_1
1,{'dispatch': True},1503.6071299109608,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,128,low_stage_1
1,"{'city': True, 'date': True, 'priority': True}",1472.5416110595688,0,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,0,128,low_stage_2
1,"{'airport': True, 'sla': True, 'date': True}",1599.4426540564746,0,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,1,128,low_stage_2
1,{'dispatch': True},519.9743150733411,0,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,1,2,16,low_stage_2
1,"{'city': True, 'date': True, 'priority': True}",1470.958590041846,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,128,all_high
1,"{'airport': True, 'sla': True, 'date': True}",1600.8096321020275,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,128,all_high
1,{'dispatch': True},1505.5037960410118,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,128,all_high
1,"{'city': True, 'date': True, 'priority': True}",492.94282495975494,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,16,all_low
1,"{'airport': True, 'sla': True, 'date': True}",572.9108880041167,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,16,all_low
1,{'dispatch': True},519.3976400187239,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,16,all_low
1,"{'city': True, 'date': True, 'priority': True}",492.868123925291,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,16,low_stage_0
1,"{'airport': True, 'sla': True, 'date': True}",1599.8771630693227,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,128,low_stage_0
1,{'dispatch': True},1505.3607269655913,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,128,low_stage_0
1,"{'city': True, 'date': True, 'priority': True}",1473.2380389468744,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,128,low_stage_1
1,"{'airport': True, 'sla': True, 'date': True}",574.7226959792897,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,16,low_stage_1
1,{'dispatch': True},1505.4427400464192,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,128,low_stage_1
1,"{'city': True, 'date': True, 'priority': True}",1472.476091934368,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,0,128,low_stage_2
1,"{'airport': True, 'sla': True, 'date': True}",1600.6784859346226,1,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,1,128,low_stage_2
1,{'dispatch': True},520.9589049918577,1,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,1,2,16,low_stage_2
1,"{'city': True, 'date': True, 'priority': True}",1472.1373830689117,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,128,all_high
1,"{'airport': True, 'sla': True, 'date': True}",1601.0492449859157,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,128,all_high
1,{'dispatch': True},1506.700052996166,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,128,all_high
1,"{'city': True, 'date': True, 'priority': True}",493.29578096512705,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,16,all_low
1,"{'airport': True, 'sla': True, 'date': True}",572.9309259913862,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,16,all_low
1,{'dispatch': True},519.9804289732128,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,16,all_low
1,"{'city': True, 'date': True, 'priority': True}",493.03194298408926,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,16,low_stage_0
1,"{'airport': True, 'sla': True, 'date': True}",1600.9316929848865,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,128,low_stage_0
1,{'dispatch': True},1506.9065630668774,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,128,low_stage_0
1,"{'city': True, 'date': True, 'priority': True}",1473.1988050043583,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,128,low_stage_1
1,"{'airport': True, 'sla': True, 'date': True}",574.8123349621892,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,16,low_stage_1
1,{'dispatch': True},1507.4898219900206,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,128,low_stage_1
1,"{'city': True, 'date': True, 'priority': True}",1473.04598800838,2,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,0,128,low_stage_2
1,"{'airport': True, 'sla': True, 'date': True}",1600.7786239497364,2,chained,"{""airport"": ""NRT"", ""date"": ""2027-06-08"", ""sla"": ""S2""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,1,128,low_stage_2
1,{'dispatch': True},521.1215120507404,2,chained,"{""dispatch"": ""NRT-20270608-S2""}",True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,1,2,16,low_stage_2
2,"{'city': True, 'date': True, 'priority': True}",1470.7282850285992,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,128,all_high
2,"{'airport': True, 'sla': True, 'date': True}",1602.4682120187208,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,128,all_high
2,{'dispatch': True},1512.8944269381464,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,128,all_high
2,"{'city': True, 'date': True, 'priority': True}",492.47514293529093,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,16,all_low
2,"{'airport': True, 'sla': True, 'date': True}",574.2504650261253,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,16,all_low
2,{'dispatch': True},519.9091249378398,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,16,all_low
2,"{'city': True, 'date': True, 'priority': True}",493.39455692097545,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,16,low_stage_0
2,"{'airport': True, 'sla': True, 'date': True}",1604.6311309328303,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,128,low_stage_0
2,{'dispatch': True},1509.686185978353,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,128,low_stage_0
2,"{'city': True, 'date': True, 'priority': True}",1473.2298440067098,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,128,low_stage_1
2,"{'airport': True, 'sla': True, 'date': True}",575.5098100053146,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,16,low_stage_1
2,{'dispatch': True},1508.5805399576202,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,128,low_stage_1
2,"{'city': True, 'date': True, 'priority': True}",1472.7499979780987,0,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,0,128,low_stage_2
2,"{'airport': True, 'sla': True, 'date': True}",1604.029527050443,0,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,1,128,low_stage_2
2,{'dispatch': True},521.6837030602619,0,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,1,2,16,low_stage_2
2,"{'city': True, 'date': True, 'priority': True}",1473.5639370046556,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,128,all_high
2,"{'airport': True, 'sla': True, 'date': True}",1603.6336709512398,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,128,all_high
2,{'dispatch': True},1508.938197977841,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,128,all_high
2,"{'city': True, 'date': True, 'priority': True}",492.8908260772005,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,16,all_low
2,"{'airport': True, 'sla': True, 'date': True}",574.4587159715593,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,16,all_low
2,{'dispatch': True},520.7239169394597,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,16,all_low
2,"{'city': True, 'date': True, 'priority': True}",493.3294029906392,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,16,low_stage_0
2,"{'airport': True, 'sla': True, 'date': True}",1603.5794490016997,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,128,low_stage_0
2,{'dispatch': True},1508.9703890262172,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,128,low_stage_0
2,"{'city': True, 'date': True, 'priority': True}",1482.340567978099,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,128,low_stage_1
2,"{'airport': True, 'sla': True, 'date': True}",576.7675830284134,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,16,low_stage_1
2,{'dispatch': True},1508.9513339335099,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,128,low_stage_1
2,"{'city': True, 'date': True, 'priority': True}",1473.9148289663717,1,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,0,128,low_stage_2
2,"{'airport': True, 'sla': True, 'date': True}",1605.1849089562893,1,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,1,128,low_stage_2
2,{'dispatch': True},522.2717279102653,1,chained,"{""dispatch"": ""CDG-20261115-S3""}",True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,1,2,16,low_stage_2
2,"{'city': True, 'date': True, 'priority': True}",1473.7138299969956,2,chained,"{""city"": ""Paris"", ""date"": ""2026-11-15"", ""priority"": ""economy""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,0,128,all_high
2,"{'airport': True, 'sla': True, 'date': True}",1606.395143084228,2,chained,"{""airport"": ""CDG"", ""date"": ""2026-11-15"", ""sla"": ""S3""}",True,3,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,1,128,all_high
