base_request_id,final_success,hard_stage,request,request_index,stage_ready_count,targets,total_generation_ms,variant
0,True,2,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",839.9378779577091,all_low
0,True,2,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3337.689982028678,low_stage_0
0,True,2,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3278.844262007624,low_stage_1
0,True,2,Create a economy travel dispatch for Seoul on 2026-01-01.,2,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3331.045067985542,low_stage_2
1,True,0,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",4563.450203975663,all_high
1,True,0,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",844.0288251731545,all_low
1,True,0,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3348.0986261274666,low_stage_0
1,True,0,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3289.198421058245,low_stage_1
1,True,0,Set up standard routing for the Tokyo visit dated 2027-06-08.,3,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3343.365364940837,low_stage_2
1,True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",4570.361752063036,all_high
1,True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",846.4239729801193,all_low
1,True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3354.846855858341,low_stage_0
1,True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3294.5178070804104,low_stage_1
1,True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,4,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3345.5880699912086,low_stage_2
1,True,2,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",4576.484662946314,all_high
1,True,2,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",846.4855690253899,all_low
1,True,2,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3355.5843359790742,low_stage_0
1,True,2,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3297.8686169954017,low_stage_1
1,True,2,Set up standard routing for the Tokyo visit dated 2027-06-08.,5,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3347.0861660316586,low_stage_2
2,True,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4574.60140902549,all_high
2,False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",847.6882498944178,all_low
2,True,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3356.539995991625,low_stage_0
2,True,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.1921819308773,low_stage_1
2,False,0,Prepare the 2026-11-15 Paris itinerary with economy handling.,6,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3352.2005471168086,low_stage_2
2,True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4587.07841206342,all_high
2,False,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",847.6182797458023,all_low
2,True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3361.2747120205313,low_stage_0
2,True,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.2228110348806,low_stage_1
2,False,1,Prepare the 2026-11-15 Paris itinerary with economy handling.,7,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3352.7747609186918,low_stage_2
2,True,2,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4584.335005958565,all_high
2,False,2,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",848.3218180481344,all_low
2,True,2,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3362.6498769735917,low_stage_0
2,True,2,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,3,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3303.6912210518494,low_stage_1
2,False,2,Prepare the 2026-11-15 Paris itinerary with economy handling.,8,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3360.9925898490474,low_stage_2
3,True,0,Open a economy trip ticket to Austin for 2027-04-22.,9,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4586.111381882802,all_high
3,False,0,Open a economy trip ticket to Austin for 2027-04-22.,9,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",849.8839170206338,all_low
3,True,0,Open a economy trip ticket to Austin for 2027-04-22.,9,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3364.387839916162,low_stage_0
3,True,0,Open a economy trip ticket to Austin for 2027-04-22.,9,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.907882956788,low_stage_1
3,False,0,Open a economy trip ticket to Austin for 2027-04-22.,9,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3353.291191160679,low_stage_2
3,True,1,Open a economy trip ticket to Austin for 2027-04-22.,10,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4591.726908809505,all_high
3,False,1,Open a economy trip ticket to Austin for 2027-04-22.,10,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",849.2689460981637,all_low
3,True,1,Open a economy trip ticket to Austin for 2027-04-22.,10,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3362.883182009682,low_stage_0
3,True,1,Open a economy trip ticket to Austin for 2027-04-22.,10,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.4385479511693,low_stage_1
3,False,1,Open a economy trip ticket to Austin for 2027-04-22.,10,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3353.6141799995676,low_stage_2
3,True,2,Open a economy trip ticket to Austin for 2027-04-22.,11,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4584.612803882919,all_high
3,False,2,Open a economy trip ticket to Austin for 2027-04-22.,11,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",849.1147559834644,all_low
3,True,2,Open a economy trip ticket to Austin for 2027-04-22.,11,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3363.547374960035,low_stage_0
3,True,2,Open a economy trip ticket to Austin for 2027-04-22.,11,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.716320962645,low_stage_1
3,False,2,Open a economy trip ticket to Austin for 2027-04-22.,11,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3352.0769691094756,low_stage_2
4,True,0,Create a economy travel dispatch for London on 2026-09-05.,12,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4589.510563062504,all_high
4,True,0,Create a economy travel dispatch for London on 2026-09-05.,12,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",849.1438500350341,all_low
4,True,0,Create a economy travel dispatch for London on 2026-09-05.,12,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3360.715797985904,low_stage_0
4,True,0,Create a economy travel dispatch for London on 2026-09-05.,12,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.4095069849864,low_stage_1
4,True,0,Create a economy travel dispatch for London on 2026-09-05.,12,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3353.0455511063337,low_stage_2
4,True,1,Create a economy travel dispatch for London on 2026-09-05.,13,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4584.216240909882,all_high
4,True,1,Create a economy travel dispatch for London on 2026-09-05.,13,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",848.4747450565919,all_low
4,True,1,Create a economy travel dispatch for London on 2026-09-05.,13,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3361.0685451421887,low_stage_0
4,True,1,Create a economy travel dispatch for London on 2026-09-05.,13,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.5370489340276,low_stage_1
4,True,1,Create a economy travel dispatch for London on 2026-09-05.,13,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3357.599647017196,low_stage_2
4,True,2,Create a economy travel dispatch for London on 2026-09-05.,14,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4584.330777870491,all_high
4,True,2,Create a economy travel dispatch for London on 2026-09-05.,14,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",848.677838803269,all_low
4,True,2,Create a economy travel dispatch for London on 2026-09-05.,14,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3360.747829079628,low_stage_0
4,True,2,Create a economy travel dispatch for London on 2026-09-05.,14,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3300.6469319807366,low_stage_1
4,True,2,Create a economy travel dispatch for London on 2026-09-05.,14,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3352.2439579246566,low_stage_2
5,True,0,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4584.2791721224785,all_high
5,True,0,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",848.4766590408981,all_low
5,True,0,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3361.8245160905644,low_stage_0
5,True,0,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.4765559239313,low_stage_1
5,True,0,Set up economy routing for the Amsterdam visit dated 2027-02-12.,15,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3353.8916188990697,low_stage_2
5,True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4585.083882091567,all_high
5,True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",848.200847976841,all_low
5,True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3360.7003539800644,low_stage_0
5,True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3302.648539771326,low_stage_1
5,True,1,Set up economy routing for the Amsterdam visit dated 2027-02-12.,16,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3353.9983090013266,low_stage_2
5,True,2,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4584.004082949832,all_high
5,True,2,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",848.2992539647967,all_low
5,True,2,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3361.3467639079317,low_stage_0
5,True,2,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3301.2075120350346,low_stage_1
5,True,2,Set up economy routing for the Amsterdam visit dated 2027-02-12.,17,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3353.3496640156955,low_stage_2
6,True,0,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",4581.8622700171545,all_high
6,True,0,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",847.4214460002258,all_low
6,True,0,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3361.4444950362667,low_stage_0
6,True,0,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3301.495445892215,low_stage_1
6,True,0,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,18,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3353.149492992088,low_stage_2
6,True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",4582.61930604931,all_high
6,True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",848.2474979246035,all_low
6,True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3366.8846677755937,low_stage_0
6,True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3299.9501291196793,low_stage_1
6,True,1,Prepare the 2026-07-19 Madrid itinerary with urgent handling.,19,3,"{""airport"": ""MAD"", ""city"": ""Madrid"", ""date"": ""2026-07-19"", ""dispatch"": ""MAD-20260719-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3351.392686017789,low_stage_2
