request_id,cache_mode,block,inner_step,progress,distance_to_boundary_steps,distance_to_boundary_ms,immediate_strategy,immediate_recovery_ms,boundary_wait_ms,boundary_checkpoint_bytes,boundary_resume_ms,total_boundary_cost_ms,winner,median_iteration_ms,repetition
shape0_p25_g128,prefix,0,13,0.1015625,19,672.4764789978508,full_offload_pinned,2.9182540019974113,672.4764789978508,1224,6.362776970490813,678.8392559683416,immediate,32.65765099786222,0
shape0_p25_g128,prefix,0,13,0.1015625,19,673.1166490062606,full_offload_pinned,2.9182540019974113,673.1166490062606,1224,6.354942976031452,679.471591982292,immediate,32.65765099786222,1
shape0_p25_g128,prefix,0,13,0.1015625,19,672.8384330053814,full_offload_pinned,2.9182540019974113,672.8384330053814,1224,6.373558018822223,679.2119910242036,immediate,32.65765099786222,2
shape0_p25_g128,prefix,0,13,0.1015625,19,672.72783498629,full_offload_pinned,2.9182540019974113,672.72783498629,1224,6.386191962519661,679.1140269488096,immediate,32.65765099786222,3
shape0_p25_g128,prefix,0,13,0.1015625,19,672.8129050170537,full_offload_pinned,2.9182540019974113,672.8129050170537,1224,6.366102985339239,679.179008002393,immediate,32.65765099786222,4
shape0_p25_g128,prefix,0,13,0.1015625,19,672.656549984822,full_offload_pinned,2.9182540019974113,672.656549984822,1224,6.405838998034596,679.0623889828566,immediate,32.65765099786222,5
shape0_p25_g128,prefix,0,13,0.1015625,19,672.5002650055103,full_offload_pinned,2.9182540019974113,672.5002650055103,1224,6.422189995646477,678.9224550011568,immediate,32.65765099786222,6
shape0_p25_g128,prefix,0,13,0.1015625,19,672.7681100019254,full_offload_pinned,2.9182540019974113,672.7681100019254,1224,6.38099096249789,679.1491009644233,immediate,32.65765099786222,7
shape0_p25_g128,prefix,0,13,0.1015625,19,673.0590400111396,full_offload_pinned,2.9182540019974113,673.0590400111396,1224,6.396842043614015,679.4558820547536,immediate,32.65765099786222,8
shape0_p25_g128,prefix,0,13,0.1015625,19,673.2057269837242,full_offload_pinned,2.9182540019974113,673.2057269837242,1224,6.393704970832914,679.5994319545571,immediate,32.65765099786222,9
shape0_p25_g128,prefix,0,16,0.125,16,567.010909988312,full_offload_pinned,2.907845046138391,567.010909988312,1224,6.355602934490889,573.3665129228029,immediate,32.65765099786222,0
shape0_p25_g128,prefix,0,16,0.125,16,566.8629400024656,full_offload_pinned,2.907845046138391,566.8629400024656,1224,6.401040009222925,573.2639800116885,immediate,32.65765099786222,1
shape0_p25_g128,prefix,0,16,0.125,16,567.1877230051905,full_offload_pinned,2.907845046138391,567.1877230051905,1224,6.361946027027443,573.5496690322179,immediate,32.65765099786222,2
shape0_p25_g128,prefix,0,16,0.125,16,567.4068880034611,full_offload_pinned,2.907845046138391,567.4068880034611,1224,6.3696709694340825,573.7765589728951,immediate,32.65765099786222,3
shape0_p25_g128,prefix,0,16,0.125,16,567.8787189826835,full_offload_pinned,2.907845046138391,567.8787189826835,1224,6.38639202225022,574.2651110049337,immediate,32.65765099786222,4
shape0_p25_g128,prefix,0,16,0.125,16,567.5814380228985,full_offload_pinned,2.907845046138391,567.5814380228985,1224,6.361795996781439,573.94323401968,immediate,32.65765099786222,5
shape0_p25_g128,prefix,0,16,0.125,16,566.9695120013785,full_offload_pinned,2.907845046138391,566.9695120013785,1224,6.395367992809042,573.3648799941875,immediate,32.65765099786222,6
shape0_p25_g128,prefix,0,16,0.125,16,567.7213619928807,full_offload_pinned,2.907845046138391,567.7213619928807,1224,6.381211016559973,574.1025730094407,immediate,32.65765099786222,7
shape0_p25_g128,prefix,0,16,0.125,16,567.3753769951873,full_offload_pinned,2.907845046138391,567.3753769951873,1224,6.378025049343705,573.753402044531,immediate,32.65765099786222,8
shape0_p25_g128,prefix,0,16,0.125,16,567.6725599914789,full_offload_pinned,2.907845046138391,567.6725599914789,1224,6.381803017575294,574.0543630090542,immediate,32.65765099786222,9
shape0_p25_g128,prefix,0,31,0.2421875,1,36.02978901471943,full_offload_pinned,2.9175275412853807,36.02978901471943,1224,6.393455056240782,42.42324407096021,immediate,32.65765099786222,0
shape0_p25_g128,prefix,0,31,0.2421875,1,36.027213995112106,full_offload_pinned,2.9175275412853807,36.027213995112106,1224,6.369780050590634,42.39699404570274,immediate,32.65765099786222,1
shape0_p25_g128,prefix,0,31,0.2421875,1,36.151567997876555,full_offload_pinned,2.9175275412853807,36.151567997876555,1224,6.423993967473507,42.57556196535006,immediate,32.65765099786222,2
shape0_p25_g128,prefix,0,31,0.2421875,1,36.01449899724685,full_offload_pinned,2.9175275412853807,36.01449899724685,1224,6.343662040308118,42.358161037554964,immediate,32.65765099786222,3
shape0_p25_g128,prefix,0,31,0.2421875,1,36.0410800203681,full_offload_pinned,2.9175275412853807,36.0410800203681,1224,6.358076992910355,42.399157013278455,immediate,32.65765099786222,4
shape0_p25_g128,prefix,0,31,0.2421875,1,35.99035399383865,full_offload_pinned,2.9175275412853807,35.99035399383865,1224,6.355883029755205,42.34623702359386,immediate,32.65765099786222,5
shape0_p25_g128,prefix,0,31,0.2421875,1,36.03051000391133,full_offload_pinned,2.9175275412853807,36.03051000391133,1224,6.362827989505604,42.393337993416935,immediate,32.65765099786222,6
shape0_p25_g128,prefix,0,31,0.2421875,1,36.1380229878705,full_offload_pinned,2.9175275412853807,36.1380229878705,1224,6.361904030200094,42.49992701807059,immediate,32.65765099786222,7
shape0_p25_g128,prefix,0,31,0.2421875,1,36.07294999528676,full_offload_pinned,2.9175275412853807,36.07294999528676,1224,6.361025996739045,42.43397599202581,immediate,32.65765099786222,8
shape0_p25_g128,prefix,0,31,0.2421875,1,36.13293301896192,full_offload_pinned,2.9175275412853807,36.13293301896192,1224,6.380131060723215,42.51306407968514,immediate,32.65765099786222,9
shape0_p25_g128,prefix,1,1,0.2578125,31,1049.999538983684,full_offload_pinned,4.278658496332355,1049.999538983684,1224,6.452506990171969,1056.452045973856,immediate,32.65765099786222,0
shape0_p25_g128,prefix,1,1,0.2578125,31,1049.7884389769752,full_offload_pinned,4.278658496332355,1049.7884389769752,1224,6.42313199932687,1056.211570976302,immediate,32.65765099786222,1
shape0_p25_g128,prefix,1,1,0.2578125,31,1049.802143999841,full_offload_pinned,4.278658496332355,1049.802143999841,1224,6.407982000382617,1056.2101260002237,immediate,32.65765099786222,2
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.1116970155854,full_offload_pinned,4.278658496332355,1051.1116970155854,1224,6.437668052967638,1057.549365068553,immediate,32.65765099786222,3
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.3397979957517,full_offload_pinned,4.278658496332355,1051.3397979957517,1224,6.41090699355118,1057.750704989303,immediate,32.65765099786222,4
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.7702210054267,full_offload_pinned,4.278658496332355,1051.7702210054267,1224,6.4230300195049495,1058.1932510249317,immediate,32.65765099786222,5
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.144169003237,full_offload_pinned,4.278658496332355,1051.144169003237,1224,6.407319975551218,1057.5514889787883,immediate,32.65765099786222,6
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.4277250040323,full_offload_pinned,4.278658496332355,1051.4277250040323,1224,6.4024409803096205,1057.8301659843419,immediate,32.65765099786222,7
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.227365998784,full_offload_pinned,4.278658496332355,1051.227365998784,1224,6.428623048122972,1057.655989046907,immediate,32.65765099786222,8
shape0_p25_g128,prefix,1,1,0.2578125,31,1051.4026769960765,full_offload_pinned,4.278658496332355,1051.4026769960765,1224,6.437026982894167,1057.8397039789706,immediate,32.65765099786222,9
shape0_p25_g128,prefix,1,16,0.375,16,543.0831309931818,full_offload_pinned,4.29599046765361,543.0831309931818,1224,6.40634898445569,549.4894799776375,immediate,32.65765099786222,0
shape0_p25_g128,prefix,1,16,0.375,16,543.4049899922684,full_offload_pinned,4.29599046765361,543.4049899922684,1224,6.415087002096698,549.8200769943651,immediate,32.65765099786222,1
shape0_p25_g128,prefix,1,16,0.375,16,543.0239600245841,full_offload_pinned,4.29599046765361,543.0239600245841,1224,6.365711975377053,549.3896719999611,immediate,32.65765099786222,2
shape0_p25_g128,prefix,1,16,0.375,16,543.3114929764997,full_offload_pinned,4.29599046765361,543.3114929764997,1224,6.388014036929235,549.699507013429,immediate,32.65765099786222,3
shape0_p25_g128,prefix,1,16,0.375,16,543.1922580173705,full_offload_pinned,4.29599046765361,543.1922580173705,1224,6.400958023732528,549.593216041103,immediate,32.65765099786222,4
shape0_p25_g128,prefix,1,16,0.375,16,543.1624510092661,full_offload_pinned,4.29599046765361,543.1624510092661,1224,6.409905006876215,549.5723560161423,immediate,32.65765099786222,5
shape0_p25_g128,prefix,1,16,0.375,16,543.1079180270899,full_offload_pinned,4.29599046765361,543.1079180270899,1224,6.398162979166955,549.5060810062569,immediate,32.65765099786222,6
shape0_p25_g128,prefix,1,16,0.375,16,543.183350993786,full_offload_pinned,4.29599046765361,543.183350993786,1224,6.413141003577039,549.596491997363,immediate,32.65765099786222,7
shape0_p25_g128,prefix,1,16,0.375,16,543.6927719856612,full_offload_pinned,4.29599046765361,543.6927719856612,1224,6.4276589546352625,550.1204309402965,immediate,32.65765099786222,8
shape0_p25_g128,prefix,1,16,0.375,16,543.3310400112532,full_offload_pinned,4.29599046765361,543.3310400112532,1224,6.409916008124128,549.7409560193773,immediate,32.65765099786222,9
shape0_p25_g128,dual,0,1,0.0078125,31,1453.523692995077,full_offload_pinned,8.294507511891425,1453.523692995077,1224,6.424013001378626,1459.9477059964556,immediate,46.38578549202066,0
shape0_p25_g128,dual,0,1,0.0078125,31,1453.5593810142018,full_offload_pinned,8.294507511891425,1453.5593810142018,1224,6.410578993381932,1459.9699600075837,immediate,46.38578549202066,1
shape0_p25_g128,dual,0,1,0.0078125,31,1452.5093780248426,full_offload_pinned,8.294507511891425,1452.5093780248426,1224,6.379610014846548,1458.8889880396891,immediate,46.38578549202066,2
shape0_p25_g128,dual,0,1,0.0078125,31,1453.1245290127117,full_offload_pinned,8.294507511891425,1453.1245290127117,1224,6.396790035068989,1459.5213190477807,immediate,46.38578549202066,3
shape0_p25_g128,dual,0,1,0.0078125,31,1452.9852870036848,full_offload_pinned,8.294507511891425,1452.9852870036848,1224,6.392632989445701,1459.3779199931305,immediate,46.38578549202066,4
shape0_p25_g128,dual,0,1,0.0078125,31,1453.4901090082712,full_offload_pinned,8.294507511891425,1453.4901090082712,1224,6.4059889991767704,1459.896098007448,immediate,46.38578549202066,5
shape0_p25_g128,dual,0,1,0.0078125,31,1451.3876300188713,full_offload_pinned,8.294507511891425,1451.3876300188713,1224,6.382013991242275,1457.7696440101136,immediate,46.38578549202066,6
shape0_p25_g128,dual,0,1,0.0078125,31,1451.304000976961,full_offload_pinned,8.294507511891425,1451.304000976961,1224,6.40861300053075,1457.7126139774919,immediate,46.38578549202066,7
shape0_p25_g128,dual,0,1,0.0078125,31,1458.6873360094614,full_offload_pinned,8.294507511891425,1458.6873360094614,1224,6.378046964528039,1465.0653829739895,immediate,46.38578549202066,8
shape0_p25_g128,dual,0,1,0.0078125,31,1450.4924179927912,full_offload_pinned,8.294507511891425,1450.4924179927912,1224,6.404735002433881,1456.897152995225,immediate,46.38578549202066,9
shape0_p25_g128,dual,0,13,0.1015625,19,888.4555310069118,full_offload_pinned,8.275481974123977,888.4555310069118,1224,6.408373010344803,894.8639040172566,immediate,46.38578549202066,0
shape0_p25_g128,dual,0,13,0.1015625,19,888.0878759955522,full_offload_pinned,8.275481974123977,888.0878759955522,1224,6.38673099456355,894.4746069901157,immediate,46.38578549202066,1
shape0_p25_g128,dual,0,13,0.1015625,19,887.6824099861551,full_offload_pinned,8.275481974123977,887.6824099861551,1224,6.402804021490738,894.0852140076458,immediate,46.38578549202066,2
shape0_p25_g128,dual,0,13,0.1015625,19,888.2682069961447,full_offload_pinned,8.275481974123977,888.2682069961447,1224,6.387533008819446,894.6557400049642,immediate,46.38578549202066,3
shape0_p25_g128,dual,0,13,0.1015625,19,888.6262630112469,full_offload_pinned,8.275481974123977,888.6262630112469,1224,6.392492970917374,895.0187559821643,immediate,46.38578549202066,4
shape0_p25_g128,dual,0,13,0.1015625,19,888.5330469929613,full_offload_pinned,8.275481974123977,888.5330469929613,1224,6.392952986061573,894.9259999790229,immediate,46.38578549202066,5
shape0_p25_g128,dual,0,13,0.1015625,19,888.6174070066772,full_offload_pinned,8.275481974123977,888.6174070066772,1224,6.386099994415417,895.0035070010927,immediate,46.38578549202066,6
shape0_p25_g128,dual,0,13,0.1015625,19,888.8984080113005,full_offload_pinned,8.275481974123977,888.8984080113005,1224,6.416388030629605,895.3147960419301,immediate,46.38578549202066,7
shape0_p25_g128,dual,0,13,0.1015625,19,915.8468940004241,full_offload_pinned,8.275481974123977,915.8468940004241,1224,6.349150004098192,922.1960440045223,immediate,46.38578549202066,8
shape0_p25_g128,dual,0,13,0.1015625,19,888.9224439917598,full_offload_pinned,8.275481974123977,888.9224439917598,1224,6.366373010678217,895.288817002438,immediate,46.38578549202066,9
shape0_p25_g128,dual,0,16,0.125,16,748.0512720067054,full_offload_pinned,8.240346011007205,748.0512720067054,1224,6.386983004631475,754.4382550113369,immediate,46.38578549202066,0
shape0_p25_g128,dual,0,16,0.125,16,748.4390739991795,full_offload_pinned,8.240346011007205,748.4390739991795,1224,6.380750011885539,754.8198240110651,immediate,46.38578549202066,1
shape0_p25_g128,dual,0,16,0.125,16,748.0407120019663,full_offload_pinned,8.240346011007205,748.0407120019663,1224,6.3747210369911045,754.4154330389574,immediate,46.38578549202066,2
shape0_p25_g128,dual,0,16,0.125,16,748.1736530025955,full_offload_pinned,8.240346011007205,748.1736530025955,1224,6.4335299539379776,754.6071829565335,immediate,46.38578549202066,3
shape0_p25_g128,dual,0,16,0.125,16,747.6311190112028,full_offload_pinned,8.240346011007205,747.6311190112028,1224,6.368068017764017,753.9991870289668,immediate,46.38578549202066,4
shape0_p25_g128,dual,0,16,0.125,16,751.8731700256467,full_offload_pinned,8.240346011007205,751.8731700256467,1224,6.38366598286666,758.2568360085133,immediate,46.38578549202066,5
shape0_p25_g128,dual,0,16,0.125,16,768.5535630153026,full_offload_pinned,8.240346011007205,768.5535630153026,1224,7.220315019367263,775.7738780346699,immediate,46.38578549202066,6
shape0_p25_g128,dual,0,16,0.125,16,749.1850329970475,full_offload_pinned,8.240346011007205,749.1850329970475,1224,6.344520952552557,755.5295539496001,immediate,46.38578549202066,7
shape0_p25_g128,dual,0,16,0.125,16,747.7054079936352,full_offload_pinned,8.240346011007205,747.7054079936352,1224,6.3691489631310105,754.0745569567662,immediate,46.38578549202066,8
shape0_p25_g128,dual,0,16,0.125,16,747.4043109978084,full_offload_pinned,8.240346011007205,747.4043109978084,1224,6.357887003105134,753.7621980009135,immediate,46.38578549202066,9
shape0_p25_g128,dual,0,31,0.2421875,1,47.41669198847376,full_offload_pinned,8.178985997801647,47.41669198847376,1224,6.346676993416622,53.76336898189038,immediate,46.38578549202066,0
shape0_p25_g128,dual,0,31,0.2421875,1,47.38257700228132,full_offload_pinned,8.178985997801647,47.38257700228132,1224,6.391480012098327,53.77405701437965,immediate,46.38578549202066,1
shape0_p25_g128,dual,0,31,0.2421875,1,47.4422299885191,full_offload_pinned,8.178985997801647,47.4422299885191,1224,6.389325950294733,53.831555938813835,immediate,46.38578549202066,2
shape0_p25_g128,dual,0,31,0.2421875,1,47.38958101370372,full_offload_pinned,8.178985997801647,47.38958101370372,1224,6.358849001117051,53.74843001482077,immediate,46.38578549202066,3
shape0_p25_g128,dual,0,31,0.2421875,1,47.38831802387722,full_offload_pinned,8.178985997801647,47.38831802387722,1224,6.380792037816718,53.76911006169394,immediate,46.38578549202066,4
shape0_p25_g128,dual,0,31,0.2421875,1,47.35686897765845,full_offload_pinned,8.178985997801647,47.35686897765845,1224,6.378127000061795,53.734995977720246,immediate,46.38578549202066,5
shape0_p25_g128,dual,0,31,0.2421875,1,47.38522201660089,full_offload_pinned,8.178985997801647,47.38522201660089,1224,6.372684001689777,53.75790601829067,immediate,46.38578549202066,6
shape0_p25_g128,dual,0,31,0.2421875,1,47.38437099149451,full_offload_pinned,8.178985997801647,47.38437099149451,1224,6.362415995681658,53.746786987176165,immediate,46.38578549202066,7
shape0_p25_g128,dual,0,31,0.2421875,1,47.36734798643738,full_offload_pinned,8.178985997801647,47.36734798643738,1224,6.371494993800297,53.73884298023768,immediate,46.38578549202066,8
shape0_p25_g128,dual,0,31,0.2421875,1,47.413255990250036,full_offload_pinned,8.178985997801647,47.413255990250036,1224,6.349070987198502,53.76232697744854,immediate,46.38578549202066,9
shape0_p25_g128,dual,1,1,0.2578125,31,1449.0494189958554,full_offload_pinned,8.232295003836043,1449.0494189958554,1224,6.436646945076063,1455.4860659409314,immediate,46.38578549202066,0
shape0_p25_g128,dual,1,1,0.2578125,31,1448.472268995829,full_offload_pinned,8.232295003836043,1448.472268995829,1224,6.43876101821661,1454.9110300140455,immediate,46.38578549202066,1
shape0_p25_g128,dual,1,1,0.2578125,31,1448.383359995205,full_offload_pinned,8.232295003836043,1448.383359995205,1224,6.4342410187236965,1454.8176010139287,immediate,46.38578549202066,2
shape0_p25_g128,dual,1,1,0.2578125,31,1459.5093940151855,full_offload_pinned,8.232295003836043,1459.5093940151855,1224,6.402491999324411,1465.91188601451,immediate,46.38578549202066,3
shape0_p25_g128,dual,1,1,0.2578125,31,1452.7178969874512,full_offload_pinned,8.232295003836043,1452.7178969874512,1224,6.393484014552087,1459.1113810020033,immediate,46.38578549202066,4
shape0_p25_g128,dual,1,1,0.2578125,31,1448.4404179966077,full_offload_pinned,8.232295003836043,1448.4404179966077,1224,6.409904977772385,1454.85032297438,immediate,46.38578549202066,5
shape0_p25_g128,dual,1,1,0.2578125,31,1449.0418240020517,full_offload_pinned,8.232295003836043,1449.0418240020517,1224,6.446383980801329,1455.488207982853,immediate,46.38578549202066,6
shape0_p25_g128,dual,1,1,0.2578125,31,1447.3481850000098,full_offload_pinned,8.232295003836043,1447.3481850000098,1224,6.445212988182902,1453.7933979881927,immediate,46.38578549202066,7
shape0_p25_g128,dual,1,1,0.2578125,31,1448.8655609893613,full_offload_pinned,8.232295003836043,1448.8655609893613,1224,6.423992977943271,1455.2895539673045,immediate,46.38578549202066,8
shape0_p25_g128,dual,1,1,0.2578125,31,1448.0069200217258,full_offload_pinned,8.232295003836043,1448.0069200217258,1224,6.409646011888981,1454.4165660336148,immediate,46.38578549202066,9
shape0_p25_g128,dual,1,16,0.375,16,747.4162130092736,full_offload_pinned,8.19863801007159,747.4162130092736,1224,6.410987989511341,753.827200998785,immediate,46.38578549202066,0
shape0_p25_g128,dual,1,16,0.375,16,746.8554340011906,full_offload_pinned,8.19863801007159,746.8554340011906,1224,6.3989360351115465,753.2543700363021,immediate,46.38578549202066,1
shape0_p25_g128,dual,1,16,0.375,16,746.9394219806418,full_offload_pinned,8.19863801007159,746.9394219806418,1224,6.409806024748832,753.3492280053906,immediate,46.38578549202066,2
shape0_p25_g128,dual,1,16,0.375,16,749.4798400148284,full_offload_pinned,8.19863801007159,749.4798400148284,1224,6.415136012947187,755.8949760277756,immediate,46.38578549202066,3
shape0_p25_g128,dual,1,16,0.375,16,747.3437250009738,full_offload_pinned,8.19863801007159,747.3437250009738,1224,6.4351729524787515,753.7788979534525,immediate,46.38578549202066,4
shape0_p25_g128,dual,1,16,0.375,16,747.4894409824628,full_offload_pinned,8.19863801007159,747.4894409824628,1224,6.429583008866757,753.9190239913296,immediate,46.38578549202066,5
shape0_p25_g128,dual,1,16,0.375,16,747.2449990164023,full_offload_pinned,8.19863801007159,747.2449990164023,1224,6.420644989702851,753.6656440061051,immediate,46.38578549202066,6
shape0_p25_g128,dual,1,16,0.375,16,747.1602389996406,full_offload_pinned,8.19863801007159,747.1602389996406,1224,6.422689039027318,753.5829280386679,immediate,46.38578549202066,7
shape0_p25_g128,dual,1,16,0.375,16,747.7451339946128,full_offload_pinned,8.19863801007159,747.7451339946128,1224,6.429614993976429,754.1747489885893,immediate,46.38578549202066,8
shape0_p25_g128,dual,1,16,0.375,16,747.5575499993283,full_offload_pinned,8.19863801007159,747.5575499993283,1224,6.418190983822569,753.9757409831509,immediate,46.38578549202066,9
