ar_false_starts,ar_ready_fraction,ar_ready_step,ar_stable_fraction,ar_stable_step,args,bias_strength,call_index,dllm_false_starts,dllm_ready_fraction,dllm_ready_step,dllm_stable_fraction,dllm_stable_step,final_ready,prompt_format,request_index,tool
0,0.4,4,0.4,4,"{""date"": ""2027-10-18"", ""location"": ""New York""}",0.0,1,0,0.5,5,0.5,5,True,action_list,9,weather
0,0.6,6,0.6,6,"{""date"": ""2027-10-18"", ""destination"": ""JFK"", ""origin"": ""SFO""}",0.0,2,0,0.8,8,0.8,8,True,action_list,9,flight_search
0,0.8,8,0.8,8,"{""date"": ""2027-10-16"", ""location"": ""Dubai""}",0.0,3,0,0.9,9,0.9,9,True,action_list,9,weather
0,1.0,10,1.0,10,"{""date"": ""2027-10-15"", ""destination"": ""DXB"", ""origin"": ""LAX""}",0.0,4,0,1.0,10,1.0,10,True,action_list,9,flight_search
0,0.2222222222222222,2,0.2222222222222222,2,"{""date"": ""2026-03-25"", ""location"": ""San Francisco""}",0.0,0,0,0.3333333333333333,3,0.3333333333333333,3,True,action_list,10,weather
0,0.4444444444444444,4,0.4444444444444444,4,"{""date"": ""2026-03-23"", ""location"": ""Boston""}",0.0,1,0,0.6666666666666666,6,0.6666666666666666,6,True,action_list,10,weather
0,0.5555555555555556,5,0.5555555555555556,5,"{""city"": ""Boston"", ""company"": ""Sony"", ""role"": ""engineer""}",0.0,2,0,0.6666666666666666,6,0.6666666666666666,6,True,action_list,10,crm_api
0,0.7777777777777778,7,0.7777777777777778,7,"{""date"": ""2026-03-25"", ""destination"": ""SFO"", ""origin"": ""DFW""}",0.0,3,0,0.8888888888888888,8,0.8888888888888888,8,True,action_list,10,flight_search
0,1.0,9,1.0,9,"{""date"": ""2026-03-22"", ""destination"": ""BOS"", ""origin"": ""SEA""}",0.0,4,0,1.0,9,1.0,9,True,action_list,10,flight_search
0,0.2727272727272727,3,0.2727272727272727,3,"{""date"": ""2027-08-08"", ""destination"": ""SEA"", ""origin"": ""JFK""}",0.0,0,0,0.45454545454545453,5,0.45454545454545453,5,True,action_list,11,flight_search
0,0.36363636363636365,4,0.36363636363636365,4,"{""date"": ""2027-08-08"", ""location"": ""Seattle""}",0.0,1,0,0.6363636363636364,7,0.6363636363636364,7,True,action_list,11,weather
0,0.7272727272727273,8,0.7272727272727273,8,"{""calendar"": ""ops"", ""end_date"": ""2027-08-08"", ""keyword"": ""review"", ""start_date"": ""2027-08-06""}",0.0,2,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,11,calendar_api
0,0.9090909090909091,10,0.9090909090909091,10,"{""city"": ""Toronto"", ""company"": ""Dell"", ""role"": ""manager""}",0.0,3,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,11,crm_api
0,0.9090909090909091,10,0.9090909090909091,10,"{""date"": ""2027-08-06"", ""location"": ""Toronto""}",0.0,4,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,11,weather
0,0.2,2,0.2,2,"{""date"": ""2026-01-15"", ""destination"": ""LAX"", ""origin"": ""DFW""}",0.0,0,0,0.4,4,0.4,4,True,action_list,12,flight_search
0,0.4,4,0.4,4,"{""date"": ""2026-01-13"", ""location"": ""Singapore""}",0.0,1,0,0.7,7,0.7,7,True,action_list,12,weather
0,0.5,5,0.5,5,"{""date"": ""2026-01-15"", ""location"": ""Los Angeles""}",0.0,2,0,0.7,7,0.7,7,True,action_list,12,weather
0,0.9,9,0.9,9,"{""calendar"": ""research"", ""end_date"": ""2026-01-15"", ""keyword"": ""maintenance"", ""start_date"": ""2026-01-13""}",0.0,3,0,0.9,9,0.9,9,True,action_list,12,calendar_api
0,1.0,10,1.0,10,"{""city"": ""Singapore"", ""company"": ""HSBC"", ""role"": ""partner""}",0.0,4,0,0.9,9,0.9,9,True,action_list,12,crm_api
0,0.375,3,0.375,3,"{""calendar"": ""ops"", ""end_date"": ""2027-06-22"", ""keyword"": ""call"", ""start_date"": ""2027-06-20""}",0.0,0,0,0.5,4,0.5,4,True,action_list,13,calendar_api
0,0.5,4,0.5,4,"{""date"": ""2027-06-20"", ""location"": ""Sydney""}",0.0,1,0,0.75,6,0.75,6,True,action_list,13,weather
0,0.75,6,0.75,6,"{""date"": ""2027-06-19"", ""destination"": ""SYD"", ""origin"": ""SFO""}",0.0,2,0,0.875,7,0.875,7,True,action_list,13,flight_search
0,0.75,6,0.75,6,"{""date"": ""2027-06-22"", ""location"": ""Seoul""}",0.0,3,0,0.875,7,0.875,7,True,action_list,13,weather
0,1.0,8,1.0,8,"{""city"": ""Sydney"", ""company"": ""Telefonica"", ""role"": ""coordinator""}",0.0,4,0,1.0,8,1.0,8,True,action_list,13,crm_api
0,0.375,3,0.375,3,"{""calendar"": ""research"", ""end_date"": ""2026-11-05"", ""keyword"": ""meeting"", ""start_date"": ""2026-11-03""}",0.0,0,0,0.375,3,0.375,3,True,action_list,14,calendar_api
0,0.5,4,0.5,4,"{""city"": ""Zurich"", ""company"": ""SAP"", ""role"": ""director""}",0.0,1,0,0.625,5,0.625,5,True,action_list,14,crm_api
0,0.625,5,0.625,5,"{""date"": ""2026-11-05"", ""destination"": ""NRT"", ""origin"": ""DFW""}",0.0,2,0,0.875,7,0.875,7,True,action_list,14,flight_search
0,0.75,6,0.75,6,"{""date"": ""2026-11-03"", ""location"": ""Zurich""}",0.0,3,0,0.875,7,0.875,7,True,action_list,14,weather
0,1.0,8,1.0,8,"{""date"": ""2026-11-02"", ""destination"": ""ZRH"", ""origin"": ""ORD""}",0.0,4,0,1.0,8,1.0,8,True,action_list,14,flight_search
0,0.375,3,0.375,3,"{""calendar"": ""ops"", ""end_date"": ""2027-04-12"", ""keyword"": ""interview"", ""start_date"": ""2027-04-10""}",0.0,0,0,0.5,4,0.5,4,True,action_list,15,calendar_api
0,0.5,4,0.5,4,"{""date"": ""2027-04-09"", ""destination"": ""ORD"", ""origin"": ""ATL""}",0.0,1,0,0.625,5,0.625,5,True,action_list,15,flight_search
0,0.625,5,0.625,5,"{""date"": ""2027-04-12"", ""destination"": ""CDG"", ""origin"": ""JFK""}",0.0,2,0,0.75,6,0.75,6,True,action_list,15,flight_search
0,0.875,7,0.875,7,"{""city"": ""Chicago"", ""company"": ""Emirates"", ""role"": ""analyst""}",0.0,3,0,1.0,8,1.0,8,True,action_list,15,crm_api
0,1.0,8,1.0,8,"{""date"": ""2027-04-10"", ""location"": ""Chicago""}",0.0,4,0,1.0,8,1.0,8,True,action_list,15,weather
0,0.2,2,0.2,2,"{""date"": ""2026-09-19"", ""location"": ""Austin""}",0.0,0,0,0.4,4,0.4,4,True,action_list,16,weather
0,0.4,4,0.4,4,"{""date"": ""2026-09-16"", ""destination"": ""JFK"", ""origin"": ""SFO""}",0.0,1,0,0.7,7,0.7,7,True,action_list,16,flight_search
0,0.6,6,0.6,6,"{""date"": ""2026-09-19"", ""destination"": ""AUS"", ""origin"": ""DFW""}",0.0,2,0,0.7,7,0.7,7,True,action_list,16,flight_search
0,0.8,8,0.8,8,"{""date"": ""2026-09-17"", ""location"": ""New York""}",0.0,3,0,0.8,8,0.8,8,True,action_list,16,weather
0,1.0,10,1.0,10,"{""city"": ""New York"", ""company"": ""NVIDIA"", ""role"": ""recruiter""}",0.0,4,0,1.0,10,1.0,10,True,action_list,16,crm_api
0,0.2222222222222222,2,0.2222222222222222,2,"{""city"": ""San Francisco"", ""company"": ""Stripe"", ""role"": ""engineer""}",0.0,0,0,0.3333333333333333,3,0.3333333333333333,3,True,action_list,17,crm_api
0,0.5555555555555556,5,0.5555555555555556,5,"{""calendar"": ""ops"", ""end_date"": ""2027-02-26"", ""keyword"": ""workshop"", ""start_date"": ""2027-02-24""}",0.0,1,0,0.6666666666666666,6,0.6666666666666666,6,True,action_list,17,calendar_api
0,0.6666666666666666,6,0.6666666666666666,6,"{""date"": ""2027-02-23"", ""destination"": ""SFO"", ""origin"": ""BOS""}",0.0,2,0,0.8888888888888888,8,0.8888888888888888,8,True,action_list,17,flight_search
0,0.7777777777777778,7,0.7777777777777778,7,"{""date"": ""2027-02-26"", ""location"": ""London""}",0.0,3,0,0.8888888888888888,8,0.8888888888888888,8,True,action_list,17,weather
0,1.0,9,1.0,9,"{""date"": ""2027-02-26"", ""destination"": ""LHR"", ""origin"": ""JFK""}",0.0,4,0,1.0,9,1.0,9,True,action_list,17,flight_search
0,0.18181818181818182,2,0.18181818181818182,2,"{""date"": ""2026-07-07"", ""location"": ""Seattle""}",0.0,0,0,0.45454545454545453,5,0.45454545454545453,5,True,action_list,18,weather
0,0.36363636363636365,4,0.36363636363636365,4,"{""date"": ""2026-07-06"", ""destination"": ""SEA"", ""origin"": ""MIA""}",0.0,1,0,0.7272727272727273,8,0.7272727272727273,8,True,action_list,18,flight_search
0,0.6363636363636364,7,0.6363636363636364,7,"{""date"": ""2026-07-09"", ""destination"": ""AMS"", ""origin"": ""DFW""}",0.0,2,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,18,flight_search
0,0.7272727272727273,8,0.7272727272727273,8,"{""date"": ""2026-07-09"", ""location"": ""Amsterdam""}",0.0,3,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,18,weather
0,1.0,11,1.0,11,"{""calendar"": ""research"", ""end_date"": ""2026-07-09"", ""keyword"": ""review"", ""start_date"": ""2026-07-07""}",0.0,4,0,1.0,11,1.0,11,True,action_list,18,calendar_api
0,0.375,3,0.375,3,"{""calendar"": ""ops"", ""end_date"": ""2027-12-16"", ""keyword"": ""maintenance"", ""start_date"": ""2027-12-14""}",0.0,0,0,0.5,4,0.5,4,True,action_list,19,calendar_api
0,0.5,4,0.5,4,"{""date"": ""2027-12-14"", ""location"": ""Los Angeles""}",0.0,1,0,0.625,5,0.625,5,True,action_list,19,weather
0,0.625,5,0.625,5,"{""date"": ""2027-12-13"", ""destination"": ""LAX"", ""origin"": ""JFK""}",0.0,2,0,0.875,7,0.875,7,True,action_list,19,flight_search
0,0.875,7,0.875,7,"{""date"": ""2027-12-16"", ""destination"": ""MAD"", ""origin"": ""JFK""}",0.0,3,0,0.875,7,0.875,7,True,action_list,19,flight_search
0,1.0,8,1.0,8,"{""city"": ""Los Angeles"", ""company"": ""Airbus"", ""role"": ""partner""}",0.0,4,0,1.0,8,1.0,8,True,action_list,19,crm_api
0,0.2727272727272727,3,0.2727272727272727,3,"{""date"": ""2026-05-20"", ""destination"": ""ICN"", ""origin"": ""SEA""}",0.0,0,0,0.2727272727272727,3,0.2727272727272727,3,True,action_list,20,flight_search
0,0.45454545454545453,5,0.45454545454545453,5,"{""city"": ""Seoul"", ""company"": ""Sony"", ""role"": ""coordinator""}",0.0,1,0,0.6363636363636364,7,0.6363636363636364,7,True,action_list,20,crm_api
0,0.5454545454545454,6,0.5454545454545454,6,"{""date"": ""2026-05-23"", ""location"": ""Rome""}",0.0,2,0,0.6363636363636364,7,0.6363636363636364,7,True,action_list,20,weather
0,0.8181818181818182,9,0.8181818181818182,9,"{""calendar"": ""research"", ""end_date"": ""2026-05-23"", ""keyword"": ""call"", ""start_date"": ""2026-05-21""}",0.0,3,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,20,calendar_api
0,1.0,11,1.0,11,"{""date"": ""2026-05-23"", ""destination"": ""FCO"", ""origin"": ""DFW""}",0.0,4,0,1.0,11,1.0,11,True,action_list,20,flight_search
0,0.2727272727272727,3,0.2727272727272727,3,"{""date"": ""2027-10-03"", ""destination"": ""NRT"", ""origin"": ""DFW""}",0.0,0,0,0.45454545454545453,5,0.45454545454545453,5,True,action_list,21,flight_search
0,0.5454545454545454,6,0.5454545454545454,6,"{""calendar"": ""ops"", ""end_date"": ""2027-10-06"", ""keyword"": ""meeting"", ""start_date"": ""2027-10-04""}",0.0,1,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,21,calendar_api
0,0.6363636363636364,7,0.6363636363636364,7,"{""date"": ""2027-10-06"", ""destination"": ""BER"", ""origin"": ""JFK""}",0.0,2,0,0.9090909090909091,10,0.9090909090909091,10,True,action_list,21,flight_search
0,0.8181818181818182,9,0.8181818181818182,9,"{""date"": ""2027-10-04"", ""location"": ""Tokyo""}",0.0,3,0,0.9090909090909091,10,0.9090909090909091,10,True,action_list,21,weather
0,1.0,11,1.0,11,"{""city"": ""Tokyo"", ""company"": ""Dell"", ""role"": ""director""}",0.0,4,0,1.0,11,1.0,11,True,action_list,21,crm_api
0,0.2222222222222222,2,0.2222222222222222,2,"{""date"": ""2026-03-13"", ""destination"": ""DXB"", ""origin"": ""DFW""}",0.0,0,0,0.2222222222222222,2,0.2222222222222222,2,True,action_list,22,flight_search
0,0.3333333333333333,3,0.3333333333333333,3,"{""date"": ""2026-03-13"", ""location"": ""Dubai""}",0.0,1,0,0.5555555555555556,5,0.5555555555555556,5,True,action_list,22,weather
0,0.5555555555555556,5,0.5555555555555556,5,"{""city"": ""Paris"", ""company"": ""HSBC"", ""role"": ""analyst""}",0.0,2,0,0.5555555555555556,5,0.5555555555555556,5,True,action_list,22,crm_api
0,0.8888888888888888,8,0.8888888888888888,8,"{""calendar"": ""research"", ""end_date"": ""2026-03-13"", ""keyword"": ""interview"", ""start_date"": ""2026-03-11""}",0.0,3,0,1.0,9,1.0,9,True,action_list,22,calendar_api
0,1.0,9,1.0,9,"{""date"": ""2026-03-10"", ""destination"": ""CDG"", ""origin"": ""IAD""}",0.0,4,0,1.0,9,1.0,9,True,action_list,22,flight_search
0,0.3333333333333333,3,0.3333333333333333,3,"{""calendar"": ""ops"", ""end_date"": ""2027-08-20"", ""keyword"": ""demo"", ""start_date"": ""2027-08-18""}",0.0,0,0,0.3333333333333333,3,0.3333333333333333,3,True,action_list,23,calendar_api
0,0.5555555555555556,5,0.5555555555555556,5,"{""date"": ""2027-08-17"", ""destination"": ""AUS"", ""origin"": ""SFO""}",0.0,1,0,0.7777777777777778,7,0.7777777777777778,7,True,action_list,23,flight_search
0,0.6666666666666666,6,0.6666666666666666,6,"{""date"": ""2027-08-20"", ""location"": ""Boston""}",0.0,2,0,0.8888888888888888,8,0.8888888888888888,8,True,action_list,23,weather
0,0.7777777777777778,7,0.7777777777777778,7,"{""date"": ""2027-08-20"", ""destination"": ""BOS"", ""origin"": ""JFK""}",0.0,3,0,0.8888888888888888,8,0.8888888888888888,8,True,action_list,23,flight_search
0,1.0,9,1.0,9,"{""city"": ""Austin"", ""company"": ""Telefonica"", ""role"": ""recruiter""}",0.0,4,0,1.0,9,1.0,9,True,action_list,23,crm_api
0,0.21428571428571427,3,0.21428571428571427,3,"{""date"": ""2026-01-01"", ""location"": ""London""}",0.0,0,0,0.42857142857142855,6,0.42857142857142855,6,True,action_list,24,weather
0,0.42857142857142855,6,0.42857142857142855,6,"{""date"": ""2026-01-03"", ""destination"": ""YYZ"", ""origin"": ""DFW""}",0.0,1,0,0.7142857142857143,10,0.7142857142857143,10,True,action_list,24,flight_search
0,0.5,7,0.5,7,"{""date"": ""2026-01-03"", ""location"": ""Toronto""}",0.0,2,0,0.7142857142857143,10,0.7142857142857143,10,True,action_list,24,weather
0,0.7142857142857143,10,0.7142857142857143,10,"{""city"": ""London"", ""company"": ""SAP"", ""role"": ""engineer""}",0.0,3,0,0.8571428571428571,12,0.8571428571428571,12,True,action_list,24,crm_api
0,1.0,14,1.0,14,"{""calendar"": ""research"", ""end_date"": ""2026-01-03"", ""keyword"": ""workshop"", ""start_date"": ""2026-01-01""}",0.0,4,0,1.0,14,1.0,14,True,action_list,24,calendar_api
0,0.2,2,0.2,2,"{""date"": ""2027-06-10"", ""destination"": ""SIN"", ""origin"": ""JFK""}",0.0,0,0,0.4,4,0.4,4,True,action_list,25,flight_search
0,0.4,4,0.4,4,"{""city"": ""Amsterdam"", ""company"": ""Emirates"", ""role"": ""manager""}",0.0,1,0,0.7,7,0.7,7,True,action_list,25,crm_api
0,0.6,6,0.6,6,"{""date"": ""2027-06-08"", ""location"": ""Amsterdam""}",0.0,2,0,0.8,8,0.8,8,True,action_list,25,weather
0,0.8,8,0.8,8,"{""date"": ""2027-06-07"", ""destination"": ""AMS"", ""origin"": ""ATL""}",0.0,3,0,0.9,9,0.9,9,True,action_list,25,flight_search
0,1.0,10,1.0,10,"{""calendar"": ""ops"", ""end_date"": ""2027-06-10"", ""keyword"": ""review"", ""start_date"": ""2027-06-08""}",0.0,4,0,1.0,10,1.0,10,True,action_list,25,calendar_api
0,0.18181818181818182,2,0.18181818181818182,2,"{""date"": ""2026-11-17"", ""location"": ""Sydney""}",0.0,0,0,0.5454545454545454,6,0.5454545454545454,6,True,action_list,26,weather
0,0.36363636363636365,4,0.36363636363636365,4,"{""city"": ""Madrid"", ""company"": ""NVIDIA"", ""role"": ""partner""}",0.0,1,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,26,crm_api
0,0.6363636363636364,7,0.6363636363636364,7,"{""calendar"": ""research"", ""end_date"": ""2026-11-17"", ""keyword"": ""maintenance"", ""start_date"": ""2026-11-15""}",0.0,2,0,0.9090909090909091,10,0.9090909090909091,10,True,action_list,26,calendar_api
0,0.8181818181818182,9,0.8181818181818182,9,"{""date"": ""2026-11-17"", ""destination"": ""SYD"", ""origin"": ""DFW""}",0.0,3,0,0.9090909090909091,10,0.9090909090909091,10,True,action_list,26,flight_search
0,0.5454545454545454,6,0.5454545454545454,6,"{""date"": ""2026-11-15"", ""location"": ""Madrid""}",0.0,4,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,26,weather
0,0.2727272727272727,3,0.2727272727272727,3,"{""date"": ""2027-04-24"", ""destination"": ""ZRH"", ""origin"": ""JFK""}",0.0,0,0,0.36363636363636365,4,0.36363636363636365,4,True,action_list,27,flight_search
0,0.36363636363636365,4,0.36363636363636365,4,"{""date"": ""2027-04-22"", ""location"": ""Rome""}",0.0,1,0,0.5454545454545454,6,0.5454545454545454,6,True,action_list,27,weather
0,0.6363636363636364,7,0.6363636363636364,7,"{""calendar"": ""ops"", ""end_date"": ""2027-04-24"", ""keyword"": ""call"", ""start_date"": ""2027-04-22""}",0.0,2,0,0.7272727272727273,8,0.7272727272727273,8,True,action_list,27,calendar_api
0,0.8181818181818182,9,0.8181818181818182,9,"{""city"": ""Rome"", ""company"": ""Stripe"", ""role"": ""coordinator""}",0.0,3,0,0.8181818181818182,9,0.8181818181818182,9,True,action_list,27,crm_api
0,1.0,11,1.0,11,"{""date"": ""2027-04-21"", ""destination"": ""FCO"", ""origin"": ""BOS""}",0.0,4,0,0.9090909090909091,10,0.9090909090909091,10,True,action_list,27,flight_search
0,0.18181818181818182,2,0.18181818181818182,2,"{""date"": ""2026-09-05"", ""location"": ""Berlin""}",0.0,0,0,0.5454545454545454,6,0.5454545454545454,6,True,action_list,28,weather
