ar_call_ready_spread_ms,ar_first_call_ms,ar_last_call_ms,dllm_call_ready_spread_ms,dllm_first_call_ms,dllm_last_call_ms,generation_ms,num_calls,request_index
465.0599221349694,186.02396885398775,651.0838909889571,372.0479377079755,186.02396885398775,558.0719065619633,651.0838909889571,3,19
436.3786831163452,261.8272098698071,698.2058929861523,349.10294649307616,261.8272098698071,610.9301563628833,698.2058929861523,3,20
371.85310628930375,278.8898297169778,650.7429360062815,278.8898297169778,278.8898297169778,557.7796594339555,650.7429360062815,3,21
528.615727511351,176.20524250378367,704.8209700151347,352.41048500756733,264.3078637556755,616.7183487632428,704.8209700151347,3,22
431.2378400209127,258.7427040125476,689.9805440334603,258.7427040125476,172.49513600836508,431.2378400209127,689.9805440334603,3,23
292.142692982452,194.76179532163465,486.90448830408667,194.76179532163465,194.76179532163465,389.5235906432693,584.285385964904,3,24
291.24658499495126,291.24658499495126,582.4931699899025,291.2465849949513,194.16438999663416,485.4109749915855,582.4931699899025,3,25
397.3829853348434,198.6914926674217,596.0744780022651,298.03723900113255,198.6914926674217,496.72873166855425,596.0744780022651,3,26
291.26013049972244,291.26013049972244,582.5202609994449,291.2601304997225,194.17342033314827,485.43355083287076,582.5202609994449,3,27
335.8088664826937,335.8088664826937,671.6177329653874,335.8088664826937,167.90443324134685,503.71329972404055,671.6177329653874,3,28
396.639626667214,198.31981333360696,594.9594400008209,297.47972000041045,198.31981333360696,495.79953333401744,594.9594400008209,3,29
429.0153281544917,257.40919689269504,686.4245250471868,257.40919689269504,257.40919689269504,514.8183937853901,686.4245250471868,3,30
437.146865624527,262.2881193747162,699.4349849992432,349.7174924996216,262.2881193747162,612.0056118743378,699.4349849992432,3,31
465.32397786255126,186.1295911450205,651.4535690075718,279.19438671753073,279.19438671753073,558.3887734350615,651.4535690075718,3,32
344.09013600088656,344.09013600088656,688.1802720017731,258.0676020006649,344.09013600088656,602.1577380015515,688.1802720017731,3,33
395.57898335624486,197.78949167812243,593.3684750343673,296.68423751718365,197.78949167812243,494.4737291953061,593.3684750343673,3,34
463.5952978527972,185.43811914111885,649.033416993916,370.87623828223775,185.43811914111885,556.3143574233566,649.033416993916,3,35
354.00434100301936,265.5032557522645,619.5075967552839,265.5032557522645,265.5032557522645,531.006511504529,708.0086820060387,3,36
374.3356251423913,280.7517188567934,655.0873439991847,374.33562514239117,187.1678125711956,561.5034377135868,655.0873439991847,3,37
179.98653400822406,359.97306801644817,539.9596020246722,179.9865340082241,269.9798010123361,449.9663350205602,629.9528690287843,3,38
468.7318399997561,187.49273599990244,656.2245759996586,374.9854719998048,187.49273599990244,562.4782079997073,656.2245759996586,3,39
276.74846055950707,368.997947412676,645.7464079721831,184.498973706338,368.997947412676,553.496921119014,645.7464079721831,3,40
390.57152334135026,195.28576167067513,585.8572850120254,195.28576167067513,195.28576167067513,390.57152334135026,585.8572850120254,3,41
521.5760475257412,173.8586825085804,695.4347300343215,260.7880237628706,260.7880237628706,521.5760475257412,695.4347300343215,3,42
375.30268113394936,281.47701085046197,656.7796919844113,281.47701085046197,281.47701085046197,562.9540217009239,656.7796919844113,3,43
292.6251695025712,292.6251695025712,585.2503390051425,195.08344633504748,195.08344633504748,390.16689267009497,585.2503390051425,3,44
432.5208024965832,259.5124814979499,692.0332839945331,346.01664199726656,173.00832099863328,519.0249629958998,692.0332839945331,3,45
469.5082192691708,187.80328770766832,657.3115069768392,375.6065754153366,187.80328770766832,563.4098631230049,657.3115069768392,3,46
396.47274534218013,198.23637267109007,594.7091180132702,297.3545590066351,198.23637267109007,495.59093167772517,594.7091180132702,3,47
295.1763890159782,295.1763890159782,590.3527780319564,295.1763890159782,196.78425934398547,491.96064835996367,590.3527780319564,3,48
396.2615333342304,198.13076666711518,594.3923000013456,198.1307666671152,297.1961500006728,495.326916667788,594.3923000013456,3,49
399.99763132072985,199.99881566036493,599.9964469810948,299.9982234905474,199.99881566036493,499.9970391509123,599.9964469810948,3,50
443.34029877063585,266.0041792623815,709.3444780330174,354.6722390165087,266.0041792623815,620.6764182788902,709.3444780330174,3,51
401.57097667300457,200.78548833650225,602.3564650095068,301.1782325047534,200.78548833650225,501.9637208412557,602.3564650095068,3,52
371.11948114553735,278.33961085915297,649.4590920046903,371.1194811455373,185.55974057276865,556.6792217183059,649.4590920046903,3,53
448.875104993931,269.3250629963586,718.2001679902896,269.3250629963586,359.1000839951448,628.4251469915034,718.2001679902896,3,54
295.64244000357576,295.64244000357576,591.2848800071515,295.64244000357576,197.09496000238383,492.7374000059596,591.2848800071515,3,55
399.96367401909083,199.98183700954542,599.9455110286362,299.9727555143181,199.98183700954542,499.95459252386354,599.9455110286362,3,56
470.4946685732076,188.19786742928304,658.6925360024907,282.29680114392454,282.29680114392454,564.5936022878491,658.6925360024907,3,57
436.2773681350518,261.7664208810311,698.0437890160829,174.51094725402072,261.7664208810311,436.2773681350518,698.0437890160829,3,58
379.15467826782594,284.36600870086943,663.5206869686954,284.36600870086943,284.36600870086943,568.7320174017389,663.5206869686954,3,59
470.5726735742896,188.22906942971582,658.8017430040054,376.4581388594316,188.22906942971582,564.6872082891474,658.8017430040054,3,60
378.5037742595055,283.87783069462915,662.3816049541347,283.87783069462915,283.87783069462915,567.7556613892583,662.3816049541347,3,61
295.05432851146907,295.05432851146907,590.1086570229381,295.05432851146907,196.7028856743127,491.7572141857818,590.1086570229381,3,62
701.9800688916197,561.5840551132957,1263.5641240049154,210.59402066748578,912.5740895591056,1123.1681102265914,1263.5641240049154,3,63
378.2712440006435,283.7034330004826,661.9746770011261,283.7034330004826,283.7034330004826,567.4068660009652,661.9746770011261,3,64
297.1347184793558,297.1347184793558,594.2694369587116,198.0898123195705,198.0898123195705,396.179624639141,594.2694369587116,3,65
400.82473400980234,200.41236700490117,601.2371010147035,200.41236700490117,300.61855050735176,501.0309175122529,601.2371010147035,3,66
460.1831949964565,184.07327799858257,644.2564729950391,276.10991699787394,184.07327799858257,460.1831949964565,644.2564729950391,3,67
367.14373602132713,275.35780201599533,642.5015380373225,275.35780201599533,275.35780201599533,550.7156040319907,642.5015380373225,3,68
278.2112554331044,278.2112554331044,556.4225108662088,92.73708514436811,278.2112554331044,370.9483405774725,649.1595960105769,3,69
395.432914646032,197.71645732301596,593.1493719690479,197.71645732301596,197.71645732301596,395.4329146460319,593.1493719690479,3,70
343.96703497623093,343.96703497623093,687.9340699524619,343.96703497623093,257.9752762321732,601.9423112084041,687.9340699524619,3,71
437.726787495194,262.6360724971164,700.3628599923104,262.6360724971164,175.0907149980776,437.726787495194,700.3628599923104,3,72
438.94453188841,263.366719133046,702.311251021456,263.366719133046,263.366719133046,526.733438266092,702.311251021456,3,73
299.1257350076921,299.1257350076921,598.2514700153843,299.1257350076921,199.41715667179474,498.5428916794869,598.2514700153843,3,74
395.74772266981506,197.8738613349075,593.6215840047225,197.8738613349075,197.8738613349075,395.747722669815,593.6215840047225,3,75
473.08188501379584,189.23275400551833,662.3146390193142,283.8491310082775,283.8491310082775,567.698262016555,662.3146390193142,3,76
403.2331906879942,201.61659534399706,604.8497860319912,201.61659534399712,302.4248930159956,504.04148835999274,604.8497860319912,3,77
404.50494666583836,202.25247333291918,606.7574199987575,202.25247333291918,303.37870999937877,505.63118333229795,606.7574199987575,3,78
422.97174222767353,338.3773937821388,761.3491360098124,338.3773937821388,253.78304533660412,592.1604391187429,761.3491360098124,3,79
439.3817074742401,263.62902448454406,703.0107319587842,351.5053659793921,175.75268298969604,527.2580489690881,703.0107319587842,3,80
404.64647401434684,202.3232370071734,606.9697110215202,303.4848555107601,202.3232370071734,505.8080925179335,606.9697110215202,3,81
299.6086275088601,299.6086275088601,599.2172550177202,199.73908500590676,299.6086275088601,499.34771251476684,599.2172550177202,3,82
423.60425891173594,338.8834071293887,762.4876660411246,254.16255534704152,254.16255534704152,508.32511069408304,762.4876660411246,3,83
453.4591656192788,272.0754993715673,725.5346649908461,362.76733249542303,272.0754993715673,634.8428318669903,725.5346649908461,3,84
352.49244098667987,352.49244098667987,704.9848819733597,264.3693307400099,352.49244098667987,616.8617717266898,704.9848819733597,3,85
361.24101901077665,270.9307642580825,632.1717832688591,270.9307642580825,270.9307642580825,541.861528516165,722.4820380215533,3,86
403.693600014473,201.84680000723648,605.5404000217095,302.7702000108548,201.84680000723648,504.6170000180913,605.5404000217095,3,87
454.82400062610395,272.89440037566237,727.7184010017663,363.85920050088316,272.89440037566237,636.7536008765455,727.7184010017663,3,88
422.93063112689805,338.3445049015184,761.2751360284165,338.34450490151846,253.75837867613882,592.1028835776573,761.2751360284165,3,89
448.15346689574653,268.8920801374479,717.0455470331945,358.5227735165972,268.8920801374479,627.4148536540451,717.0455470331945,3,90
478.28341214751293,191.31336485900516,669.5967770065181,286.9700472885077,286.9700472885077,573.9400945770154,669.5967770065181,3,91
349.87320299842395,349.87320299842395,699.7464059968479,174.93660149921197,349.87320299842395,524.8098044976359,699.7464059968479,3,92
407.09296866164857,203.54648433082426,610.6394529924728,305.3197264962364,203.54648433082426,508.8662108270607,610.6394529924728,3,93
407.0993413139756,203.54967065698776,610.6490119709633,203.54967065698781,305.32450598548166,508.8741766424695,610.6490119709633,3,94
399.11795667527866,199.5589783376393,598.676935012918,199.5589783376393,199.5589783376393,399.1179566752786,598.676935012918,3,95
470.0236785408509,188.00947141634032,658.0331499571912,188.00947141634038,282.0142071245105,470.0236785408509,658.0331499571912,3,96
448.5100587407942,269.1060352444765,717.6160939852707,358.80804699263535,269.1060352444765,627.9140822371119,717.6160939852707,3,97
274.4556389931989,365.9408519909318,640.3964909841307,274.4556389931988,182.9704259954659,457.42606498866473,640.3964909841307,3,98
376.6069737196501,282.45523028973753,659.0622040093876,282.45523028973753,188.30348685982503,470.7587171495626,659.0622040093876,3,99
301.3224855239969,301.3224855239969,602.6449710479937,301.3224855239969,200.88165701599792,502.2041425399948,602.6449710479937,3,100
260.5119708678103,347.34929449041374,607.861265358224,173.67464724520687,260.5119708678103,434.1866181130172,694.6985889808275,3,101
298.60438549076207,298.60438549076207,597.2087709815241,199.0695903271747,199.0695903271747,398.1391806543494,597.2087709815241,3,102
442.43202690267935,265.4592161416076,707.891243044287,265.4592161416076,265.4592161416076,530.9184322832152,707.891243044287,3,103
475.7651685836858,190.3060674334743,666.0712360171601,380.61213486694857,190.3060674334743,570.9182023004229,666.0712360171601,3,104
377.7264605741948,283.2948454306461,661.0213060048409,283.2948454306461,283.2948454306461,566.5896908612922,661.0213060048409,3,105
275.0224752983611,366.69663373114804,641.7191090295091,183.34831686557408,275.02247529836103,458.3707921639351,641.7191090295091,3,106
400.53271599269164,200.2663579963458,600.7990739890374,200.2663579963458,200.2663579963458,400.5327159926916,600.7990739890374,3,107
467.1389292759289,186.85557171037152,653.9945009863004,280.28335756555737,186.85557171037152,467.1389292759289,653.9945009863004,3,108
299.1733799863141,299.1733799863141,598.3467599726282,299.17337998631416,199.44891999087605,498.6222999771902,598.3467599726282,3,109
278.7615179965672,371.68202399542287,650.4435419919901,278.76151799656714,278.76151799656714,557.5230359931343,650.4435419919901,3,110
382.71878859294316,287.0390914447073,669.7578800376505,287.0390914447073,287.0390914447073,574.0781828894146,669.7578800376505,3,111
304.47286699200055,202.9819113280003,507.45477832000086,101.49095566400013,304.4728669920005,405.9638226560006,608.945733984001,3,112
331.1592078069225,220.772805204615,551.9320130115375,220.772805204615,220.772805204615,441.54561040923,551.9320130115375,3,113
401.6303826744358,200.81519133721787,602.4455740116537,200.81519133721787,200.81519133721787,401.63038267443574,602.4455740116537,3,114
406.02423665889853,203.01211832944924,609.0363549883477,304.51817749417387,203.01211832944924,507.53029582362313,609.0363549883477,3,115
379.0902594503548,284.317694587766,663.4079540381208,284.317694587766,284.317694587766,568.635389175532,663.4079540381208,3,116
371.44119771463534,278.58089828597645,650.0220960006118,278.58089828597645,278.58089828597645,557.1617965719529,650.0220960006118,3,117
480.78074427654167,192.31229771061666,673.0930419871584,384.62459542123327,192.31229771061666,576.93689313185,673.0930419871584,3,118
457.5250406196574,274.5150243717944,732.0400649914518,274.5150243717944,366.0200324957259,640.5350568675203,732.0400649914518,3,119
