native_generation_ms,native_latency_tool100ms,native_latency_tool300ms,native_latency_tool500ms,native_latency_tool50ms,native_ready_fraction,native_ready_ms,native_saving_tool100ms,native_saving_tool300ms,native_saving_tool500ms,native_saving_tool50ms,no_spec_latency_tool100ms,no_spec_latency_tool300ms,no_spec_latency_tool500ms,no_spec_latency_tool50ms,probe_detected_tool,probe_latency_ms,probe_latency_tool100ms,probe_latency_tool300ms,probe_latency_tool500ms,probe_latency_tool50ms,probe_output_tokens,probe_prompt_tokens,probe_ready,probe_saving_tool100ms,probe_saving_tool300ms,probe_saving_tool500ms,probe_saving_tool50ms,request_index,target_args,target_tool
,,,,,,,,,,,,,,,exchange_delivered_order_items,2061.649512965232,,,,,66,2839,True,,,,,10,"{""item_ids"": ""8555936349"", ""new_item_ids"": ""4063058357"", ""order_id"": ""#W6908222"", ""payment_method_id"": ""paypal_4518393""}",exchange_delivered_order_items
858.5826599737629,858.5826599737629,960.4481999798177,1160.4481999798177,858.5826599737629,0.7692307692307693,660.4481999798177,0.10432068529461723,0.17101452217352553,0.14583909086383573,0.0550307662722111,958.5826599737629,1158.582659973763,1358.582659973763,908.5826599737629,,552.3332059965469,958.5826599737629,1158.582659973763,1358.582659973763,908.5826599737629,20,424,False,0.0,0.0,0.0,0.0,11,"{""first_name"": ""Ivan"", ""last_name"": ""Hernandez"", ""zip"": ""92133""}",find_user_id_by_name_zip
1035.8491619699635,1035.8491619699635,1213.9845546793795,1413.9845546793795,1035.8491619699635,0.8823529411764706,913.9845546793795,0.08803985894268275,0.09122632312084657,0.07934672903312577,0.046046911257259036,1135.8491619699635,1335.8491619699635,1535.8491619699635,1085.8491619699635,find_user_id_by_name_zip,850.4896920057945,1035.8491619699635,1150.4896920057945,1350.4896920057945,1035.8491619699635,32,462,True,0.08803985894268275,0.13875778436752634,0.12068859009983562,0.046046911257259036,12,"{""first_name"": ""Noah"", ""last_name"": ""Ito"", ""zip"": ""98178""}",find_user_id_by_name_zip
814.0392240020446,814.0392240020446,881.456588572889,1081.456588572889,814.0392240020446,0.7142857142857143,581.456588572889,0.10940449531493662,0.20877418893172542,0.17699824417782664,0.05786774328185092,914.0392240020446,1114.0392240020446,1314.0392240020446,864.0392240020446,find_user_id_by_name_zip,876.4678180450574,976.4678180450574,1176.4678180450574,1376.4678180450574,926.4678180450574,32,651,True,0.0,0.0,0.0,0.0,13,"{""first_name"": ""Noah"", ""last_name"": ""Ito"", ""zip"": ""98187""}",find_user_id_by_name_zip
2864.809234975837,2864.809234975837,2926.075132061184,3126.075132061184,2864.809234975837,0.9166666666666666,2626.075132061184,0.03372898290395908,0.07543396305732657,0.07095026381677404,0.01715378124922624,2964.809234975837,3164.809234975837,3364.809234975837,2914.809234975837,return_delivered_order_items,2126.2810559710488,2864.809234975837,2864.809234975837,2864.809234975837,2864.809234975837,74,2003,True,0.03372898290395908,0.0947924433120818,0.14859683419871217,0.01715378124922624,14,"{""item_ids"": ""4579334072 6117189161 4947717507"", ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}",return_delivered_order_items
903.2771210186183,903.2771210186183,903.2771210186183,951.6385605093092,903.2771210186183,0.5,451.6385605093092,0.0996733583423799,0.24931912587687113,0.3218455953885084,0.05245064514563489,1003.2771210186183,1203.2771210186183,1403.2771210186183,953.2771210186183,find_user_id_by_name_zip,826.1928299907595,926.1928299907595,1126.1928299907595,1326.1928299907595,903.2771210186183,31,420,True,0.07683250162188077,0.0640619601930137,0.05493162389186855,0.05245064514563489,15,"{""first_name"": ""Yusuf"", ""last_name"": ""Li"", ""zip"": ""91148""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,modify_pending_order_items,2042.6419320283458,,,,,65,2879,True,,,,,16,"{""item_ids"": ""3254583681"", ""new_item_ids"": ""9440686670"", ""order_id"": ""#W6750959"", ""payment_method_id"": ""paypal_8080730""}",modify_pending_order_items
895.3786829952151,895.3786829952151,1027.4951799336122,1227.4951799336122,895.3786829952151,0.8125,727.4951799336122,0.10046427727293485,0.14044378191598958,0.12031393707494277,0.052888859141171335,995.3786829952151,1195.378682995215,1395.378682995215,945.3786829952151,find_user_id_by_name_zip,803.7732249940746,903.7732249940746,1103.7732249940746,1303.7732249940746,895.3786829952151,31,357,True,0.09203076132340768,0.07663300283355244,0.06564917403246201,0.052888859141171335,17,"{""first_name"": ""Yara"", ""last_name"": ""Ito"", ""zip"": ""75284""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,exchange_delivered_order_items,1773.1296179699712,,,,,66,998,True,,,,,18,"{""item_ids"": ""1615379700"", ""new_item_ids"": ""1615379700"", ""order_id"": ""#W1304208"", ""payment_method_id"": ""paypal_1679017""}",exchange_delivered_order_items
,,,,,,,,,,,,,,,exchange_delivered_order_items,2132.7210800372995,,,,,66,3284,False,,,,,19,"{""item_ids"": ""6245746168"", ""new_item_ids"": ""3112842858"", ""order_id"": ""#W8353027"", ""payment_method_id"": ""paypal_1679017""}",exchange_delivered_order_items
616.7444459861144,616.7444459861144,711.1629639907429,911.1629639907429,616.7444459861144,0.6666666666666666,411.1629639907429,0.1395197417434014,0.22425167983890396,0.18408999725432948,0.07499125084731684,716.7444459861144,916.7444459861144,1116.7444459861144,666.7444459861144,find_user_id_by_name_zip,852.4193470366299,952.4193470366299,1152.41934703663,1352.41934703663,902.4193470366299,33,348,True,0.0,0.0,0.0,0.0,20,"{""first_name"": ""Isabella"", ""last_name"": ""Johansson"", ""zip"": ""32286""}",find_user_id_by_name_zip
2222.014073980972,2322.014073980972,2522.014073980972,2722.014073980972,2272.014073980972,1.0,2222.014073980972,0.0,0.0,0.0,0.0,2322.014073980972,2522.014073980972,2722.014073980972,2272.014073980972,return_delivered_order_items,1803.9404720184393,2222.014073980972,2222.014073980972,2303.9404720184393,2222.014073980972,62,1827,True,0.0430660611064063,0.11895254792391115,0.15358980174231654,0.022006905930996773,21,"{""item_ids"": ""7602931732 9570044148"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}",return_delivered_order_items
699.5193629991263,699.5193629991263,766.3462419994175,966.3462419994175,699.5193629991263,0.6666666666666666,466.34624199941754,0.12507514467802736,0.23328524652094468,0.19438879287176508,0.0667094173523817,799.5193629991263,999.5193629991263,1199.5193629991263,749.5193629991263,find_user_id_by_name_zip,828.1338770175353,928.1338770175353,1128.1338770175353,1328.1338770175353,878.1338770175353,31,418,True,0.0,0.0,0.0,0.0,22,"{""first_name"": ""Sofia"", ""last_name"": ""Li"", ""zip"": ""78260""}",find_user_id_by_name_zip
3840.181728999596,3840.181728999596,3840.181728999596,3991.074299090542,3840.181728999596,0.9090909090909091,3491.074299090542,0.025379540051161494,0.07246058739370599,0.08043613187356623,0.01285286998992154,3940.181728999596,4140.181728999596,4340.181728999596,3890.181728999596,exchange_delivered_order_items,2653.2836579717696,3840.181728999596,3840.181728999596,3840.181728999596,3840.181728999596,88,3025,True,0.025379540051161494,0.07246058739370599,0.1152025493907715,0.01285286998992154,23,"{""item_ids"": ""7758198585 4068787148"", ""new_item_ids"": ""5606522780 5546244844"", ""order_id"": ""#W3916020"", ""payment_method_id"": ""credit_card_3951670""}",exchange_delivered_order_items
,,,,,,,,,,,,,,,exchange_delivered_order_items,2003.321704978589,,,,,66,2514,True,,,,,24,"{""item_ids"": ""5996159312"", ""new_item_ids"": ""8363011723"", ""order_id"": ""#W4689314"", ""payment_method_id"": ""credit_card_3951670""}",exchange_delivered_order_items
664.508975984063,664.508975984063,715.3181099900394,915.3181099900394,664.508975984063,0.625,415.3181099900394,0.13080291159601062,0.25836033898987903,0.21398793064986554,0.06997812719026673,764.508975984063,964.508975984063,1164.508975984063,714.508975984063,find_user_id_by_name_zip,828.2221229746938,928.2221229746938,1128.2221229746938,1328.2221229746938,878.2221229746938,31,461,True,0.0,0.0,0.0,0.0,25,"{""first_name"": ""Yara"", ""last_name"": ""Silva"", ""zip"": ""77159""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,modify_pending_order_items,2136.774014972616,,,,,66,3316,True,,,,,26,"{""item_ids"": ""2913673670"", ""new_item_ids"": ""2216662955"", ""order_id"": ""#W3730488"", ""payment_method_id"": ""gift_card_7252880""}",modify_pending_order_items
,,,,,,,,,,,,,,,modify_pending_order_items,2168.399879010394,,,,,66,3506,False,,,,,27,"{""item_ids"": ""1355937109"", ""new_item_ids"": ""9949163720"", ""order_id"": ""#W9810810"", ""payment_method_id"": ""gift_card_7252880""}",modify_pending_order_items
989.915256970562,989.915256970562,1166.1758498492418,1366.1758498492418,989.915256970562,0.875,866.1758498492418,0.09175025247187721,0.09592832277364419,0.08305130546345235,0.04808084088087901,1089.915256970562,1289.915256970562,1489.915256970562,1039.915256970562,find_user_id_by_name_zip,1301.2029509991407,1401.2029509991407,1601.2029509991407,1801.2029509991407,1351.2029509991407,50,436,True,0.0,0.0,0.0,0.0,28,"{""first_name"": ""Daiki"", ""last_name"": ""Sanchez"", ""zip"": ""46236""}",find_user_id_by_name_zip
1601.7909910297021,1601.7909910297021,1601.7909910297021,1621.2536937207915,1601.7909910297021,0.7,1121.2536937207915,0.058761622624111456,0.15774604118698057,0.22863229472379054,0.030270173570102074,1701.7909910297021,1901.7909910297021,2101.790991029702,1651.7909910297021,cancel_pending_order,836.9694750290364,1601.7909910297021,1601.7909910297021,1601.7909910297021,1601.7909910297021,26,1492,True,0.058761622624111456,0.15774604118698057,0.23789235092069821,0.030270173570102074,29,"{""order_id"": ""#W9348897"", ""reason"": ""no longer needed""}",cancel_pending_order
876.7283290508203,876.7283290508203,913.7098303355742,1113.7098303355742,876.7283290508203,0.7,613.7098303355742,0.10238261451593146,0.22351675592564654,0.19104604239282497,0.053953244367970624,976.7283290508203,1176.7283290508203,1376.7283290508203,926.7283290508203,find_user_id_by_name_zip,836.4403250161558,976.7283290508203,1176.7283290508203,1376.7283290508203,926.7283290508203,31,520,False,0.0,0.0,0.0,0.0,30,"{""first_name"": ""Yara"", ""last_name"": ""Ito"", ""zip"": ""75284""}",find_user_id_by_name_zip
3001.043196010869,3001.043196010869,3001.043196010869,3001.043196010869,3001.043196010869,0.775,2325.8084769084235,0.03224721285038479,0.09088036180881658,0.14281457611540072,0.01638783746666492,3101.043196010869,3301.043196010869,3501.043196010869,3051.043196010869,exchange_delivered_order_items,1821.6313460143283,3001.043196010869,3001.043196010869,3001.043196010869,3001.043196010869,66,1328,True,0.03224721285038479,0.09088036180881658,0.14281457611540072,0.01638783746666492,31,"{""item_ids"": ""1615379700"", ""new_item_ids"": ""1615379700"", ""order_id"": ""#W1304208"", ""payment_method_id"": ""paypal_1679017""}",exchange_delivered_order_items
4199.724371021148,4199.724371021148,4199.724371021148,4199.724371021148,4199.724371021148,0.8275862068965517,3475.633962224398,0.023257304741199226,0.06667075030907267,0.10638921786201706,0.011765468918631472,4299.724371021148,4499.724371021148,4699.724371021148,4249.724371021148,exchange_delivered_order_items,2057.428569998592,4199.724371021148,4199.724371021148,4199.724371021148,4199.724371021148,66,2816,True,0.023257304741199226,0.06667075030907267,0.10638921786201706,0.011765468918631472,32,"{""item_ids"": ""6245746168"", ""new_item_ids"": ""3112842858"", ""order_id"": ""#W8353027"", ""payment_method_id"": ""paypal_1679017""}",exchange_delivered_order_items
704.4525790261105,704.4525790261105,769.6350526840736,969.6350526840736,704.4525790261105,0.6666666666666666,469.6350526840736,0.12430813525523454,0.23377661747825815,0.1949578841301534,0.0662732176812793,804.4525790261105,1004.4525790261105,1204.4525790261105,754.4525790261105,find_user_id_by_name_zip,884.4160900334828,984.4160900334828,1184.4160900334828,1384.4160900334828,934.4160900334828,33,441,True,0.0,0.0,0.0,0.0,33,"{""first_name"": ""Ivan"", ""last_name"": ""Hernandez"", ""zip"": ""92133""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,,2100.6789699895307,,,,,62,3602,False,,,,,34,"{""item_ids"": ""7441167885 3478699712"", ""new_item_ids"": ""3815173328 6017636844"", ""order_id"": ""#W5838674"", ""payment_method_id"": ""gift_card_9368765""}",exchange_delivered_order_items
656.0522029758431,656.0522029758431,693.6313217855059,893.6313217855059,656.0522029758431,0.6,393.63132178550586,0.1322659991021746,0.27448384133577264,0.22699743187619772,0.07081629345431091,756.0522029758431,956.0522029758431,1156.052202975843,706.0522029758431,find_user_id_by_name_zip,802.8752289828844,902.8752289828844,1102.8752289828844,1302.8752289828844,852.8752289828844,31,335,True,0.0,0.0,0.0,0.0,35,"{""first_name"": ""Yara"", ""last_name"": ""Muller"", ""zip"": ""85041""}",find_user_id_by_name_zip
3510.1769299944863,3510.1769299944863,3510.1769299944863,3510.1769299944863,3510.1769299944863,0.14285714285714285,501.45384714206943,0.02769947344385493,0.0787365010895791,0.12468277802413258,0.01404424582911879,3610.1769299944863,3810.1769299944863,4010.1769299944863,3560.1769299944863,cancel_pending_order,1343.573688995093,3510.1769299944863,3510.1769299944863,3510.1769299944863,3510.1769299944863,45,1647,True,0.02769947344385493,0.0787365010895791,0.12468277802413258,0.01404424582911879,36,"{""order_id"": ""#W5056519"", ""reason"": ""ordered by mistake""}",cancel_pending_order
3108.733370958362,3108.733370958362,3108.733370958362,3108.733370958362,3108.733370958362,0.3125,971.479178424488,0.031164945303676854,0.08800923021904036,0.13855276868715194,0.015829129631422474,3208.733370958362,3408.733370958362,3608.733370958362,3158.733370958362,cancel_pending_order,905.997852969449,3208.733370958362,3408.733370958362,3608.733370958362,3158.733370958362,27,1738,False,0.0,0.0,0.0,0.0,37,"{""order_id"": ""#W5995614"", ""reason"": ""ordered by mistake""}",cancel_pending_order
941.7044160072692,941.7044160072692,1075.5212837706922,1275.5212837706922,941.7044160072692,0.8235294117647058,775.5212837706922,0.09599652114684151,0.1338346953544249,0.11526851856139356,0.05041824881783475,1041.7044160072692,1241.7044160072692,1441.7044160072692,991.7044160072692,find_user_id_by_name_zip,802.3146910127252,941.7044160072692,1102.3146910127252,1302.3146910127252,941.7044160072692,31,352,True,0.09599652114684151,0.11225676835615597,0.09668398282400845,0.05041824881783475,38,"{""first_name"": ""Yara"", ""last_name"": ""Ito"", ""zip"": ""75284""}",find_user_id_by_name_zip
2952.523735992145,2952.523735992145,2952.523735992145,3021.9473578266234,2952.523735992145,0.8541666666666666,2521.9473578266234,0.032759778022658864,0.09223606785101246,0.1247135171517619,0.0166526576961358,3052.523735992145,3252.523735992145,3452.523735992145,3002.523735992145,exchange_delivered_order_items,1780.8040429954417,2952.523735992145,2952.523735992145,2952.523735992145,2952.523735992145,66,1014,True,0.032759778022658864,0.09223606785101246,0.14482159667363328,0.0166526576961358,39,"{""item_ids"": ""1615379700"", ""new_item_ids"": ""1615379700"", ""order_id"": ""#W1304208"", ""payment_method_id"": ""paypal_1679017""}",exchange_delivered_order_items
,,,,,,,,,,,,,,,exchange_delivered_order_items,2026.71480900608,,,,,66,2608,True,,,,,40,"{""item_ids"": ""6245746168"", ""new_item_ids"": ""3112842858"", ""order_id"": ""#W8353027"", ""payment_method_id"": ""paypal_1679017""}",exchange_delivered_order_items
697.4927909905091,697.4927909905091,764.9951939936727,964.9951939936727,697.4927909905091,0.6666666666666666,464.99519399367273,0.1253929830209463,0.2330819822426652,0.1941536506491412,0.06689027720754949,797.4927909905091,997.4927909905091,1197.492790990509,747.4927909905091,find_user_id_by_name_zip,827.4101100396365,927.4101100396365,1127.4101100396365,1327.4101100396365,877.4101100396365,31,400,True,0.0,0.0,0.0,0.0,41,"{""first_name"": ""Sofia"", ""last_name"": ""Li"", ""zip"": ""78260""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,exchange_delivered_order_items,2136.210440949071,,,,,66,3226,False,,,,,42,"{""item_ids"": ""7758198585 4068787148"", ""new_item_ids"": ""5606522780 5546244844"", ""order_id"": ""#W3916020"", ""payment_method_id"": ""credit_card_3951670""}",exchange_delivered_order_items
,,,,,,,,,,,,,,,exchange_delivered_order_items,3297.1629619714804,,,,,110,3408,False,,,,,43,"{""item_ids"": ""5996159312"", ""new_item_ids"": ""8363011723"", ""order_id"": ""#W4689314"", ""payment_method_id"": ""credit_card_3951670""}",exchange_delivered_order_items
785.9715510276146,785.9715510276146,785.9715510276146,983.6748006323783,785.9715510276146,0.6153846153846154,483.67480063237826,0.11287044136350957,0.2762503306059179,0.23507265783109452,0.05981064778883648,885.9715510276146,1085.9715510276146,1285.9715510276146,835.9715510276146,find_user_id_by_name_zip,855.5869690026157,955.5869690026157,1155.5869690026157,1355.5869690026157,905.5869690026157,33,354,True,0.0,0.0,0.0,0.0,44,"{""first_name"": ""Sofia"", ""last_name"": ""Hernandez"", ""zip"": ""98193""}",find_user_id_by_name_zip
3363.212912052404,3363.212912052404,3363.212912052404,3363.212912052404,3363.212912052404,0.3076923076923077,1034.8347421699705,0.028874921218960514,0.08189532173054001,0.12942594969076288,0.014648954310305367,3463.212912052404,3663.212912052404,3863.212912052404,3413.212912052404,cancel_pending_order,1426.3979750103317,3363.212912052404,3363.212912052404,3363.212912052404,3363.212912052404,45,2281,True,0.028874921218960514,0.08189532173054001,0.12942594969076288,0.014648954310305367,45,"{""order_id"": ""#W3289292"", ""reason"": ""no longer needed""}",cancel_pending_order
6005.134353006724,6019.3467193923425,6219.3467193923425,6419.3467193923425,6005.134353006724,0.9857142857142858,5919.3467193923425,0.01405171920125429,0.013605996131307226,0.013187680524189336,0.008257455092663981,6105.134353006724,6305.134353006724,6505.134353006724,6055.134353006724,cancel_pending_order,941.0003540106118,6105.134353006724,6305.134353006724,6505.134353006724,6055.134353006724,26,2187,False,0.0,0.0,0.0,0.0,46,"{""order_id"": ""#W9722559"", ""reason"": ""no longer needed""}",cancel_pending_order
1770.6947340047918,1770.6947340047918,1934.487446773654,2134.487446773654,1770.6947340047918,0.9230769230769231,1634.487446773654,0.05345607606748298,0.06577854523622051,0.05998485185673151,0.02746204460646746,1870.6947340047918,2070.694734004792,2270.694734004792,1820.6947340047918,return_delivered_order_items,2019.6516489959322,2119.651648995932,2319.651648995932,2519.651648995932,2069.651648995932,73,1483,True,0.0,0.0,0.0,0.0,47,"{""item_ids"": ""4579334072 6117189161 4947717507"", ""order_id"": ""#W5490111"", ""payment_method_id"": ""paypal_9497703""}",return_delivered_order_items
1593.0964369908907,1593.0964369908907,1760.338400574983,1960.338400574983,1593.0964369908907,0.9166666666666666,1460.338400574983,0.05906338104268188,0.07012745564453586,0.06342662195095282,0.030430350206083003,1693.0964369908907,1893.0964369908907,2093.0964369908907,1643.0964369908907,return_delivered_order_items,2025.2200760296546,2125.2200760296546,2325.2200760296546,2525.2200760296546,2075.2200760296546,74,1324,True,0.0,0.0,0.0,0.0,48,"{""item_ids"": ""4579334072 6117189161 4947717507"", ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}",return_delivered_order_items
839.9546109721996,839.9546109721996,999.9621758101664,1199.9621758101664,839.9546109721996,0.8333333333333334,699.9621758101664,0.10638811580121886,0.12280527120517716,0.10447550537585908,0.0561826405341945,939.9546109721996,1139.9546109721996,1339.9546109721996,889.9546109721996,find_user_id_by_name_zip,881.850645004306,981.850645004306,1181.850645004306,1381.850645004306,931.850645004306,33,457,True,0.0,0.0,0.0,0.0,49,"{""first_name"": ""Mei"", ""last_name"": ""Kovacs"", ""zip"": ""28236""}",find_user_id_by_name_zip
4637.438347970601,4637.438347970601,4638.248777133788,4838.248777133788,4637.438347970601,0.9354838709677419,4338.248777133788,0.021108454116946444,0.060596112751420295,0.058237111683296254,0.01066680696112989,4737.438347970601,4937.438347970601,5137.438347970601,4687.438347970601,exchange_delivered_order_items,2100.9912290028296,4637.438347970601,4637.438347970601,4637.438347970601,4637.438347970601,65,3116,True,0.021108454116946444,0.06076025235298518,0.09732476890890783,0.01066680696112989,50,"{""item_ids"": ""8384507844"", ""new_item_ids"": ""7453605304"", ""order_id"": ""#W6390527"", ""payment_method_id"": ""paypal_7644869""}",exchange_delivered_order_items
3509.52410697937,3509.52410697937,3509.52410697937,3551.760093025539,3509.52410697937,0.8695652173913043,3051.760093025539,0.02770448320504084,0.07874999385103632,0.11416916365635571,0.01404682156863667,3609.52410697937,3809.52410697937,4009.52410697937,3559.52410697937,exchange_delivered_order_items,2030.019400990568,3509.52410697937,3509.52410697937,3509.52410697937,3509.52410697937,66,2618,True,0.02770448320504084,0.07874999385103632,0.1247030786346068,0.01404682156863667,51,"{""item_ids"": ""9354168549"", ""new_item_ids"": ""2060066974"", ""order_id"": ""#W3388163"", ""payment_method_id"": ""paypal_5334408""}",exchange_delivered_order_items
,,,,,,,,,,,,,,,return_delivered_order_items,1539.799852995202,,,,,51,1880,True,,,,,52,"{""item_ids"": ""6704763132"", ""order_id"": ""#W8528674"", ""payment_method_id"": ""paypal_7664977""}",return_delivered_order_items
,,,,,,,,,,,,,,,modify_pending_order_items,2079.6520349686034,,,,,64,3180,True,,,,,53,"{""item_ids"": ""1684786391"", ""new_item_ids"": ""5052031638"", ""order_id"": ""#W9672333"", ""payment_method_id"": ""paypal_7664977""}",modify_pending_order_items
695.7364109694026,695.7364109694026,695.7364109694026,752.9950585343282,695.7364109694026,0.36363636363636365,252.99505853432825,0.12566975523738497,0.30128455351746547,0.3702666811627296,0.06704781912821405,795.7364109694026,995.7364109694026,1195.7364109694026,745.7364109694026,find_user_id_by_name_zip,827.463080000598,927.463080000598,1127.463080000598,1327.463080000598,877.463080000598,32,327,True,0.0,0.0,0.0,0.0,54,"{""first_name"": ""Lei"", ""last_name"": ""Wilson"", ""zip"": ""32255""}",find_user_id_by_name_zip
628.9863149868324,628.9863149868324,719.3242099912216,919.3242099912216,628.9863149868324,0.6666666666666666,419.3242099912216,0.13717678637328917,0.2256891211563032,0.18570827849056454,0.07363918667634656,728.9863149868324,928.9863149868324,1128.9863149868324,678.9863149868324,find_user_id_by_name_zip,805.1386239822023,905.1386239822023,1105.1386239822023,1305.1386239822023,855.1386239822023,31,349,True,0.0,0.0,0.0,0.0,55,"{""first_name"": ""Olivia"", ""last_name"": ""Lopez"", ""zip"": ""76171""}",find_user_id_by_name_zip
1172.990838997066,1172.990838997066,1172.990838997066,1184.244656081622,1172.990838997066,0.5833333333333334,684.2446560816219,0.078555160757312,0.20366725444420605,0.2921391866129048,0.04088338064821755,1272.990838997066,1472.990838997066,1672.990838997066,1222.990838997066,cancel_pending_order,731.3281440292485,1172.990838997066,1172.990838997066,1231.3281440292485,1172.990838997066,25,834,True,0.078555160757312,0.20366725444420605,0.26399588370285876,0.04088338064821755,56,"{""order_id"": ""#W9373487"", ""reason"": ""no longer needed""}",cancel_pending_order
2965.6951549695805,2965.6951549695805,2965.6951549695805,2965.6951549695805,2965.6951549695805,0.8048780487804879,2387.0229296096627,0.03261902927233228,0.09186405520535933,0.14427120033423385,0.01657992516836615,3065.6951549695805,3265.6951549695805,3465.6951549695805,3015.6951549695805,return_delivered_order_items,1464.0976800001226,2965.6951549695805,2965.6951549695805,2965.6951549695805,2965.6951549695805,52,1208,True,0.03261902927233228,0.09186405520535933,0.14427120033423385,0.01657992516836615,57,"{""item_ids"": ""6477915553"", ""order_id"": ""#W7449508"", ""payment_method_id"": ""gift_card_7711863""}",return_delivered_order_items
