ar_false_starts,ar_ready_fraction,ar_ready_step,ar_stable_fraction,ar_stable_step,args,bias_strength,call_index,dllm_false_starts,dllm_ready_fraction,dllm_ready_step,dllm_stable_fraction,dllm_stable_step,final_ready,prompt_format,request_index,tool
0,0.625,5,0.625,5,"{""date"": ""2027-08-05"", ""destination"": ""YYZ"", ""origin"": ""DFW""}",0.0,0,0,0.375,3,0.375,3,True,action_list,11,flight_search
0,1.0,8,1.0,8,"{""date"": ""2027-08-08"", ""location"": ""Seattle""}",0.0,1,0,0.75,6,0.75,6,True,action_list,11,weather
0,0.5,4,0.5,4,"{""city"": ""Singapore"", ""company"": ""HSBC"", ""role"": ""partner""}",0.0,0,0,0.375,3,0.375,3,True,action_list,12,crm_api
0,1.0,8,1.0,8,"{""date"": ""2026-01-12"", ""destination"": ""SIN"", ""origin"": ""IAD""}",0.0,1,0,0.75,6,0.75,6,True,action_list,12,flight_search
0,0.6666666666666666,4,0.6666666666666666,4,"{""city"": ""Sydney"", ""company"": ""Telefonica"", ""role"": ""coordinator""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,13,crm_api
0,1.0,6,1.0,6,"{""date"": ""2027-06-22"", ""location"": ""Seoul""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,13,weather
0,0.6666666666666666,4,0.6666666666666666,4,"{""calendar"": ""research"", ""end_date"": ""2026-11-05"", ""keyword"": ""meeting"", ""start_date"": ""2026-11-03""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,14,calendar_api
0,1.0,6,1.0,6,"{""date"": ""2026-11-03"", ""location"": ""Zurich""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,14,weather
0,0.625,5,0.625,5,"{""date"": ""2027-04-09"", ""destination"": ""ORD"", ""origin"": ""ATL""}",0.0,0,0,0.375,3,0.375,3,True,action_list,15,flight_search
0,1.0,8,1.0,8,"{""city"": ""Chicago"", ""company"": ""Emirates"", ""role"": ""analyst""}",0.0,1,0,0.75,6,0.75,6,True,action_list,15,crm_api
0,0.6666666666666666,4,0.6666666666666666,4,"{""calendar"": ""research"", ""end_date"": ""2026-09-19"", ""keyword"": ""demo"", ""start_date"": ""2026-09-17""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,16,calendar_api
0,1.0,6,1.0,6,"{""date"": ""2026-09-19"", ""destination"": ""AUS"", ""origin"": ""DFW""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,16,flight_search
0,0.5555555555555556,5,0.5555555555555556,5,"{""date"": ""2027-02-23"", ""destination"": ""SFO"", ""origin"": ""BOS""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,17,flight_search
0,1.0,9,1.0,9,"{""date"": ""2027-02-26"", ""destination"": ""LHR"", ""origin"": ""JFK""}",0.0,1,0,0.6666666666666666,6,0.6666666666666666,6,True,action_list,17,flight_search
0,0.6666666666666666,4,0.6666666666666666,4,"{""calendar"": ""research"", ""end_date"": ""2026-07-09"", ""keyword"": ""review"", ""start_date"": ""2026-07-07""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,18,calendar_api
0,1.0,6,1.0,6,"{""date"": ""2026-07-07"", ""location"": ""Seattle""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,18,weather
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-12-14"", ""location"": ""Los Angeles""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,19,weather
0,1.0,7,1.0,7,"{""city"": ""Los Angeles"", ""company"": ""Airbus"", ""role"": ""partner""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,19,crm_api
0,0.5,3,0.5,3,"{""date"": ""2026-05-21"", ""location"": ""Seoul""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,20,weather
0,1.0,6,1.0,6,"{""calendar"": ""research"", ""end_date"": ""2026-05-23"", ""keyword"": ""call"", ""start_date"": ""2026-05-21""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,20,calendar_api
0,0.625,5,0.625,5,"{""calendar"": ""ops"", ""end_date"": ""2027-10-06"", ""keyword"": ""meeting"", ""start_date"": ""2027-10-04""}",0.0,0,0,0.5,4,0.5,4,True,action_list,21,calendar_api
0,1.0,8,1.0,8,"{""date"": ""2027-10-06"", ""location"": ""Berlin""}",0.0,1,0,0.75,6,0.75,6,True,action_list,21,weather
0,0.7142857142857143,5,0.7142857142857143,5,"{""calendar"": ""research"", ""end_date"": ""2026-03-13"", ""keyword"": ""interview"", ""start_date"": ""2026-03-11""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,22,calendar_api
0,1.0,7,1.0,7,"{""date"": ""2026-03-11"", ""location"": ""Paris""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,22,weather
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-08-20"", ""destination"": ""BOS"", ""origin"": ""JFK""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,23,flight_search
0,1.0,7,1.0,7,"{""city"": ""Austin"", ""company"": ""Telefonica"", ""role"": ""recruiter""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,23,crm_api
0,0.5,4,0.5,4,"{""date"": ""2026-01-03"", ""location"": ""Toronto""}",0.0,0,0,0.375,3,0.375,3,True,action_list,24,weather
0,1.0,8,1.0,8,"{""date"": ""2026-01-01"", ""location"": ""London""}",0.0,1,0,0.75,6,0.75,6,True,action_list,24,weather
0,0.6666666666666666,4,0.6666666666666666,4,"{""city"": ""Amsterdam"", ""company"": ""Emirates"", ""role"": ""manager""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,25,crm_api
0,1.0,6,1.0,6,"{""date"": ""2027-06-08"", ""location"": ""Amsterdam""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,25,weather
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2026-11-17"", ""location"": ""Sydney""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,26,weather
0,1.0,7,1.0,7,"{""calendar"": ""research"", ""end_date"": ""2026-11-17"", ""keyword"": ""maintenance"", ""start_date"": ""2026-11-15""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,26,calendar_api
0,0.6,6,0.6,6,"{""date"": ""2027-04-24"", ""destination"": ""ZRH"", ""origin"": ""JFK""}",0.0,0,0,0.4,4,0.4,4,True,action_list,27,flight_search
0,0.9,9,0.9,9,"{""date"": ""2027-04-24"", ""location"": ""Zurich""}",0.0,1,0,0.6,6,0.6,6,True,action_list,27,weather
0,0.7142857142857143,5,0.7142857142857143,5,"{""calendar"": ""research"", ""end_date"": ""2026-09-07"", ""keyword"": ""meeting"", ""start_date"": ""2026-09-05""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,28,calendar_api
0,1.0,7,1.0,7,"{""date"": ""2026-09-07"", ""location"": ""Chicago""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,28,weather
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-02-11"", ""destination"": ""DXB"", ""origin"": ""LAX""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,29,flight_search
0,1.0,7,1.0,7,"{""date"": ""2027-02-12"", ""location"": ""Dubai""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,29,weather
0,0.5,3,0.5,3,"{""date"": ""2026-07-19"", ""location"": ""Boston""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,30,weather
0,1.0,6,1.0,6,"{""date"": ""2026-07-18"", ""destination"": ""BOS"", ""origin"": ""SEA""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,30,flight_search
0,0.625,5,0.625,5,"{""calendar"": ""ops"", ""end_date"": ""2027-12-04"", ""keyword"": ""workshop"", ""start_date"": ""2027-12-02""}",0.0,0,0,0.5,4,0.5,4,True,action_list,31,calendar_api
0,1.0,8,1.0,8,"{""date"": ""2027-12-02"", ""location"": ""Toronto""}",0.0,1,0,0.75,6,0.75,6,True,action_list,31,weather
0,0.625,5,0.625,5,"{""date"": ""2026-05-08"", ""destination"": ""SIN"", ""origin"": ""IAD""}",0.0,0,0,0.375,3,0.375,3,True,action_list,32,flight_search
0,1.0,8,1.0,8,"{""date"": ""2026-05-09"", ""location"": ""Singapore""}",0.0,1,0,0.625,5,0.625,5,True,action_list,32,weather
0,0.5,3,0.5,3,"{""city"": ""Sydney"", ""company"": ""Telefonica"", ""role"": ""partner""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,33,crm_api
0,1.0,6,1.0,6,"{""calendar"": ""ops"", ""end_date"": ""2027-10-18"", ""keyword"": ""maintenance"", ""start_date"": ""2027-10-16""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,33,calendar_api
0,0.5,3,0.5,3,"{""city"": ""Zurich"", ""company"": ""SAP"", ""role"": ""coordinator""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,34,crm_api
0,1.0,6,1.0,6,"{""calendar"": ""research"", ""end_date"": ""2026-03-25"", ""keyword"": ""call"", ""start_date"": ""2026-03-23""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,34,calendar_api
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2027-08-05"", ""destination"": ""ORD"", ""origin"": ""ATL""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,35,flight_search
0,1.0,7,1.0,7,"{""calendar"": ""ops"", ""end_date"": ""2027-08-08"", ""keyword"": ""meeting"", ""start_date"": ""2027-08-06""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,35,calendar_api
0,0.6666666666666666,4,0.6666666666666666,4,"{""calendar"": ""research"", ""end_date"": ""2026-01-15"", ""keyword"": ""interview"", ""start_date"": ""2026-01-13""}",0.0,0,0,0.5,3,0.5,3,True,action_list,36,calendar_api
0,1.0,6,1.0,6,"{""date"": ""2026-01-12"", ""destination"": ""JFK"", ""origin"": ""SFO""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,36,flight_search
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2027-06-22"", ""destination"": ""LHR"", ""origin"": ""JFK""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,37,flight_search
0,1.0,7,1.0,7,"{""calendar"": ""ops"", ""end_date"": ""2027-06-22"", ""keyword"": ""demo"", ""start_date"": ""2027-06-20""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,37,calendar_api
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2026-11-05"", ""destination"": ""AMS"", ""origin"": ""DFW""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,38,flight_search
0,1.0,7,1.0,7,"{""date"": ""2026-11-03"", ""location"": ""Seattle""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,38,weather
0,0.5,3,0.5,3,"{""date"": ""2027-04-12"", ""location"": ""Madrid""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,39,weather
0,1.0,6,1.0,6,"{""date"": ""2027-04-09"", ""destination"": ""LAX"", ""origin"": ""JFK""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,39,flight_search
0,0.5,4,0.5,4,"{""date"": ""2026-09-19"", ""location"": ""Rome""}",0.0,0,0,0.375,3,0.375,3,True,action_list,40,weather
0,1.0,8,1.0,8,"{""date"": ""2026-09-16"", ""destination"": ""ICN"", ""origin"": ""SEA""}",0.0,1,0,0.625,5,0.625,5,True,action_list,40,flight_search
0,0.625,5,0.625,5,"{""date"": ""2027-02-23"", ""destination"": ""NRT"", ""origin"": ""DFW""}",0.0,0,0,0.375,3,0.375,3,True,action_list,41,flight_search
0,1.0,8,1.0,8,"{""city"": ""Tokyo"", ""company"": ""Dell"", ""role"": ""coordinator""}",0.0,1,0,0.75,6,0.75,6,True,action_list,41,crm_api
0,0.5,3,0.5,3,"{""city"": ""Paris"", ""company"": ""HSBC"", ""role"": ""director""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,42,crm_api
0,1.0,6,1.0,6,"{""calendar"": ""research"", ""end_date"": ""2026-07-09"", ""keyword"": ""meeting"", ""start_date"": ""2026-07-07""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,42,calendar_api
0,0.625,5,0.625,5,"{""date"": ""2027-12-16"", ""destination"": ""BOS"", ""origin"": ""JFK""}",0.0,0,0,0.375,3,0.375,3,True,action_list,43,flight_search
0,1.0,8,1.0,8,"{""date"": ""2027-12-16"", ""location"": ""Boston""}",0.0,1,0,0.625,5,0.625,5,True,action_list,43,weather
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2026-05-20"", ""destination"": ""LHR"", ""origin"": ""ORD""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,44,flight_search
0,1.0,7,1.0,7,"{""calendar"": ""research"", ""end_date"": ""2026-05-23"", ""keyword"": ""demo"", ""start_date"": ""2026-05-21""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,44,calendar_api
0,0.5,3,0.5,3,"{""date"": ""2027-10-04"", ""location"": ""Amsterdam""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,45,weather
0,1.0,6,1.0,6,"{""date"": ""2027-10-03"", ""destination"": ""AMS"", ""origin"": ""ATL""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,45,flight_search
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2026-03-11"", ""location"": ""Madrid""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,46,weather
0,1.0,7,1.0,7,"{""calendar"": ""research"", ""end_date"": ""2026-03-13"", ""keyword"": ""review"", ""start_date"": ""2026-03-11""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,46,calendar_api
0,0.5,3,0.5,3,"{""city"": ""Rome"", ""company"": ""Stripe"", ""role"": ""partner""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,47,crm_api
0,1.0,6,1.0,6,"{""calendar"": ""ops"", ""end_date"": ""2027-08-20"", ""keyword"": ""maintenance"", ""start_date"": ""2027-08-18""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,47,calendar_api
0,0.4444444444444444,4,0.4444444444444444,4,"{""date"": ""2026-01-01"", ""location"": ""Berlin""}",0.0,0,0,0.3333333333333333,3,0.3333333333333333,3,True,action_list,48,weather
0,0.7777777777777778,7,0.7777777777777778,7,"{""date"": ""2026-01-01"", ""destination"": ""BER"", ""origin"": ""MIA""}",0.0,1,0,0.5555555555555556,5,0.5555555555555556,5,True,action_list,48,flight_search
0,0.5,3,0.5,3,"{""date"": ""2027-06-10"", ""location"": ""New York""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,49,weather
0,1.0,6,1.0,6,"{""calendar"": ""ops"", ""end_date"": ""2027-06-10"", ""keyword"": ""meeting"", ""start_date"": ""2027-06-08""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,49,calendar_api
0,0.625,5,0.625,5,"{""date"": ""2026-11-14"", ""destination"": ""BOS"", ""origin"": ""SEA""}",0.0,0,0,0.375,3,0.375,3,True,action_list,50,flight_search
0,1.0,8,1.0,8,"{""city"": ""Boston"", ""company"": ""Sony"", ""role"": ""analyst""}",0.0,1,0,0.75,6,0.75,6,True,action_list,50,crm_api
0,0.5,3,0.5,3,"{""city"": ""Toronto"", ""company"": ""Dell"", ""role"": ""recruiter""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,51,crm_api
0,1.0,6,1.0,6,"{""date"": ""2027-04-24"", ""destination"": ""SEA"", ""origin"": ""JFK""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,51,flight_search
0,0.42857142857142855,3,0.42857142857142855,3,"{""date"": ""2026-09-04"", ""destination"": ""SIN"", ""origin"": ""IAD""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,52,flight_search
0,1.0,7,1.0,7,"{""calendar"": ""research"", ""end_date"": ""2026-09-07"", ""keyword"": ""workshop"", ""start_date"": ""2026-09-05""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,52,calendar_api
0,0.5,4,0.5,4,"{""date"": ""2027-02-11"", ""destination"": ""SYD"", ""origin"": ""SFO""}",0.0,0,0,0.375,3,0.375,3,True,action_list,53,flight_search
0,1.0,8,1.0,8,"{""date"": ""2027-02-14"", ""destination"": ""ICN"", ""origin"": ""JFK""}",0.0,1,0,0.75,6,0.75,6,True,action_list,53,flight_search
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2026-07-21"", ""destination"": ""NRT"", ""origin"": ""DFW""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,54,flight_search
0,1.0,7,1.0,7,"{""date"": ""2026-07-21"", ""location"": ""Tokyo""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,54,weather
0,0.375,3,0.375,3,"{""date"": ""2027-12-04"", ""location"": ""Paris""}",0.0,0,0,0.375,3,0.375,3,True,action_list,55,weather
0,1.0,8,1.0,8,"{""calendar"": ""ops"", ""end_date"": ""2027-12-04"", ""keyword"": ""call"", ""start_date"": ""2027-12-02""}",0.0,1,0,0.625,5,0.625,5,True,action_list,55,calendar_api
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2026-05-11"", ""destination"": ""AUS"", ""origin"": ""DFW""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,56,flight_search
0,1.0,7,1.0,7,"{""date"": ""2026-05-11"", ""location"": ""Austin""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,56,weather
0,0.5714285714285714,4,0.5714285714285714,4,"{""city"": ""San Francisco"", ""company"": ""Stripe"", ""role"": ""analyst""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,57,crm_api
0,1.0,7,1.0,7,"{""date"": ""2027-10-18"", ""location"": ""London""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,57,weather
0,0.5,3,0.5,3,"{""city"": ""Seattle"", ""company"": ""Toyota"", ""role"": ""recruiter""}",0.0,0,0,0.5,3,0.5,3,True,action_list,58,crm_api
0,1.0,6,1.0,6,"{""calendar"": ""research"", ""end_date"": ""2026-03-25"", ""keyword"": ""demo"", ""start_date"": ""2026-03-23""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,58,calendar_api
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-08-05"", ""destination"": ""LAX"", ""origin"": ""JFK""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,59,flight_search
0,1.0,7,1.0,7,"{""date"": ""2027-08-08"", ""destination"": ""MAD"", ""origin"": ""JFK""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,59,flight_search
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2026-01-15"", ""location"": ""Rome""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,60,weather
0,1.0,7,1.0,7,"{""city"": ""Seoul"", ""company"": ""Sony"", ""role"": ""manager""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,60,crm_api
0,0.5,3,0.5,3,"{""date"": ""2027-06-20"", ""location"": ""Tokyo""}",0.0,0,0,0.3333333333333333,2,0.3333333333333333,2,True,action_list,61,weather
0,1.0,6,1.0,6,"{""date"": ""2027-06-22"", ""destination"": ""BER"", ""origin"": ""JFK""}",0.0,1,0,0.6666666666666666,4,0.6666666666666666,4,True,action_list,61,flight_search
0,0.5,5,0.5,5,"{""date"": ""2026-11-03"", ""location"": ""Paris""}",0.0,0,0,0.3,3,0.3,3,True,action_list,62,weather
0,1.0,10,1.0,10,"{""date"": ""2026-11-02"", ""destination"": ""CDG"", ""origin"": ""IAD""}",0.0,1,0,0.7,7,0.7,7,True,action_list,62,flight_search
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-04-12"", ""destination"": ""BOS"", ""origin"": ""JFK""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,63,flight_search
0,1.0,7,1.0,7,"{""date"": ""2027-04-09"", ""destination"": ""AUS"", ""origin"": ""SFO""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,63,flight_search
0,0.625,5,0.625,5,"{""date"": ""2026-09-19"", ""destination"": ""YYZ"", ""origin"": ""DFW""}",0.0,0,0,0.375,3,0.375,3,True,action_list,64,flight_search
0,1.0,8,1.0,8,"{""city"": ""London"", ""company"": ""SAP"", ""role"": ""analyst""}",0.0,1,0,0.75,6,0.75,6,True,action_list,64,crm_api
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-02-26"", ""location"": ""Singapore""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,65,weather
0,1.0,7,1.0,7,"{""date"": ""2027-02-24"", ""location"": ""Amsterdam""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,65,weather
0,0.5,4,0.5,4,"{""city"": ""Madrid"", ""company"": ""NVIDIA"", ""role"": ""engineer""}",0.0,0,0,0.375,3,0.375,3,True,action_list,66,crm_api
0,1.0,8,1.0,8,"{""date"": ""2026-07-09"", ""destination"": ""SYD"", ""origin"": ""DFW""}",0.0,1,0,0.75,6,0.75,6,True,action_list,66,flight_search
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-12-16"", ""location"": ""Zurich""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,67,weather
0,1.0,7,1.0,7,"{""city"": ""Rome"", ""company"": ""Stripe"", ""role"": ""manager""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,67,crm_api
0,0.4444444444444444,4,0.4444444444444444,4,"{""date"": ""2026-05-23"", ""location"": ""Chicago""}",0.0,0,0,0.4444444444444444,4,0.4444444444444444,4,True,action_list,68,weather
0,1.0,9,1.0,9,"{""calendar"": ""research"", ""end_date"": ""2026-05-23"", ""keyword"": ""maintenance"", ""start_date"": ""2026-05-21""}",0.0,1,0,0.7777777777777778,7,0.7777777777777778,7,True,action_list,68,calendar_api
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2027-10-06"", ""location"": ""New York""}",0.0,0,0,0.2857142857142857,2,0.2857142857142857,2,True,action_list,69,weather
0,1.0,7,1.0,7,"{""date"": ""2027-10-04"", ""location"": ""Dubai""}",0.0,1,0,0.7142857142857143,5,0.7142857142857143,5,True,action_list,69,weather
0,0.5714285714285714,4,0.5714285714285714,4,"{""date"": ""2026-03-13"", ""destination"": ""SFO"", ""origin"": ""DFW""}",0.0,0,0,0.42857142857142855,3,0.42857142857142855,3,True,action_list,70,flight_search
