absolute_position,commit_correct_w1,commit_correct_w2,commit_correct_w3,commit_correct_w4,commit_fraction_w1,commit_fraction_w2,commit_fraction_w3,commit_fraction_w4,commit_step_w1,commit_step_w2,commit_step_w3,commit_step_w4,final_stable_fraction,final_stable_step,final_token,flip_count,position,request_index
34,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.23333333333333334,7,12371,1,10,1
35,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.3,9,1775,1,11,1
36,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.3333333333333333,10,37922,1,12,1
37,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.36666666666666664,11,5729,1,13,1
38,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.4,12,268,1,14,1
39,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.43333333333333335,13,34549,1,15,1
40,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.4666666666666667,14,698,1,16,1
41,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.7333333333333333,22,2541,1,17,1
42,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.5,15,6306,1,18,1
43,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.5333333333333333,16,11,1,19,1
44,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.6,18,6135,1,20,1
45,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.6,18,297,1,21,1
46,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.5666666666666667,17,63334,1,22,1
47,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.6666666666666666,20,6306,1,23,1
48,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.9,27,12392,1,24,1
49,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.6333333333333333,19,301,1,25,1
50,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.7666666666666667,23,3880,1,26,1
51,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.7,21,4178,1,27,1
52,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.8,24,33431,1,28,1
53,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.8666666666666667,26,13,1,29,1
54,False,False,False,False,0.0,0.03333333333333333,0.06666666666666667,0.1,0,1,2,3,0.8333333333333334,25,126348,1,30,1
22,False,False,True,True,0.0,0.008620689655172414,0.034482758620689655,0.04310344827586207,0,1,4,5,0.017241379310344827,2,16,1,0,2
23,False,True,True,True,0.0,0.017241379310344827,0.02586206896551724,0.034482758620689655,0,2,3,4,0.008620689655172414,1,13,1,1,2
24,False,False,False,True,0.0,0.008620689655172414,0.017241379310344827,0.05172413793103448,0,1,2,6,0.02586206896551724,3,63033,1,2,2
25,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.0603448275862069,7,4178,1,3,2
26,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.034482758620689655,4,25,1,4,2
27,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.05172413793103448,6,348,1,5,2
28,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.04310344827586207,5,4623,1,6,2
29,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.06896551724137931,8,560,1,7,2
30,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.07758620689655173,9,8245,1,8,2
31,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.09482758620689655,11,3948,1,9,2
32,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.08620689655172414,10,268,1,10,2
33,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.10344827586206896,12,4178,1,11,2
34,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.11206896551724138,13,300,1,12,2
35,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.12931034482758622,15,2718,1,13,2
36,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.1206896551724138,14,12324,1,14,2
37,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.13793103448275862,16,527,1,15,2
38,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.14655172413793102,17,14400,1,16,2
39,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.15517241379310345,18,268,1,17,2
40,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.16379310344827586,19,898,1,18,2
41,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.1810344827586207,21,403,1,19,2
42,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.1724137931034483,20,5087,1,20,2
43,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.1896551724137931,22,297,1,21,2
44,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.21551724137931033,25,8941,1,22,2
45,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.22413793103448276,26,21600,1,23,2
46,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.19827586206896552,23,13,1,24,2
47,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.20689655172413793,24,1077,1,25,2
48,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.23275862068965517,27,341,1,26,2
49,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.25,29,4766,1,27,2
50,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.2413793103448276,28,6106,1,28,2
51,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.25862068965517243,30,296,1,29,2
52,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.2672413793103448,31,1607,1,30,2
53,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.27586206896551724,32,65698,1,31,2
54,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.28448275862068967,33,3277,1,32,2
55,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.29310344827586204,34,17774,1,33,2
56,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3017241379310345,35,1387,1,34,2
57,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5431034482758621,63,4744,1,35,2
58,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5258620689655172,61,11981,1,36,2
59,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5172413793103449,60,449,1,37,2
60,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5344827586206896,62,1851,1,38,2
61,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5086206896551724,59,12242,1,39,2
62,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3448275862068966,40,13,1,40,2
63,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.33620689655172414,39,198,1,41,2
64,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3103448275862069,36,198,1,42,2
65,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3275862068965517,38,17,1,43,2
66,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3275862068965517,38,13,1,44,2
67,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.31896551724137934,37,81572,1,45,2
68,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.4482758620689655,52,6054,1,46,2
69,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.4396551724137931,51,4541,1,47,2
70,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.35344827586206895,41,25,1,48,2
71,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3620689655172414,42,3893,1,49,2
72,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3706896551724138,43,61351,1,50,2
73,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3793103448275862,44,268,1,51,2
74,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.3879310344827586,45,2948,1,52,2
75,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.39655172413793105,46,300,1,53,2
76,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.43103448275862066,50,3955,1,54,2
77,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.4224137931034483,49,21600,1,55,2
78,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.4051724137931034,47,11,1,56,2
79,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.41379310344827586,48,268,1,57,2
80,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.45689655172413796,53,6054,1,58,2
81,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.46551724137931033,54,560,1,59,2
82,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.4827586206896552,56,6658,1,60,2
83,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.47413793103448276,55,268,1,61,2
84,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5,58,1788,1,62,2
85,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.49137931034482757,57,300,1,63,2
86,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5517241379310345,64,11981,1,64,2
87,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5603448275862069,65,403,1,65,2
88,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5775862068965517,67,3393,1,66,2
89,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5689655172413793,66,297,1,67,2
90,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5862068965517241,68,1829,1,68,2
91,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.603448275862069,70,13,1,69,2
92,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.5948275862068966,69,1077,1,70,2
93,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6120689655172413,71,560,1,71,2
94,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6206896551724138,72,1376,1,72,2
95,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6293103448275862,73,297,1,73,2
96,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6637931034482759,77,6658,1,74,2
97,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.646551724137931,75,6054,1,75,2
98,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6551724137931034,76,4541,1,76,2
99,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6379310344827587,74,301,1,77,2
100,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6724137931034483,78,3948,1,78,2
101,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6810344827586207,79,7071,1,79,2
102,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6982758620689655,81,1652,1,80,2
103,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7672413793103449,89,10759,1,81,2
104,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7068965517241379,82,13,1,82,2
105,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.6896551724137931,80,198,1,83,2
106,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7068965517241379,82,198,1,84,2
107,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7068965517241379,82,18,1,85,2
108,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7068965517241379,82,13,1,86,2
109,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7758620689655172,90,81572,1,87,2
110,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7844827586206896,91,43863,1,88,2
111,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7155172413793104,83,25,1,89,2
112,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7241379310344828,84,348,1,90,2
113,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7327586206896551,85,4623,1,91,2
114,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7327586206896551,85,560,1,92,2
115,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7413793103448276,86,911,1,93,2
116,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7586206896551724,88,1376,1,94,2
117,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.75,87,297,1,95,2
118,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7931034482758621,92,6658,1,96,2
119,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8017241379310345,93,43863,1,97,2
120,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8103448275862069,94,527,1,98,2
121,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8793103448275862,102,51044,1,99,2
122,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8189655172413793,95,268,1,100,2
123,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8362068965517241,97,898,1,101,2
124,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8362068965517241,97,403,1,102,2
125,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8275862068965517,96,5087,1,103,2
126,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8448275862068966,98,297,1,104,2
127,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8620689655172413,100,8941,1,105,2
128,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.853448275862069,99,21600,1,106,2
129,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8620689655172413,100,13,1,107,2
130,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8620689655172413,100,1077,1,108,2
131,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8706896551724138,101,560,1,109,2
132,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.896551724137931,104,367,1,110,2
133,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.8879310344827587,103,7084,1,111,2
134,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9137931034482759,106,2489,1,112,2
135,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9051724137931034,105,296,1,113,2
136,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9224137931034483,107,2138,1,114,2
137,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9310344827586207,108,7120,1,115,2
138,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9310344827586207,108,6623,1,116,2
139,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9396551724137931,109,1387,1,117,2
140,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9482758620689655,110,3901,1,118,2
141,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9655172413793104,112,13101,1,119,2
142,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9568965517241379,111,449,1,120,2
143,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,1.0,116,7374,1,121,2
144,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9741379310344828,113,352,1,122,2
145,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9827586206896551,114,2838,1,123,2
146,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.9913793103448276,115,2526,1,124,2
147,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7931034482758621,92,13,1,125,2
148,False,False,False,False,0.0,0.008620689655172414,0.017241379310344827,0.02586206896551724,0,1,2,3,0.7931034482758621,92,126348,1,126,2
22,False,True,True,True,0.0,0.03389830508474576,0.05084745762711865,0.06779661016949153,0,2,3,4,0.01694915254237288,1,33,1,0,3
23,False,True,True,True,0.0,0.03389830508474576,0.05084745762711865,0.06779661016949153,0,2,3,4,0.01694915254237288,1,15725,1,1,3
24,False,False,False,True,0.0,0.01694915254237288,0.03389830508474576,0.1016949152542373,0,1,2,6,0.05084745762711865,3,26636,1,2,3
25,False,False,True,True,0.0,0.01694915254237288,0.06779661016949153,0.0847457627118644,0,1,4,5,0.03389830508474576,2,55802,1,3,3
26,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.06779661016949153,4,527,1,4,3
27,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.1016949152542373,6,14400,1,5,3
28,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.0847457627118644,5,268,1,6,3
29,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.13559322033898305,8,30745,1,7,3
30,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.11864406779661017,7,300,1,8,3
31,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.15254237288135594,9,3182,1,9,3
32,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.1694915254237288,10,11981,1,10,3
33,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.1864406779661017,11,11,1,11,3
34,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.22033898305084745,13,1435,1,12,3
35,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.2033898305084746,12,409,1,13,3
36,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.23728813559322035,14,4448,1,14,3
37,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.2542372881355932,15,5949,1,15,3
38,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.2711864406779661,16,20377,1,16,3
39,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.288135593220339,17,301,1,17,3
40,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.4915254237288136,29,1652,1,18,3
41,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.5084745762711864,30,43863,1,19,3
42,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3050847457627119,18,11,1,20,3
43,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3389830508474576,20,527,1,21,3
44,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.4745762711864407,28,54718,1,22,3
45,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3220338983050847,19,4744,1,23,3
46,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3559322033898305,21,11981,1,24,3
47,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3728813559322034,22,1119,1,25,3
48,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3898305084745763,23,259,1,26,3
49,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.3898305084745763,23,3554,1,27,3
50,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.4067796610169492,24,13323,1,28,3
51,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.423728813559322,25,13,1,29,3
52,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.4406779661016949,26,1077,1,30,3
53,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.4576271186440678,27,5510,1,31,3
54,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.5254237288135594,31,268,1,32,3
55,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.559322033898305,33,1652,1,33,3
56,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.5423728813559322,32,297,1,34,3
57,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.576271186440678,34,1829,1,35,3
